pk,sku,base_code,name,brand,category,color,size,regular_price,sale_price,discount_pct,currency,stock
1475230,8684846146089,6SMG40006AK,Pamuk Karışımlı Çiçekli İspanyol Paça Tayt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,SİYAH DESENLİ,4/5 Yaş,399.99,399.99,0.0,TRY,0
1471343,8684846146126,6SMG40007AK,Pamuklu Cepli Yırtmaç Detaylı İspanyol Paça Tayt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,PEMBE,24/36 Ay,359.99,359.99,0.0,TRY,1
1472951,8684846144580,6SMB40003TD,Pamuklu Beli Bağcıklı Lastikli Cepli Jogger Denim Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > DENIM > TROUSERS,LIGHT INDIGO,3/4 Yaş,859.99,859.99,0.0,TRY,14
1480702,8684846144641,6SMB40003TD,Pamuklu Beli Bağcıklı Lastikli Cepli Jogger Denim Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > DENIM > TROUSERS,ORTA İNDİGO,3/4 Yaş,859.99,859.99,0.0,TRY,19
1478532,8684847557259,6SMG10006AK,Kısa Kollu Bisiklet Yaka Kiraz Nakışlı Pamuklu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,EKRU,24/36 Ay,359.99,359.99,0.0,TRY,28
1475224,8684846272429,6SMG40004AK,Viskon Karışımlı Basic İspanyol Paça Tayt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,EKRU,9/12 Ay,399.99,399.99,0.0,TRY,24
1471589,8684847594797,6SMB10096TK,Bisiklet Yaka Uzun Kollu Pamuklu Oversize Sweatshirt,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEATSHIRTS,EKRU,24/36 Ay,499.99,499.99,0.0,TRY,22
1475545,8684846144764,6SMB40006TD,Pamuklu Cepli Düğmeli Denim Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > DENIM > TROUSERS,DARK INDIGO,3/4 Yaş,699.99,699.99,0.0,TRY,0
1498877,8684848114383,6SMB10129TK,Araba Baskılı Pamuklu Eşofman Takımı -  2'li Set,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,LACİVERT,24/36 Ay,959.99,959.99,0.0,TRY,11
1496858,8684848537069,6SMB10145TK,Şardonlu Uzun Kollu Bisiklet Yaka Oversize Eşofman Takım,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,BEJ DESENLİ,9/12 Ay,899.99,899.99,0.0,TRY,18
1494656,8684848537076,6SMB10146TK,Pamuklu Uzun Kollu Bisiklet Yaka Eşofman Takımı -  2'li Set,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,BEJ,12/18 Ay,899.99,899.99,0.0,TRY,2
1492661,8684847910009,6SMB10122TK,Baskılı Uzun Kollu Bisiklet Yaka Pamuklu Eşofman Takımı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,BEJ DESENLİ,4/5 Yaş,959.99,959.99,0.0,TRY,3
1482918,8684846267425,6SMB10060TK,Pamuklu Aplikeli Köpekbalığı Baskılı 2'li Tişört ve Şort Seti,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,LACİVERT,18/24 Ay,659.99,659.99,0.0,TRY,81
1484604,8684846265179,6SMB10003TK,Pamuklu Kolsuz Kapşonlu 2'li Baskılı Üst ve Şort Seti,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,BEYAZ,24/36 Ay,699.99,699.99,0.0,TRY,105
1478631,8684846266879,6SMB10046TK,Pamuklu Nakış Detaylı Kısa Kollu Bisiklet Yaka Oversize Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,EKRU,4/5 Yaş,459.99,459.99,0.0,TRY,99
1484702,8684847595138,6SMB40010TD,Pamuklu Beli Lastikli Düğmeli Relax Fit Denim Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > DENIM > TROUSERS,ANTRASİT,12/18 Ay,859.99,859.99,0.0,TRY,0
1484313,8684846268224,6SMB40005TD,Pamuklu Beli Lastikli Normal Paça Denim Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > DENIM > TROUSERS,GRİ,24/36 Ay,799.99,799.99,0.0,TRY,32
1489433,8684848181897,6SMB40014TD,Pamuklu Cepli Rahat Kalıp Düğmeli Balon Form Denim Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > DENIM > TROUSERS,DARK INDIGO,4/5 Yaş,1199.99,1199.99,0.0,TRY,0
1482895,8684846265957,6SMB10022TK,Kısa Kollu Bisiklet Yaka Palmiye Baskılı Pamuklu Oversize Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,KAHVERENGİ DESENLİ,18/24 Ay,399.99,399.99,0.0,TRY,103
1497030,8684846268460,6SMB40009TK,Palmiyeli Desenli Beli Lastikli Pamuklu Şort,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SHORTS,KAHVERENGİ DESENLİ,12/18 Ay,359.99,359.99,0.0,TRY,95
1484279,8684847787021,6SMB30011TK,Bisiklet Yaka Kolsuz Araba Nakış Detaylı Pamuklu Atlet,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TANKTOPS,MAVİ,3/4 Yaş,259.99,259.99,0.0,TRY,29
1480032,8684847556696,6SMB40026TK,Pamuklu Bel Lastikli Cep Detaylı Basic Şort,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SHORTS,MAVİ,12/18 Ay,299.99,299.99,0.0,TRY,9
1496528,8684846266053,6SMB10024TK,Baskılı Kısa Kollu Bisiklet Yaka Pamuklu Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,BEYAZ,18/24 Ay,299.99,299.99,0.0,TRY,23
1485297,8684846266091,6SMB10026TK,Pamuklu Yengeç Nakış Detaylı Kısa Kollu Bisiklet Yaka Çizgili Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,EKRU ÇİZGİLİ,12/18 Ay,399.99,399.99,0.0,TRY,6
1504667,8684846495668,6SMB10056TK,Bisiklet Baskılı Kısa Kollu Bisiklet Yaka Pamuklu Çizgili Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,TURUNCU ÇİZGİLİ,9/12 Ay,399.99,399.99,0.0,TRY,10
1504625,8684846265346,6SMB10006TK,Pamuklu Kısa Kollu Bisiklet Yaka Baskılı Oversize Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,EKRU,3/4 Yaş,259.99,259.99,0.0,TRY,30
1498686,8684848182153,6SMB40064TK,Pamuklu Dokulu Beli Bağcıklı Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,LACİVERT,12/18 Ay,499.99,499.99,0.0,TRY,5
1504155,8684846477701,6SMB10066TK,Baskılı Kısa Kollu Bisiklet Yaka Pamuklu Tişört ve Şort Takımı - 2'li Set,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,EKRU,24/36 Ay,599.99,599.99,0.0,TRY,77
1499208,8684846266411,6SMB10037TK,Aslan Baskılı Kısa Kollu Bisiklet Yaka Tişört ve Şort Seti - 2'li Takım,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,MAVİ,24/36 Ay,499.99,499.99,0.0,TRY,273
1499093,8684847909904,6SMB10117TK,Pamuklu Kısa Kollu Bisiklet Yaka Baskılı Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,YEŞİL,12/18 Ay,399.99,399.99,0.0,TRY,0
1479242,8684846266640,6SMB10041TK,Kaplan Baskılı Kısa Kollu Bisiklet Yaka Pamuklu Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,KIRMIZI,3/4 Yaş,229.99,229.99,0.0,TRY,17
1506095,8684848734079,6SMB10157TK,Nakış Detaylı Kısa Kollu Bisiklet Yaka Pamuklu Oversize Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,EKRU,12/18 Ay,459.99,459.99,0.0,TRY,109
1485097,8684846266237,6SMB10028TK,Baskılı Kısa Kollu Bisiklet Yaka Pamuklu Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,BEYAZ,4/5 Yaş,299.99,299.99,0.0,TRY,21
1490669,8684846266978,6SMB10048TK,Pamuklu Bisiklet Yaka Kısa Kollu Araba Nakışlı Oversize Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,EKRU,24/36 Ay,359.99,359.99,0.0,TRY,54
1484305,8684846267258,6SMB10051TK,Bisiklet Yaka Kısa Kollu Pamuklu Baskılı Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,YEŞİL,12/18 Ay,299.99,299.99,0.0,TRY,16
1465588,8684846271729,6SMG10029AK,Pamuklu Fırfırlı Bisiklet Yaka Uzun Kollu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT LS,EKRU,18/24 Ay,559.99,559.99,0.0,TRY,67
1485789,8684848182559,6SMG10104AK,Pamuklu Ayıcık Baskılı Bisiklet Yaka Kısa Kollu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,EKRU,4/5 Yaş,259.99,259.99,0.0,TRY,5
1437367,8684758334833,6WMG40078AK,Pamuklu Desenli Beli Lastikli 3'lü Tayt Seti,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,PEMBE,24/36 Ay,749.99,749.99,0.0,TRY,47
1437368,8684758334895,6WMG40081AK,Desenli Beli Lastikli 3'lü Tayt Seti,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,SİYAH,24/36 Ay,799.99,799.99,0.0,TRY,36
1491577,8684846553580,6SMG20007AW,Uzun Kollu Cepli Kapşonlu Mevsimlik Mont,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > OUTERWEAR > JACKETS,PEMBE,18/24 Ay,1599.99,1599.99,0.0,TRY,0
1448510,8684846733531,6WMG10187AK,Fırfırlı Uzun Kollu Bisiklet Yaka Pamuklu Basic Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT LS,MAVİ,4/5 Yaş,399.99,399.99,0.0,TRY,0
1488641,8684847237298,6SMG60002AD,Pamuklu Uzun Kollu Fiyonk İşlemeli Cepli Denim Ceket,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > DENIM > JACKETS,LIGHT INDIGO,24/36 Ay,1299.99,1299.99,0.0,TRY,1
1490435,8684846268644,6SMB40017TK,Lastikli Paça Beli Bağcıklı Cepli Jogger Eşofman Altı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,BEJ,3/4 Yaş,499.99,499.99,0.0,TRY,14
1491175,8684846553474,6SMG20003AW,Uzun Kollu Bisiklet Yaka Cepli Mevsimlik Ceket,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > OUTERWEAR > JACKETS,PEMBE,24/36 Ay,1999.99,1999.99,0.0,TRY,5
1452244,8684846733470,6WMG10187AK,Fırfırlı Uzun Kollu Bisiklet Yaka Pamuklu Basic Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT LS,PEMBE,4/5 Yaş,399.99,399.99,0.0,TRY,67
1475354,8684846145037,6SMB40014TK,Beli Ayarlanabilir Lastikli Düğmeli Pamuklu Eşofman Altı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,ANTRASİT,12/18 Ay,499.99,499.99,0.0,TRY,6
1490434,8684847962527,6SMB40017TK,Lastikli Paça Beli Bağcıklı Cepli Jogger Eşofman Altı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,MAVİ,24/36 Ay,499.99,499.99,0.0,TRY,16
1349428,8684290539895,5SMB10061TK,Baskı Detaylı Bisiklet Yaka Kısa Kollu Pamuklu Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,BEYAZ,12/18 Ay,329.99,329.99,0.0,TRY,0
1489442,8684848013242,6SMB40055TK,Paçası Lastikli Cepli Beli Bağcıklı Eşofman Altı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,LACİVERT,12/18 Ay,499.99,499.99,0.0,TRY,0
1450897,8684632127537,6WMB20009TW,Dik Yaka Kolsuz Fermuarlı Cep Detaylı Şişme Yelek,Koton,KIDSWEAR > BABYBOY > BABYBOY > OUTERWEAR > VESTS ANORAK,YEŞİL,4/5 Yaş,1399.99,1399.99,0.0,TRY,74
1471577,8684846270678,6SMG10008AK,Pamuklu Uzun Kollu Etiket Detaylı Fırfırlı Bisiklet Yaka Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT LS,PEMBE,3/4 Yaş,399.99,399.99,0.0,TRY,0
1479253,8684846367781,6SMB10025TK,Pamuklu Kısa Kollu Bisiklet Yaka Tişört,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEATSHIRTS,EKRU ÇİZGİLİ,18/24 Ay,499.99,499.99,0.0,TRY,34
1482906,8684846368283,6SMG10019AK,Kısa Kollu Bisiklet Yaka Fiyonklu Pamuklu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,PEMBE,12/18 Ay,399.99,399.99,0.0,TRY,11
1342612,8684630353501,5WMG20023AK,Çiçek İşleme Detaylı Kolsuz Pamuklu Yelek,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > OUTERWEAR > VESTS,KAHVERENGİ,9/12 Ay,1049.99,1049.99,0.0,TRY,12
1450854,8684632370698,6WMG00012AW,Kapşonlu Uzun Kollu Cepli Şişme Mont,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > OUTERWEAR > COATS ANORAK,LİLA,3/4 Yaş,1999.99,1999.99,0.0,TRY,65
1485793,8684848537168,6SMB40072TK,Pamuklu Waffle Kumaş Cep Detaylı Oversize Eşofman Altı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,BEJ,3/4 Yaş,459.99,459.99,0.0,TRY,0
1465082,8684756360698,6WMG10029AK,Bisiklet Yaka Fırfır Detaylı Pamuklu Basic Uzun Kollu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT LS,PEMBE,24/36 Ay,259.99,259.99,0.0,TRY,22
1471329,8684846270753,6SMG10008AK,Pamuklu Uzun Kollu Etiket Detaylı Fırfırlı Bisiklet Yaka Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT LS,LİLA,9/12 Ay,399.99,399.99,0.0,TRY,10
1479794,8684846144979,6SMB40014TK,Beli Ayarlanabilir Lastikli Düğmeli Pamuklu Eşofman Altı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,BEJ,12/18 Ay,499.99,499.99,0.0,TRY,0
1494335,8684846270357,6SMG10002AK,Pamuklu Kısa Kollu Bisiklet Yaka Kalpli Ayıcık Baskılı Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,KIRMIZI,18/24 Ay,399.99,399.99,0.0,TRY,43
1489661,8684847962138,6SMB10110TK,Pamuklu Şardonlu Uzun Kollu Bisiklet Yaka Baskılı Oversize Sweatshirt,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEATSHIRTS,LACİVERT,9/12 Ay,599.99,599.99,0.0,TRY,55
1484368,8684846271903,6SMG10034AK,Kısa Kollu Bisiklet Yaka Çiçek Nakış Detaylı Pamuklu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,EKRU,18/24 Ay,359.99,359.99,0.0,TRY,63
1510374,8684846268347,6SMB40006TK,Beli Bağcıklı Regular Fit Pamuklu Şort,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SHORTS,ANTRASİT,3/4 Yaş,199.99,199.99,0.0,TRY,13
1363549,8684290722563,5SMG10033AK,Bağlama Detaylı Baskılı Bisiklet Yaka Kısa Kollu Pamuklu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,EKRU DESENLİ,12/18 Ay,379.99,379.99,0.0,TRY,51
1391540,8684631603117,5SMB10166TK,Cepli Düğme Detaylı Pamuklu Polo Yaka Kısa Şort Tulum,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > OVERALLS,HARDAL,9/12 Ay,999.99,999.99,0.0,TRY,3
1393833,8684756655718,5SMG10004AW,Bisiklet Yaka Kolsuz Kruvaze Yaka Kısa Tulum,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN BOTTOMS > OVERALLS,LİLA,12/18 Ay,999.99,999.99,0.0,TRY,17
1248883,8684286363640,4SMG80031AW,Elbise Fırfırlı Gipeli Çiçek İşlemeli Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN DRESSES > DRESSES,BEYAZ,3/4 Yaş,1149.99,1149.99,0.0,TRY,0
1484360,8684846270852,6SMG10010AK,Pamuklu Bisiklet Yaka Kısa Kollu Tavşan Baskılı Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,EKRU,3/4 Yaş,359.99,359.99,0.0,TRY,34
1484347,8684848012856,6SMB10125TK,Basketbol Baskılı Cep Detaylı Pamuklu Eşofman Takımı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SETS,BEJ,3/4 Yaş,529.99,529.99,0.0,TRY,2
1374837,8684290543601,5SMB40037TW,Pamuklu Beli Bağcıklı Cepli Basic Jogger Pantolon,Koton,KIDSWEAR > BABYBOY > BABYBOY > WOVEN BOTTOMS > TROUSERS,MAVİ,4/5 Yaş,699.99,699.99,0.0,TRY,0
1472253,8684846273747,6SMG80001AK,Kısa Kollu Bisiklet Yaka A Kesim Cepli Fiyonklu Elbise,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > DRESSES,BEYAZ,12/18 Ay,1099.99,1099.99,0.0,TRY,16
1268082,8684288301336,4SMG80114AW,Fistolu Elbise Askılı Kare Yaka,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN DRESSES > DRESSES,TURUNCU,12/18 Ay,1099.99,1099.99,0.0,TRY,17
1322904,8684291074647,5SMG10059AK,Basic Sweatshirt Uzun Kollu Bisiklet Yaka Kalp Detaylı Dokulu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SWEATSHIRTS,EKRU,18/24 Ay,399.99,399.99,0.0,TRY,31
1471711,8684756360636,6WMG10029AK,Bisiklet Yaka Fırfır Detaylı Pamuklu Basic Uzun Kollu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT LS,BEJ,24/36 Ay,259.99,259.99,0.0,TRY,39
