pk,sku,base_code,name,brand,category,color,size,regular_price,sale_price,discount_pct,currency,stock
71447,8682361469881,0YMG49307OK,Baskılı Tayt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,KAR MELANJ,12/18 Ay,439.99,439.99,0.0,TRY,0
71452,8682361470887,0YMG49321OK,Sim Detaylı Tayt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,PEMBE,24/36 Ay,439.99,439.99,0.0,TRY,0
78306,8681970439971,9YKG83330EW,Fırfır Detaylı Elbise,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN DRESSES > DRESSES,HARDAL DESENLİ,7/8 Yaş,919.99,919.99,0.0,TRY,1
78505,8682262984810,0YKG47006AW,İnce Dökümlü Dokulu Kumaştan Omzu Açık Askılı Kısa Şortlu Tulum,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN DRESSES > DRESSES,KIRMIZI,6/7 Yaş,919.99,919.99,0.0,TRY,0
78550,8682262985039,0YKG47006AW,İnce Dökümlü Dokulu Kumaştan Omzu Açık Askılı Kısa Şortlu Tulum,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN DRESSES > DRESSES,MAVİ,6/7 Yaş,919.99,919.99,0.0,TRY,0
78555,8682262985060,0YKG47006AW,İnce Dökümlü Dokulu Kumaştan Omzu Açık Askılı Kısa Şortlu Tulum,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN DRESSES > DRESSES,SİYAH,11/12 Yaş,919.99,919.99,0.0,TRY,0
78614,8682263026199,0YKG87030AK,Havlu İşlemeli Kapüşonlu Bol Kesim Kalın Sweatshirt Kumaşından Orta Boy Elbise,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > DRESSES,KIRMIZI,9/10 Yaş,719.99,719.99,0.0,TRY,0
80745,8682262710259,0YKG77432AK,Yanı Şeritli Beli Lastikli ve Kordonlu Esnek Kalın Kumaştan Etek,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SKIRTS,GRİ,7/8 Yaş,599.99,599.99,0.0,TRY,0
82033,8681974481457,9YKG87925OD,Cep Detaylı Jean Elbise,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > DENIM > DRESSES,ORTA İNDİGO,9/10 Yaş,999.99,999.99,0.0,TRY,0
84353,8681970544781,9YKG47744AW,Yılan Desenli Dökümlü Kumaştan Bol Kesim Beli Lastikli Kısa Şort,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN BOTTOMS > SHORTS,TURKUAZ DESENLİ,4/5 Yaş,879.99,879.99,0.0,TRY,1
89052,8681970569494,0KKG97428HT,Çizgili Triko Panço,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > KNITWEAR > PONCHO,GRİ,3/4 Yaş,659.99,659.99,0.0,TRY,1
96421,8683350227154,2SKG10044AK,Bağlama Detaylı Dokulu Kısa Kollu Tişört Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT SS,PEMBE,7/8 Yaş,379.99,379.99,0.0,TRY,1
96452,8682661720460,2YKG47898OK,Biker Tayt Basic Normal Bel Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > LEGGINGS,PEMBE,5/6 Yaş,379.99,379.99,0.0,TRY,0
97859,8681420308697,6YMG50000GA,Çoklu Mendil Seti,Koton,ACCESSORIES > FOOTWEAR > BABYGIRL > FOOTWEAR > SHOES,PEMBE,Tek Beden,299.99,299.99,0.0,TRY,2
103701,8681786173649,8YMG39139OK,Oyuk Yaka Atlet,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,YEŞİL,12/18 Ay,499.99,499.99,0.0,TRY,0
125034,8683351040707,2SAK80027FW,Yırtmaçlı Midi Elbise,Koton,TRENDS > PARTYWEAR > WOMEN > JERSEY > DRESSES,SİYAH,M,1799.99,1799.99,0.0,TRY,1
132268,8681974297881,9YKB66010GW,Desenli Gömlek Cep Detaylı,Koton,KIDSWEAR > BOYSWEAR > BOYS > WOVEN TOPS > SHIRTS SS,NANE YEŞİLİ,4/5 Yaş,719.99,719.99,0.0,TRY,0
134087,8681974512793,9YMB38235ZK,Yazılı Baskılı Atlet,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TANKTOPS,GRİ,12/18 Ay,239.99,239.99,0.0,TRY,0
147050,8681977942313,9KBB53000AA,Triko Atkı Yıldız Desenli,Koton,ACCESSORIES > ACCESSORIES > BOYS > ACCS TEXTILE > SCARFS,KIRMIZI,Tek Beden,439.99,439.99,0.0,TRY,4
156330,8682363604730,1YKB16038OK,Dinozor Baskılı Uzun Kollu Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT LS,AÇIK İNDİGO,11/12 Yaş,439.99,439.99,0.0,TRY,0
156372,8682660900894,1YKB16587OK,Basketbol Baskılı Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,ANTRASİT,3/4 Yaş,239.99,239.99,0.0,TRY,0
156423,8682363628385,1YKB16994OK,Yazılı Tişört Kısa Kollu Biisiklet Yaka Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,SİYAH,11/12 Yaş,239.99,239.99,0.0,TRY,0
156642,8682659657549,1YKG37507OK,Pamuklu Atlet,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TANKTOPS,LACİVERT,4/5 Yaş,199.99,199.99,0.0,TRY,0
156669,8682363676577,1YKG47260OK,Basic Şort Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SHORTS,GRİ,11/12 Yaş,319.99,319.99,0.0,TRY,0
156777,8682659782135,1YKG87669AW,Balon Kol Elbise Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN DRESSES > DRESSES,SARI,3/4 Yaş,919.99,919.99,0.0,TRY,0
157059,8682363715986,1YMG19477OK,Yazılı Baskılı Pamuklu Bisiklet Yaka Uzun Kollu Sweatshirt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SWEATSHIRTS,LİLA,18/24 Ay,529.99,529.99,0.0,TRY,0
157091,8682659987837,1YMG39224OK,Baskılı Atlet Pamuklu Fırfırlı,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,EKRU,9/12 Ay,499.99,499.99,0.0,TRY,0
157106,8682660198611,1YMG49692AK,Baskılı Şort Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SHORTS,PEMBE,12/18 Ay,319.99,319.99,0.0,TRY,0
159602,8682262371047,0YKB16620TK,Pamuklu Baskılı Kısa Kollu Bisiklet Yaka Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,GRİ,6/7 Yaş,239.99,239.99,0.0,TRY,0
161126,8682660050087,1YKB16449TK,Karanlıkta Parlayan Baskılı Tişört Bisiklet Yaka Kısa Kollu Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,BEYAZ,5/6 Yaş,239.99,239.99,0.0,TRY,0
162232,8683350241693,2SKG80009AK,Çiçekli Çizgili Kolsuz Elbise Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > DRESSES,PINK STRIPE,5/6 Yaş,719.99,719.99,0.0,TRY,0
162352,8682363744948,1YKB16053OK,Baskılı Tişört Pamuklu Bisiklet Yaka Kısa Kollu,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,SAKS MAVİSİ,4/5 Yaş,239.99,239.99,0.0,TRY,0
162375,8682659529754,1YKG17555AK,Space Jam  Tişört Lisanslı Baskılı Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT SS,KIRIK BEYAZ,11/12 Yaş,379.99,379.99,0.0,TRY,0
162681,8683351032559,2SKB40134TK,Sörf Baskılı Şort Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,SAKS MAVİSİ,4/5 Yaş,409.99,409.99,0.0,TRY,0
162925,8683350233513,2SKG40001AK,Şort Pamuklu Beli Bağcıklı Flamingo Baskılı,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SHORTS,LACİVERT,3/4 Yaş,379.99,379.99,0.0,TRY,1
163802,8683350265378,2SMG80007AK,Elbise Çilek Baskılı Fırfırlı Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > DRESSES,EKRU ÇİZGİLİ,6/9 Ay,599.99,599.99,0.0,TRY,0
164120,8682363699071,1YKG87191OD,Düğmeli Elbise Pamuklu Askılı Cepli,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > DENIM > DRESSES,HAKİ,4/5 Yaş,999.99,999.99,0.0,TRY,0
164242,8682363721369,1YMG69534ZW,İşlemeli Elbise Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN DRESSES > DRESSES,BEYAZ,12/18 Ay,839.99,839.99,0.0,TRY,0
166372,8682363748663,1YKB46656TK,Pamuklu Şort,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,SAKS MAVİSİ,2/3 Yaş,279.99,279.99,0.0,TRY,0
168490,8682363621003,1YKB16440OK,Yazılı Tişört Pamuklu Kısa Kollu Bisiklet Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,BEYAZ,9/10 Yaş,239.99,239.99,0.0,TRY,0
168796,8682660154761,1YKG77739AW,Çiçekli Etek Katlı Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN BOTTOMS > SKIRTS,PEMBE DESENLİ,4/5 Yaş,839.99,839.99,0.0,TRY,1
171384,8682262421520,0YKB46110OW,Basic Beli Kordonlu ve Lastikli Rahat Kesim Jean Şort,Koton,KIDSWEAR > BOYSWEAR > BOYS > DENIM > SHORTS,SİYAH,9/10 Yaş,919.99,919.99,0.0,TRY,0
171464,8682260090582,0YKB18504OK,Pamuklu Düğmeli Yaka Düğmeli Cepli Kısa Kollu Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,NANE YEŞİLİ,6/7 Yaş,239.99,239.99,0.0,TRY,0
173412,8683351128931,2SKB10156TK,Müzik Temalı Slogan Baskılı Kapşonlu Sweatshirt Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SWEATSHIRTS,DARK INDIGO,11/12 Yaş,679.99,679.99,0.0,TRY,0
175675,8682661341917,2YKG47332OW,Geniş Paça Baskılı Pantolon,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN BOTTOMS > TROUSERS,SİYAH DESENLİ,2/3 Yaş,999.99,999.99,0.0,TRY,0
176737,8682260081597,0YKB16287OK,Polo Yaka Pamuklu Düğmeli Çizgi Detaylı Nakışlı Kısa Kollu Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS POLO,GRİ,11/12 Yaş,439.99,439.99,0.0,TRY,0
179676,8682363617792,1YKB16253OK,Yazılı Tişört Kısa Kollu Pamuklu Bisiklet Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,KIRIK BEYAZ,6/7 Yaş,239.99,239.99,0.0,TRY,1
182950,8682659986236,1YMG19465OK,Kolları Fırfırlı Pamuklu Tişört Unicorn Baskılı,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,PEMBE,0/3 Ay,499.99,499.99,0.0,TRY,1
184139,8683350211047,2SKB40015TK,Grafiti Baskılı Şort Pamuklu Beli Bağcıklı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,BEYAZ DESENLİ,4/5 Yaş,409.99,409.99,0.0,TRY,0
184452,8683350703580,2SKG30006AK,Slogan Baskılı Crop Spor Atlet,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TANKTOPS,NEON SARI,4/5 Yaş,449.99,449.99,0.0,TRY,0
184522,8683350231540,2SKG30012AK,Unicorn Baskılı Püsküllü Atlet Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TANKTOPS,PEMBE,5/6 Yaş,449.99,449.99,0.0,TRY,0
185029,8682661329076,2YKB48165OK,Basic Şort Beli Bağcıklı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,HAKİ,4/5 Yaş,409.99,409.99,0.0,TRY,0
185659,8683351257228,2SKG40133AK,Basic Midi Şort,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SHORTS,YEŞİL,4/5 Yaş,409.99,409.99,0.0,TRY,0
189878,8682660901068,1YKB16589OK,Baskılı Tişört Kısa Kollu Bisiklet Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,ANTRASİT,11/12 Yaş,239.99,239.99,0.0,TRY,0
190375,8682363721154,1YMG49993OK,Pamuklu Baskılı Eşofman Altı,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SWEAT BOTTOMS,LİLA,12/18 Ay,529.99,529.99,0.0,TRY,1
191985,8682659914994,1YAM13203SK,Baskılı Tişört Pamuklu,Koton,MENSWEAR > MENSWEAR > MEN > JERSEY > TSHIRT SS,SİYAH,M,399.99,399.99,0.0,TRY,0
193680,8682363751663,1YMB18042OK,Yazılı Baskılı Tişört Bisiklet Yaka Pamuklu,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,MERCAN DESENLİ,24/36 Ay,199.99,199.99,0.0,TRY,0
193869,8683351075587,2SKG40063AW,Geniş Paça Jogger Pantolon Beli Bağcıklı,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN BOTTOMS > TROUSERS,KIRIK BEYAZ,3/4 Yaş,999.99,999.99,0.0,TRY,0
193897,8683350235074,2SKG40006AW,Pötikare Desenli Şort Kemerli,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN BOTTOMS > SHORTS,MAVİ EKOSE,7/8 Yaş,879.99,879.99,0.0,TRY,0
194494,8683350214239,2SKB40030TK,Basic Şort Beli Bağcıklı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,SİYAH,4/5 Yaş,409.99,409.99,0.0,TRY,0
194785,8683350218008,2SKB40057TK,Yaprak Baskılı Şort Pamuklu Beli Bağcıklı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,YEŞİL DESENLİ,3/4 Yaş,409.99,409.99,0.0,TRY,1
194891,8682661328659,2YKB48165OK,Basic Şort Beli Bağcıklı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,TURUNCU,6/7 Yaş,409.99,409.99,0.0,TRY,0
194970,8683350299953,2SKB40008TK,Tropik Baskılı Şort Beli Bağlamalı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,GRİ DESENLİ,3/4 Yaş,409.99,409.99,0.0,TRY,0
197024,8682361118529,0YKB16397TK,Atatürk Baskılı Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,BEYAZ,5/6 Yaş,239.99,239.99,0.0,TRY,1
198150,8682363705550,1YMB16199OK,Kısa Kollu Tişört Pamuklu Baskılı Bisiklet Yaka,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TSHIRT SS,INDIGO DESENLİ,18/24 Ay,279.99,279.99,0.0,TRY,0
199631,8682363620761,1YKB16438OK,Yazılı Tişört Bisiklet Yaka Kısa Kollu Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,FISTIK YEŞİLİ,6/7 Yaş,239.99,239.99,0.0,TRY,1
199677,8682363628828,1YKB16996OK,Baskılı Tişört Pamuklu Bisiklet Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,SARI,11/12 Yaş,239.99,239.99,0.0,TRY,0
199739,8682363647171,1YKB66293OW,Kısa Kollu Gömlek Baskılı Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > WOVEN TOPS > SHIRTS SS,PEMBE DESENLİ,3/4 Yaş,719.99,719.99,0.0,TRY,0
201328,8682660176251,1YAL28084IW,Çiçekli Etek Mini,Koton,OLE > OLE > TEENAGE > WOVEN BOTTOMS > SKIRTS,LİLA DESENLİ,36,1199.99,1199.99,0.0,TRY,13
202907,8682262573540,0YKB66502TW,Desenli Gömlek,Koton,KIDSWEAR > BOYSWEAR > BOYS > WOVEN TOPS > SHIRTS SS,YEŞİL DESENLİ,5/6 Yaş,719.99,719.99,0.0,TRY,0
203084,8682262347905,0YKB16191OK,Baskılı Pamuklu Düğmeli Polo Yaka Ribanalı Kısa Kollu Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS POLO,YEŞİL DESENLİ,4/5 Yaş,439.99,439.99,0.0,TRY,1
207414,8682262361925,0YKB16305OK,Slogan Baskılı Pamuklu Kısa Kollu Bisiklet Yaka Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,BEYAZ,7/8 Yaş,239.99,239.99,0.0,TRY,0
212156,8682661372966,2YMG19396OK,Çizgili Kısa Kollu Tişört,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,BEYAZ ÇİZGİLİ,6/9 Ay,199.99,199.99,0.0,TRY,1
212323,8682262342061,0YKB16055OK,Baskılı Pamuklu Kısa Kollu Bisiklet Yaka Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,BEYAZ,3/4 Yaş,239.99,239.99,0.0,TRY,0
213581,8683350235463,2SKG40009AK,Yaz Temalı Çiçek Baskılı Şort,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SHORTS,SARI DESENLİ,3/4 Yaş,479.99,479.99,0.0,TRY,0
214172,8683350198454,2SKB10104TK,Baskılı Kanguru Cepli Kısa Kollu Sweatshirt,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SWEATSHIRTS,GRİ,11/12 Yaş,679.99,679.99,0.0,TRY,0
214873,8683350226812,2SKG10040AK,LOL Baskılı Belden Bağlamalı Lisanslı Tişört Bisiklet Yaka Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT SS,BEYAZ,11/12 Yaş,379.99,379.99,0.0,TRY,0
216163,8682363663478,1YKG17378GK,Baskılı Tişört Pamuklu Kısa Kollu Pullu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT SS,PEMBE,5/6 Yaş,379.99,379.99,0.0,TRY,0
217063,8682262726007,0YMB38214ZK,Yazılı Baskılı Atlet,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TANKTOPS,AÇIK İNDİGO,24/36 Ay,239.99,239.99,0.0,TRY,0
217299,8682260204729,0YKG17068OK,Basic Yumuşak Pamuklu Bisiklet Yaka Kısa Kollu Tişört,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT SS,PEMBE,11/12 Yaş,239.99,239.99,0.0,TRY,0
217485,8683350583014,2SMB10105TK,Hayvan Baskılı Kolsuz Kanguru Cepli Kapüşonlu Sweatshirt Pamuklu,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEATSHIRTS,TURUNCU,12/18 Ay,479.99,479.99,0.0,TRY,0
218552,8682363628682,1YKB16995OK,Baskılı Tişört Pamuklu Kısa Kollu Bisiklet Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,SİYAH,6/7 Yaş,239.99,239.99,0.0,TRY,0
222593,8683350972559,2SKB40012TK,Basic Şort Beli Bağcıklı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,TURUNCU,4/5 Yaş,409.99,409.99,0.0,TRY,0
223017,8683351847474,2SAK40230UW,Rahat Kesim Cepli Kemerli Şort,Koton,CITY FASHION > BUSINESS > WOMEN > WOVEN BOTTOMS > SHORTS,BEJ,34,1199.99,1199.99,0.0,TRY,0
223325,8683350200973,2SKB10126TK,Baskılı Kısa Kollu Sweatshirt Pamuklu Bisiklet Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SWEATSHIRTS,EKRU,11/12 Yaş,679.99,679.99,0.0,TRY,1
223881,8682363698845,1YKG87155OK,Çizgili Elbise Bisiklet Yaka Pamuklu Çiçek Detaylı,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > DRESSES,FUŞYA ÇİZGİLİ,3/4 Yaş,719.99,719.99,0.0,TRY,0
223914,8683351002033,2SAK50024EK,Kapüşonlu Kısa Kollu Crop Sweatshirt,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > TSHIRT SS,LİLA,M,479.99,479.99,0.0,TRY,3
227352,8682363666738,1YKG17538OK,Baskılı Atlet Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TANKTOPS,KIRIK BEYAZ,4/5 Yaş,199.99,199.99,0.0,TRY,0
230166,8682661329328,2YKB66135OW,Baskılı Papyonlu Uzun Kollu Gömlek Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > WOVEN TOPS > SHIRTS LS,BEYAZ DESENLİ,7/8 Yaş,849.99,849.99,0.0,TRY,0
231258,8682262572116,0YKB66293OW,Desenli Gömlek Kısa Kollu,Koton,KIDSWEAR > BOYSWEAR > BOYS > WOVEN TOPS > SHIRTS SS,PEMBE DESENLİ,5/6 Yaş,719.99,719.99,0.0,TRY,0
231524,8682262593630,0YKG37622OK,Pamuklu Yumuşak Kumaştan Simli Baskılı Kalın Askılı Atlet,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TANKTOPS,BEYAZ,2/3 Yaş,239.99,239.99,0.0,TRY,0
231852,8683350210736,2SKB40014TK,Çizgili Bağcıklı Şort,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,AÇIK İNDİGO,3/4 Yaş,409.99,409.99,0.0,TRY,0
232271,8682363698777,1YKG87155OK,Çizgili Elbise Bisiklet Yaka Pamuklu Çiçek Detaylı,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > DRESSES,LACİVERT ÇİZGİLİ,7/8 Yaş,719.99,719.99,0.0,TRY,1
233411,8682262796765,0YMG39185OK,Cep Detaylı Atlet,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,TURUNCU,0/3 Ay,499.99,499.99,0.0,TRY,2
233745,8682262802244,0YMG49782OK,Baskılı Şort,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SHORTS,FUŞYA,0/3 Ay,319.99,319.99,0.0,TRY,0
238714,8682262731643,0YMB48712ZW,İşlemeli Şort,Koton,KIDSWEAR > BABYBOY > BABYBOY > WOVEN BOTTOMS > SHORTS,MERCAN,0/3 Ay,679.99,679.99,0.0,TRY,0
238918,8683351922225,2SAK10414EK,Crop Atlet Pencere Detaylı Bisiklet Yaka Pamuklu,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > TANKTOPS,PEMBE,S,549.99,549.99,0.0,TRY,0
240430,8683350216424,2SKB40046TK,Basic Şort Beli Bağcıklı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,TURUNCU,4/5 Yaş,409.99,409.99,0.0,TRY,0
240709,8683350227192,2SKG10045AK,Minnie Mouse Lisanslı Baskılı Tişört Pullu Payetli,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT SS,EKRU,4/5 Yaş,399.99,399.99,0.0,TRY,0
241460,8682363636687,1YKB46139OD,Belden Bağlamalı Şort Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > DENIM > SHORTS,ORTA İNDİGO,3/4 Yaş,999.99,999.99,0.0,TRY,0
243974,8682658489172,1YKB46223OK,Belden Bağlamalı Şort Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SHORTS,ANTRASİT,11/12 Yaş,279.99,279.99,0.0,TRY,0
244110,8682659882699,1YKG47685AK,Baskılı Şort Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SHORTS,TURKUAZ,7/8 Yaş,379.99,379.99,0.0,TRY,0
244290,8682659511841,1YMG19330AK,Baskılı Tişört Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TSHIRT SS,AÇIK İNDİGO,12/18 Ay,279.99,279.99,0.0,TRY,0
245825,8682262300924,0YKB16005OK,Baskılı Pamuklu Kısa Kollu Bisiklet Yaka Tişört,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS,TURUNCU,11/12 Yaş,239.99,239.99,0.0,TRY,0
247702,8683351846996,2SAK40071CW,İspanyol Paça Pantolon,Koton,CITY FASHION > CITY FASHION > WOMEN > WOVEN BOTTOMS > TROUSERS,KIRIK BEYAZ,36,1199.99,1199.99,0.0,TRY,0
