title,price
YAP.HARCI CermiX Fixer (GRİ) 25 kg,350.0
YAP.HARCI CermiX PLUS Porcelen BEYAZ 25kg,625.0
YAP.HARCI CermiX PLUS Porcelen GRİ  25kg ###,525.0
YAP.HARCI CermiX FLEXY BEYAZ 25kg,500.0
YAP.HARCI CermiX FLEXY GRİ 25kg,450.0
YAP. HARCI Ar 300 Multimortel HIZLI YAP. GRİ 25 kg,1200.0
YAP.HARCI Tecnoflex BEYAZ 1054 25 kg,895.0
YAP.HARCI Tecnoflex GRİ 1054 25 kg,795.0
MEGA EPOXY D501 DERZ RG BEYAZ 5/1,2750.0
MEGA EPOXY D501 DERZ RG GRİ 5/1,2750.0
MEGA VİSCOFİLM ASTAR PEMBE 3kg,750.0
MEGA İZO LASTİK-5 HAZIR İZOLASYON 5kg,750.0
MEGA İZO LASTİK - 3 (Spray) 500ml,175.0
MEGA FİLM BRÜT BETON PEMBE ASTAR 12kg,750.0
MEGA İZOLASTİK-7 Yarı Elast. İzolasyon (SET) 20+6=26kg,1150.0
CAM TUĞLA DERZ ARTISI 10 mm,9.9
KALEKİM Ultra Fuga KAKAO  20 kg,1850.0
KALEKİM Ultra Fuga SÜTLÜ KAHVE  5 kg,350.0
KALEKİM Ultra Fuga NEVŞEHİR BEJ 5 kg,320.0
KALEKİM Ultra Fuga AVANOS BEJ  5 kg,320.0
KALEKİM Ultra Fuga ULUDAĞ GRİ  20 kg,930.0
KALEKİM Ultra Fuga KAPADOKYA BEJ 5 kg,310.0
KALEKİM Ultra Fuga BEYAZ  20 kg,710.0
KALEKİM Ultra Fuga BEYAZ 5 kg,310.0
CERMiX PROOF FF PLUS TAM ELAS.İZO.SET 20+10=30kg,2500.0
VMEGA CLEAN DERZ TEMİZLEYİCİ (Spray) 500 ml,275.0
KALEKİM DOLGU ASTARI 4506 3 kg,750.0
MEGA İZOLASTİK-10 Tam Elast.İzolasyon (SET) 20+10=30kg,2250.0
YAP.HARCI Megafix GRİ KÜTAHYA 25 kg *****,325.0
YAP.HARCI Megaflex Granit GRİ KÜTAHYA 25 kg,550.0
YAP.HARCI Megaflex Granit BEYAZ KÜTAHYA 25 kg,650.0
YAP.HARCI Megafix BEYAZ KÜTAHYA  25 kg,450.0
YAP.HARCI CermiX Fixer (GRİ) 25 kg,350.0
YAP.HARCI CermiX PLUS Porcelen BEYAZ 25kg,625.0
YAP.HARCI CermiX PLUS Porcelen GRİ  25kg ###,525.0
YAP.HARCI CermiX FLEXY BEYAZ 25kg,500.0
YAP.HARCI CermiX FLEXY GRİ 25kg,450.0
YAP. HARCI Ar 300 Multimortel HIZLI YAP. GRİ 25 kg,1200.0
YAP.HARCI Tecnoflex BEYAZ 1054 25 kg,895.0
YAP.HARCI Tecnoflex GRİ 1054 25 kg,795.0
MEGA EPOXY D501 DERZ RG BEYAZ 5/1,2750.0
MEGA EPOXY D501 DERZ RG GRİ 5/1,2750.0
MEGA VİSCOFİLM ASTAR PEMBE 3kg,750.0
MEGA İZO LASTİK-5 HAZIR İZOLASYON 5kg,750.0
MEGA İZO LASTİK - 3 (Spray) 500ml,175.0
MEGA FİLM BRÜT BETON PEMBE ASTAR 12kg,750.0
MEGA İZOLASTİK-7 Yarı Elast. İzolasyon (SET) 20+6=26kg,1150.0
CAM TUĞLA DERZ ARTISI 10 mm,9.9
KALEKİM Ultra Fuga KAKAO  20 kg,1850.0
KALEKİM Ultra Fuga SÜTLÜ KAHVE  5 kg,350.0
KALEKİM Ultra Fuga NEVŞEHİR BEJ 5 kg,320.0
KALEKİM Ultra Fuga AVANOS BEJ  5 kg,320.0
KALEKİM Ultra Fuga ULUDAĞ GRİ  20 kg,930.0
KALEKİM Ultra Fuga KAPADOKYA BEJ 5 kg,310.0
KALEKİM Ultra Fuga BEYAZ  20 kg,710.0
KALEKİM Ultra Fuga BEYAZ 5 kg,310.0
CERMiX PROOF FF PLUS TAM ELAS.İZO.SET 20+10=30kg,2500.0
VMEGA CLEAN DERZ TEMİZLEYİCİ (Spray) 500 ml,275.0
KALEKİM DOLGU ASTARI 4506 3 kg,750.0
MEGA İZOLASTİK-10 Tam Elast.İzolasyon (SET) 20+10=30kg,2250.0
YAP.HARCI Megafix GRİ KÜTAHYA 25 kg *****,325.0
YAP.HARCI Megaflex Granit GRİ KÜTAHYA 25 kg,550.0
YAP.HARCI Megaflex Granit BEYAZ KÜTAHYA 25 kg,650.0
YAP.HARCI Megafix BEYAZ KÜTAHYA  25 kg,450.0
VİTRA İSTANBUL ENT. LAVABO 60cm + Pik Döküm Byz Seramik Tapalı SİFON,4990.0
TURKUAZ YUMURCAK LAV.+YARIM AY. 35x45 cm,3650.0
"TURKUAZ BED.ENG.LAVABO 60x49,5 cm",3090.0
DEKOR BED.ENG.TUT.BARI HARK. 76cm (U) SS 304,3125.0
TURKUAZ LİLA Bed.Engelli Klozet + İç Tkm + Kapak Set,14270.0
DEKOR BED.ENG.TUT.BARI 74cm (L) SS 304,2950.0
TURKUAZ BELLA DTD.KLZ.+REZ+İÇ TK.+SOFT KAPAK,8990.0
SV.PETİTE ASMA KLOZET + SOFT KAPAK,3755.0
VİTRA 4201 VİTRA ESPACE ASMA KLOZET2,4210.0
SV.NATURA PLUS ASMA KLOZET 1.,3445.0
IDEA Klozet 555+(Rez.-122)+(Smart Kpk-032)+(İçTkm-044),11990.0
İDA KLOZET + REZ. ALTTAN 65cm,2950.0
MOOD Klozet 397+(Rez.-098)+(Smart Kpk-038)+(İçTkm-044),10990.0
SV.NATURA KLOZET + REZ.ALTTAN 1.,2950.0
TURKUAZ YUMURCAK KL.+RZ.+KP.+İÇ TK. ALT.,10180.0
IDEA 2.0 Smart Asma Klozet + Smart Kapak (032),8990.0
MOOD 2.0 Smart Asma Klozet + Smart Kapak (038),7990.0
VİTRA İSTANBUL ENT. LAVABO 60cm + Pik Döküm Byz Seramik Tapalı SİFON,4990.0
TURKUAZ YUMURCAK LAV.+YARIM AY. 35x45 cm,3650.0
"TURKUAZ BED.ENG.LAVABO 60x49,5 cm",3090.0
DEKOR BED.ENG.TUT.BARI HARK. 76cm (U) SS 304,3125.0
TURKUAZ LİLA Bed.Engelli Klozet + İç Tkm + Kapak Set,14270.0
DEKOR BED.ENG.TUT.BARI 74cm (L) SS 304,2950.0
TURKUAZ BELLA DTD.KLZ.+REZ+İÇ TK.+SOFT KAPAK,8990.0
SV.PETİTE ASMA KLOZET + SOFT KAPAK,3755.0
VİTRA 4201 VİTRA ESPACE ASMA KLOZET2,4210.0
SV.NATURA PLUS ASMA KLOZET 1.,3445.0
IDEA Klozet 555+(Rez.-122)+(Smart Kpk-032)+(İçTkm-044),11990.0
İDA KLOZET + REZ. ALTTAN 65cm,2950.0
MOOD Klozet 397+(Rez.-098)+(Smart Kpk-038)+(İçTkm-044),10990.0
SV.NATURA KLOZET + REZ.ALTTAN 1.,2950.0
TURKUAZ YUMURCAK KL.+RZ.+KP.+İÇ TK. ALT.,10180.0
IDEA 2.0 Smart Asma Klozet + Smart Kapak (032),8990.0
MOOD 2.0 Smart Asma Klozet + Smart Kapak (038),7990.0
ARTEMA AquaControl Round Ank. Termostatik Oval (49328),27900.0
ARTEMA AquaControl Square Ank. Termostatik (KARE),29900.0
ECA NİTA (Tıera) 7'li ANK. BANYO BAT. SETİ - 3 Yollu Yön.,22525.0
ARTEMA ROOT Round Ankastre Banyo Seti Mat Siyah (6Parça),34900.0
FİNLANDİYA BORDİGLİO KURNA,11300.0
OSMANLI MUSLUĞU ESKİTME,5390.0
ROCA CARELİA ANK.BANYO BAT.SETİ 5li (Kare),12500.0
ROCA ESTREİA ANK. BANYO BAT. SETİ 5li (Oval),11500.0
ANKASTRE STOP VALF MAXİMAL Siyah,1260.0
DOMINO LAVABO BATARYASI SİYAH,4150.0
DREAM LAVABO KISA KUĞU LUX,2590.0
DOMINO ÇANAK TİPİ LAVABO BAT. SİYAH,5090.0
DOMINO LAVABO BATARYASI,3090.0
DOMINO DÖNERLİ LAVABO BATARYASI,3590.0
ECA LUNA LAVABO BAT. ALTIN,10890.0
ECA NIOBE LAVABO BATARYASI,4190.0
ECA VERA LAVABO BATARYASI,4190.0
DREAM EVYE UZUN KUĞU LUX,2590.0
NEWART EVYE BAT.,3060.0
ECA NIOBE EVİYE BATARYASI,5790.0
ECA SPİL EVYE BATARYASI KROM,5190.0
ECA LUNA BANYO BAT. ALTIN,13790.0
ECA NIOBE BANYO BATARYASI,5990.0
ECA STAR BANYO BATARYASI,6750.0
MINLINE SÜRGÜLÜ ÜST TKM 3F.,890.0
ECA TİERA BANYO ÜST TKM SÜRGÜLÜ F.,11090.0
ECA NİTA BANYO SÜRGÜLÜ ÜST TAKIM (3F.),2750.0
ECA SARI REKOR 1/2,175.0
ECA ANKASTRE ARA KESME VALF 1/2,1790.0
ECA PINAR UZUN MUSLUK,1650.0
ECA PINAR KISA MUSLUK,975.0
ECA ARA MUSLUK FİLTRELİ,600.0
ECA ÇAMAŞIR MAK.MUSLUK,590.0
ECA ARA / TAHARET ASTRO MUSLUK,1450.0
ECA ASTRO KLOZET MUSLUK 1/2,1990.0
SUKAR LİNE/3/G 60 cm SLOT IZG. 237 6022-01,495.0
ARTEMA AquaControl Round Ank. Termostatik Oval (49328),27900.0
ARTEMA AquaControl Square Ank. Termostatik (KARE),29900.0
ECA NİTA (Tıera) 7'li ANK. BANYO BAT. SETİ - 3 Yollu Yön.,22525.0
ARTEMA ROOT Round Ankastre Banyo Seti Mat Siyah (6Parça),34900.0
FİNLANDİYA BORDİGLİO KURNA,11300.0
OSMANLI MUSLUĞU ESKİTME,5390.0
ROCA CARELİA ANK.BANYO BAT.SETİ 5li (Kare),12500.0
ROCA ESTREİA ANK. BANYO BAT. SETİ 5li (Oval),11500.0
ANKASTRE STOP VALF MAXİMAL Siyah,1260.0
DOMINO LAVABO BATARYASI SİYAH,4150.0
DREAM LAVABO KISA KUĞU LUX,2590.0
DOMINO ÇANAK TİPİ LAVABO BAT. SİYAH,5090.0
DOMINO LAVABO BATARYASI,3090.0
DOMINO DÖNERLİ LAVABO BATARYASI,3590.0
ECA LUNA LAVABO BAT. ALTIN,10890.0
ECA NIOBE LAVABO BATARYASI,4190.0
ECA VERA LAVABO BATARYASI,4190.0
DREAM EVYE UZUN KUĞU LUX,2590.0
NEWART EVYE BAT.,3060.0
ECA NIOBE EVİYE BATARYASI,5790.0
ECA SPİL EVYE BATARYASI KROM,5190.0
ECA LUNA BANYO BAT. ALTIN,13790.0
ECA NIOBE BANYO BATARYASI,5990.0
ECA STAR BANYO BATARYASI,6750.0
MINLINE SÜRGÜLÜ ÜST TKM 3F.,890.0
ECA TİERA BANYO ÜST TKM SÜRGÜLÜ F.,11090.0
ECA NİTA BANYO SÜRGÜLÜ ÜST TAKIM (3F.),2750.0
ECA SARI REKOR 1/2,175.0
ECA ANKASTRE ARA KESME VALF 1/2,1790.0
ECA PINAR UZUN MUSLUK,1650.0
ECA PINAR KISA MUSLUK,975.0
ECA ARA MUSLUK FİLTRELİ,600.0
ECA ÇAMAŞIR MAK.MUSLUK,590.0
ECA ARA / TAHARET ASTRO MUSLUK,1450.0
ECA ASTRO KLOZET MUSLUK 1/2,1990.0
SUKAR LİNE/3/G 60 cm SLOT IZG. 237 6022-01,495.0
