ID,SKU,Product Name,Category,Price (TL),URL
9768,DREMEL.26150401JA,Dremel 401 Parlatma Mandren Mili (414-422-429 için) 3'lü Paket,Dremel Mandrenler,"280,80",https://www.nalburcuk.com/urun/dremel-401-parlatma-mandren-mili-414-422-429-icin-3lu-paket
9769,DREMEL.26157103JA,Dremel 7103 Elmas Kaplı Taşlama Cama Yazı Yazmak için 2'li Paket,Dremel Freze Uçları,"921,02",https://www.nalburcuk.com/urun/dremel-7103-elmas-kapli-taslama-cama-yazi-yazmak-icin-2li-paket
9770,DREMEL.26150636JA,Dremel 636 Ahşap Delici Matkap Uç Seti 4 Parça,Dremel Mandrenler,"702,00",https://www.nalburcuk.com/urun/dremel-636-ahsap-delici-matkap-uc-seti-4-parca
9771,DREMEL.2615062832,Dremel 628 Hassas Delici Matkap Uç Seti 7 Parça,Dremel Mandrenler,"505,44",https://www.nalburcuk.com/urun/dremel-628-hassas-delici-matkap-uc-seti-7-parca
9772,DREMEL.2615GG11JA,Dremel GG11 11 mm Yüksek Isı için Tutkal Çubuğu 12'li Paket,Dremel Tutkal Çubukları,"505,44",https://www.nalburcuk.com/urun/dremel-gg11-11-mm-yuksek-isi-icin-tutkal-cubugu-12li-paket
9773,DREMEL.2615S456JD,Dremel SC456B SpeedClic Kesme Diski 38 mm 12'li Paket,Dremel Kesici Grubu,"1.235,52",https://www.nalburcuk.com/urun/dremel-sc456b-speedclic-kesme-diski-38mm-12li-paket
9774,DREMEL.26157134JA,Dremel 7134 Elmas Kaplamalı Taşlama Zımpara Uç 2 mm 2'li Paket,Dremel Taşlama-Bileme Grubu,"921,02",https://www.nalburcuk.com/urun/dremel-7134-elmas-kaplamali-taslama-zimpara-uc-2-mm-2li-paket
9775,DREMEL.26157144JA,Dremel 7144 Elmas Kaplamalı Taşlama Zımpara Uç 2.4 mm 2'li Paket,Dremel Taşlama-Bileme Grubu,"921,02",https://www.nalburcuk.com/urun/dremel-7144-elmas-kaplamali-taslama-zimpara-uc-2-4-mm-2li-paket
9776,DREMEL.26150546JB,Dremel 546 Minyatür Daire Testere Bıçağı 31.8 mm 2'li Paket,Dremel Testere Yedekleri,"645,84",https://www.nalburcuk.com/urun/dremel-546-minyatur-daire-testere-bicagi-31-8-mm-2li-paket
9777,DREMEL.2615S456JC,Dremel SC456 SpeedClic Kesme Diski 38 mm 5'li Paket,Dremel Kesici Grubu,"842,40",https://www.nalburcuk.com/urun/dremel-sc456-speedclic-kesme-diski-38-mm-5li-paket
9778,DREMEL.26150114JA,Dremel 114 Yüksek Hızlı Kesici 7.8 mm 2'li Paket,Dremel Freze Uçları,"842,40",https://www.nalburcuk.com/urun/dremel-114-yuksek-hizli-kesici-7-8-mm-2li-paket
9779,DREMEL.2615S705JA,Dremel DSM20 için Çok Amaçlı Testere Bıçakları 7 Parça,Dremel Testere Yedekleri,"3.858,19",https://www.nalburcuk.com/urun/dremel-dsm20-icin-cok-amacli-testere-bicaklari-7-parca
9780,DREMEL.26150193JA,Dremel 193 Yüksek Hızlı Kesici 2 mm 2'li Paket,Dremel Freze Uçları,"589,68",https://www.nalburcuk.com/urun/dremel-193-yuksek-hizli-kesici-2-mm-2li-paket
9781,DREMEL.26150576JA,Dremel 576 Şekillendirme Platformu,Dremel Bağlantı Parçaları,"1.010,88",https://www.nalburcuk.com/urun/dremel-576-sekillendirme-platformu
9782,DREMEL.26150106JA,Dremel 106 Gravür Oyma Freze Ucu 1.6 mm 3'lü Paket,Dremel Freze Uçları,"505,44",https://www.nalburcuk.com/urun/dremel-106-gravur-oyma-freze-ucu-1-6-mm-3lu-paket
9783,DREMEL.26150111JA,Dremel 111 Gravür Oyma Freze Ucu 0.8 mm 3'lü Paket,Dremel Freze Uçları,"593,05",https://www.nalburcuk.com/urun/dremel-111-gravur-oyma-freze-ucu-0-8-mm-3lu-paket
9784,DREMEL.26150561JA,Dremel 561 Çok Amaçlı Spiral Kesme Ucu 3'lü Paket,Dremel Kesici Grubu,"758,16",https://www.nalburcuk.com/urun/dremel-561-cok-amacli-spiral-kesme-ucu-3lu-paket
9785,DREMEL.26159929JA,Dremel 9929 Engraver için Elmas Gravür Ucu,Dremel Freze Uçları,"1.151,28",https://www.nalburcuk.com/urun/dremel-9929-engraver-icin-elmas-gravur-ucu
9786,DREMEL.26150442JA,Dremel 442 Metal Yüzeyler için Tel Fırça 13 mm 2'li Paket,Dremel Tel Fırçalar,"421,20",https://www.nalburcuk.com/urun/dremel-442-metal-yuzeyler-icin-tel-firca-13-mm-2li-paket
9787,DREMEL.26150428JA,Dremel 428 Metal Yüzeyler için Tel Fırça 19 mm 2'li Paket,Dremel Tel Fırçalar,"393,12",https://www.nalburcuk.com/urun/dremel-428-metal-yuzeyler-icin-tel-firca-19-mm-2li-paket
9788,DREMEL.26150462JA,Dremel 462 Lastik Kauçuk Parlatma Ucu 3'lü Paket,Dremel Polisaj Grubu,"690,77",https://www.nalburcuk.com/urun/dremel-462-lastik-kaucuk-parlatma-ucu-3lu-paket
9789,DREMEL.26150532JA,Dremel 532 Paslanmaz Çelik Tel Fırça 3.2 mm 3'lü Paket,Dremel Tel Fırçalar,"730,08",https://www.nalburcuk.com/urun/dremel-532-paslanmaz-celik-tel-firca-3-2-mm-3lu-paket
9790,DREMEL.26150953JA,Dremel 953 Alüminyum Oksit Zımpara Taşı 6.4 mm 3'lü Paket,Dremel Zımparalar,"505,44",https://www.nalburcuk.com/urun/dremel-953-aluminyum-oksit-zimpara-tasi-6-4-mm-3lu-paket
9791,DREMEL.26150536JA,Dremel 536 Dairesel Pirinç Tel Fırça 13 mm 2'li Paket,Dremel Tel Fırçalar,"449,28",https://www.nalburcuk.com/urun/dremel-536-dairesel-pirinc-tel-firca-13-mm-2li-paket
9792,SILKYGOMBOY.210-10,Silky Gomboy 210-10 Testere Yedek Ağız Namlu,Testereler,"503,39",https://www.nalburcuk.com/urun/silky-gomboy-210-10-testere-yedek-agiz
9793,MAKITA.SD100DWAJ,Makita SD100D WAJ 10.8V Li-ion Akülü Alçıpan Asma Tavan Kesici,Akülü Tilki Kuyruğu ve Panter Testereler,"17.565,93",https://www.nalburcuk.com/urun/makita-sd100d-waj-10-8v-li-ion-akulu-alcipan-asma-tavan-kesici
9794,WERT.2605,WERT 2605 Oto Elektrik Kontrol Kalemi Metal Gövdeli 6-24V,Diğer Hırdavat,"144,18",https://www.nalburcuk.com/urun/wert-2605-oto-elektrik-kontrol-kalemi-metal-govdeli-6-24v
9795,GLORY.6224HL0113,Glory HL113 Kazıklı Lokma Cırcır Anahtar 19x21,Lokma Anahtarlar,"1.332,86",https://www.nalburcuk.com/urun/glory-hl113-kazikli-lokma-circir-anahtar-19x21
9796,GLORY.6224HL0110,Glory HL110 Kazıklı Lokma Cırcır Anahtar 17x19,Lokma Anahtarlar,"1.277,33",https://www.nalburcuk.com/urun/glory-hl110-kazikli-lokma-circir-anahtar-17x19
9797,GLORY.6224HL0115,Glory HL115 Kazıklı Lokma Cırcır Anahtar 21x22,Lokma Anahtarlar,"1.332,86",https://www.nalburcuk.com/urun/glory-hl115-kazikli-lokma-circir-anahtar-21x22
9798,PLSN.97509200400,Polisan Sprey Fosforlu Boya Glow,Sprey Boyalar,"450,00",https://www.nalburcuk.com/urun/polisan-sprey-fosforlu-boya-glow
9799,NG198A,Nurgaz NG198-A Kamp Klasik Çaydanlık,Kamp Mutfağı,"680,00",https://www.nalburcuk.com/urun/nurgaz-ng198-a-kamp-klasik-caydanlik
9800,PLSN.97903200400,Polisan Plastik Yüzey Sprey Boya Kırmızı,Sprey Boyalar,"300,00",https://www.nalburcuk.com/urun/polisan-plastik-yuzey-spreyi-kirmizi
9801,PLSN.97905000410,Polisan Plastik Yüzey Sprey Boya Mat Beyaz,Sprey Boyalar,"300,00",https://www.nalburcuk.com/urun/polisan-plastik-yuzey-spreyi-mat-beyaz
9802,PLSN.97905260410,Polisan Plastik Yüzey Sprey Boya Mat Siyah Ral 9004,Sprey Boyalar,"300,00",https://www.nalburcuk.com/urun/polisan-plastik-yuzey-spreyi-mat-siyah
9803,GLRYZ.H.EVÇH.2000,Çelik Halatlı El Vinci 2000LB Çektirme Irgat 900 kg - 10 metre,El Vinçleri,"3.750,00",https://www.nalburcuk.com/urun/celik-halatli-el-vinci-2000lb-cektirme-irgat-900-kg-10-metre
9804,PENLOC.GTI,Penloc GTI Metal Yapıştırıcısı 10 gr,"Yapıştırıcı, Bant","468,00",https://www.nalburcuk.com/urun/penloc-gti-metal-yapistiricisi-10-gr
9805,T18622,Troy 18622 Şartlandırıcı 1/2'' Filtre Regülatör Yağlayıcı,Havalı El Aletleri,"1.655,40",https://www.nalburcuk.com/urun/troy-18622-sartlandirici-1-2-filtre-regulator-yaglayici
9806,GLRYZ.H.EVÇH.600,Çelik Halatlı El Vinci 600LB Çektirme Irgat 270 kg - 8 metre,El Vinçleri,"1.600,00",https://www.nalburcuk.com/urun/celik-halatli-el-vinci-600lb-cektirme-irgat-270-kg-8-metre
9807,HYLOMAR.M,Hylomar M Sızdırmazlık Macunu Sıvı Conta 80 ml,Yapı Kimyasalları ve İzolasyon,"511,68",https://www.nalburcuk.com/urun/hylomar-m-sizdirmazlik-macunu-sivi-conta-80ml
9808,ORAPI.WR+805,ORAPI WR + Çok Amaçlı Su İtici Yağlayıcı Temizleme Sprey,Yapı Kimyasalları ve İzolasyon,"1.148,16",https://www.nalburcuk.com/urun/orapi-wr-cok-amacli-su-itici-yaglayici-temizleme-sprey
9809,ORAPI.7272,Orapi 7272 Protor Bitum Su Sızdırmazlık ve İzolasyon Sprey 300ml,Yapı Kimyasalları ve İzolasyon,"973,44",https://www.nalburcuk.com/urun/orapi-protor-bitum-izolasyon-sprey
9810,LABOR.IZZ00160,Labor Mini Cırcır Bits Uç Lokma Seti 24 Parça,Lokma Anahtarlar,"2.043,41",https://www.nalburcuk.com/urun/labor-mini-circir-bits-uc-lokma-seti-24-parca
9811,LABOR.IZZ00170,Labor Mini Cırcır Bits Uç Lokma Seti 26 Parça,Lokma Anahtarlar,"2.685,54",https://www.nalburcuk.com/urun/labor-mini-circir-bits-uc-lokma-seti-26-parca
9812,LABOR.KA050060,Labor Ağaç Delici Kelebek Yaprak Matkap Uç Seti 6 Parça 12-22 mm,Ahşap Matkap Uçları,"949,85",https://www.nalburcuk.com/urun/labor-agac-delici-kelebek-yaprak-matkap-uc-seti-6-parca-12-22-mm
9813,LABOR.KA050062,Labor Ağaç Delici Kelebek Yaprak Matkap Uç Seti 6 Parça 14-24 mm,Ahşap Matkap Uçları,"992,16",https://www.nalburcuk.com/urun/labor-agac-delici-kelebek-yaprak-matkap-uc-seti-6-parca-14-24-mm
9814,LABOR.KA050064,Labor Ağaç Delici Kelebek Yaprak Matkap Uç Seti 6 Parça 10-26 mm,Ahşap Matkap Uçları,"992,16",https://www.nalburcuk.com/urun/labor-agac-delici-kelebek-yaprak-matkap-uc-seti-6-parca-10-26-mm
9815,LABOR.KA050666,Labor Ağaç Delici Kelebek Yaprak Matkap Uç Seti 13 Parça 6-25 mm,Ahşap Matkap Uçları,"1.526,80",https://www.nalburcuk.com/urun/labor-agac-delici-kelebek-yaprak-matkap-uc-seti-10-parca-6-26-mm
9816,MERCURE.S1531L,Mercure S1531L Ahşap - Kemik Kesim Tilki Kuyruğu Bıçağı - 1 Adet,Tilki Kuyruğu Bıçakları,"114,54",https://www.nalburcuk.com/urun/mercure-s1531l-ahsap-kemik-kesim-tilki-kuyrugu-bicagi-1-adet
9817,LEO.15701,Pimli Tel Fırça Seti 5 Parça,Aksesuarlar Grupları,"224,28",https://www.nalburcuk.com/urun/pimli-tel-firca-seti-5-parca
9818,GLRYZ.5317,5317 Hobi Mini Mengene,Mengeneler,"81,36",https://www.nalburcuk.com/urun/hobi-mini-mengene
9819,LEO.08103,Leo Kalem Havya 60 Watt,"Lehim, Havya Grubu","299,04",https://www.nalburcuk.com/urun/leo-kalem-havya-60-watt
9820,LEO.08106,Plastik Lehim Pompası,"Lehim, Havya Grubu","15,25",https://www.nalburcuk.com/urun/plastik-lehim-pompasi
9821,LEO.08104,Leo Kalem Havya 80 Watt,"Lehim, Havya Grubu","341,76",https://www.nalburcuk.com/urun/leo-kalem-havya-80-watt
9822,TOPSHOP.TH14440,Topshop TH14440 Rulmanlı Lamba Freze Bıçağı 6 mm (Sap 12 mm),Freze Bıçakları ve Havşa Uçları,"90,91",https://www.nalburcuk.com/urun/topshop-th14440-rulmanli-lamba-freze-bicagi-6-mm
9823,TOPSHOP.TH14427,Topshop TH14427 Tas Menteşe Matkap Ucu 35 mm,Freze Bıçakları ve Havşa Uçları,"137,56",https://www.nalburcuk.com/urun/topshop-th14427-tas-mentese-matkap-ucu-35-mm
9824,TOPSHOP.TH14493,Topshop TH14493 Rulmanlı Düz Balık Sırtı Freze Bıçağı,Freze Bıçakları ve Havşa Uçları,"152,59",https://www.nalburcuk.com/urun/topshop-th14493-rulmanli-duz-balik-sirti-freze-bicagi
9825,TOPSHOP.TH14487,Topshop TH14487 Rulmanlı Lamba Freze Bıçağı 25 mm,Freze Bıçakları ve Havşa Uçları,"303,18",https://www.nalburcuk.com/urun/topshop-th14487-rulmanli-lamba-freze-bicagi-25-mm
9826,TOPSHOP.TH14479,Topshop TH14479 V Kanal Kompozit Freze Bıçağı 24 mm,Freze Bıçakları ve Havşa Uçları,"123,35",https://www.nalburcuk.com/urun/topshop-th14479-v-kanal-kompozit-freze-bicagi-24-mm
9827,TOPSHOP.TH14473,Topshop TH14473 Konik Kenar Pah Freze Bıçağı 45°,Freze Bıçakları ve Havşa Uçları,"121,35",https://www.nalburcuk.com/urun/topshop-th14473-konik-kenar-pah-freze-bicagi-45deg
9828,TOPSHOP.TH14518,Topshop TH14518 Kanal Açma Freze Bıçağı 6 mm (Sap 12 mm),Freze Bıçakları ve Havşa Uçları,"54,07",https://www.nalburcuk.com/urun/topshop-th14518-kanal-acma-freze-bicagi-6-mm
9829,TOPSHOP.TH14481,Topshop TH14481 Kenar Alma Temizleme Freze Bıçağı 30 mm,Freze Bıçakları ve Havşa Uçları,"115,34",https://www.nalburcuk.com/urun/topshop-th14481-kenar-alma-temizleme-freze-bicagi-30-mm
9830,TOPSHOP.TH14524,Topshop TH14524 Kanal Açma Freze Bıçağı 6 mm (Sap 6 mm),Freze Bıçakları ve Havşa Uçları,"45,26",https://www.nalburcuk.com/urun/topshop-th14524-kanal-acma-freze-bicagi-6-mm
9831,TOPSHOP.TH14444,Topshop TH14444 Rulmanlı Lamba Freze Bıçağı 2.7 mm,Freze Bıçakları ve Havşa Uçları,"86,51",https://www.nalburcuk.com/urun/topshop-th14444-rulmanli-lamba-freze-bicagi-2-7-mm
9832,TOPSHOP.TH14502,Topshop TH14502 Rulmanlı Düz Balık Sırtı Freze Bıçağı,Freze Bıçakları ve Havşa Uçları,"222,28",https://www.nalburcuk.com/urun/topshop-th14502-rulmanli-duz-balik-sirti-freze-bicagi
9833,TOPSHOP.TH14516,Topshop TH14516 Kanal Açma Freze Bıçağı 12 mm (Sap 12 mm),Freze Bıçakları ve Havşa Uçları,"69,29",https://www.nalburcuk.com/urun/topshop-th14516-kanal-acma-freze-bicagi-12-mm
9834,TOPSHOP.TH14442,Topshop TH14442 Rulmanlı Lamba Freze Bıçağı 5 mm,Freze Bıçakları ve Havşa Uçları,"86,91",https://www.nalburcuk.com/urun/topshop-th14442-rulmanli-lamba-freze-bicagi-5-mm
9835,TOPSHOP.TH14495,Topshop TH14495 Rulmanlı Düz Balık Sırtı Freze Bıçağı,Freze Bıçakları ve Havşa Uçları,"119,75",https://www.nalburcuk.com/urun/topshop-th14495-rulmanli-duz-balik-sirti-freze-bicagi
9836,TOPSHOP.TH14448,Topshop TH14448 Rulmanlı Motif Freze Bıçağı,Freze Bıçakları ve Havşa Uçları,"119,75",https://www.nalburcuk.com/urun/topshop-th14448-rulmanli-motif-freze-bicagi
9837,TOPSHOP.TH14504,Topshop TH14504 Rulmanlı BalıkSırtı Ters Freze Bıçağı,Freze Bıçakları ve Havşa Uçları,"134,57",https://www.nalburcuk.com/urun/topshop-th14504-rulmanli-balik-sirti-ters-freze-bicagi
9838,TOPSHOP.TH14508,Topshop TH14508 Kanal Açma Fitil Freze Bıçağı 30 mm,Freze Bıçakları ve Havşa Uçları,"169,01",https://www.nalburcuk.com/urun/topshop-th14508-kanal-acma-fitil-freze-bicagi-30-mm
9839,TOPSHOP.TH14520,Topshop TH14520 Kanal Açma Freze Bıçağı 10 mm (Sap 12 mm),Freze Bıçakları ve Havşa Uçları,"39,25",https://www.nalburcuk.com/urun/topshop-th14520-kanal-acma-freze-bicagi-10-mm
9840,TOPSHOP.TH14526,Topshop TH14526 Kanal Açma Freze Bıçağı 8 mm,Freze Bıçakları ve Havşa Uçları,"29,24",https://www.nalburcuk.com/urun/topshop-th14526-kanal-acma-freze-bicagi-8-mm
9841,TOPSHOP.TH14446,Topshop TH14446 Rulmanlı Lamba Freze Bıçağı 3.5 mm,Freze Bıçakları ve Havşa Uçları,"82,10",https://www.nalburcuk.com/urun/topshop-th14446-rulmanli-lamba-freze-bicagi-3-5-mm
9842,TOPSHOP.TH14510,Topshop TH14510 Kanal Açma Fitil Freze Bıçağı 28 mm,Freze Bıçakları ve Havşa Uçları,"177,42",https://www.nalburcuk.com/urun/topshop-th14510-kanal-acma-fitil-freze-bicagi-28-mm
9843,TOPSHOP.TH14450,Topshop TH14450 Rulmanlı Motif Freze Bıçağı,Freze Bıçakları ve Havşa Uçları,"222,28",https://www.nalburcuk.com/urun/topshop-th14450-rulmanli-motif-freze-bicagi
9844,TOPSHOP.TH14491,Topshop TH14491 Rulmanlı Lamba Freze Bıçağı 30 mm,Freze Bıçakları ve Havşa Uçları,"374,87",https://www.nalburcuk.com/urun/topshop-th14491-rulmanli-lamba-freze-bicagi-30-mm
9845,TOPSHOP.TH14512,Topshop TH14512 Kanal Açma Fitil Freze Bıçağı 32 mm,Freze Bıçakları ve Havşa Uçları,"190,64",https://www.nalburcuk.com/urun/topshop-th14512-kanal-acma-fitil-freze-bicagi-32-mm
9846,TOPSHOP.TH14477,Topshop TH14477 V Kanal Kompozit Freze Bıçağı 14 mm,Freze Bıçakları ve Havşa Uçları,"74,49",https://www.nalburcuk.com/urun/topshop-th14477-v-kanal-kompozit-freze-bicagi-14-mm
9847,TOPSHOP.TH14483,Topshop TH14483 Kenar Alma Temizleme Freze Bıçağı 50 mm,Freze Bıçakları ve Havşa Uçları,"134,57",https://www.nalburcuk.com/urun/topshop-th14483-kenar-alma-temizleme-freze-bicagi-50-mm
9848,TOPSHOP.TH14462,Topshop TH14462 Havşa Matkabı Freze Ucu 3.0 mm,Freze Bıçakları ve Havşa Uçları,"138,57",https://www.nalburcuk.com/urun/topshop-th14462-havsa-matkabi-freze-ucu-3-0-mm
9849,TOPSHOP.TH14463,Topshop TH14463 Havşa Matkabı Freze Ucu 3.5 mm,Freze Bıçakları ve Havşa Uçları,"148,19",https://www.nalburcuk.com/urun/topshop-th14463-havsa-matkabi-freze-ucu-3-mm
9850,GLRYZ.5067,Magic Saw Çok Amaçlı Hobi Kıl Testere Seti,Testereler,"250,00",https://www.nalburcuk.com/urun/cok-amacli-hobi-kil-testere-seti
9851,LEO.15722,Ağaç Törpü Eğe 10'' 250 mm Yarım Yuvarlak Saplı,Törpüler,"170,88",https://www.nalburcuk.com/urun/agac-torpu-ege-10-250-mm-yarim-yuvarlak-sapli-1
9852,NYLEO.07903,NyLeo Sıcak Mum Silikon Tutkal Tabancası 60 Watt,Mum Silikon Tabanca,"341,76",https://www.nalburcuk.com/urun/nyleo-sicak-mum-silikon-tutkal-tabancasi-60-watt
9853,KIRSCHEN.3914000,Kirschen Two Cherries Burnisher Sistre Raspa Bileme Oval,Kirschen Two Cherries Bileme Grubu,"1.274,96",https://www.nalburcuk.com/urun/kirschen-two-cherries-burnisher-sistre-raspa-bileme-oval
9854,KIRSCHEN.3915000,Kirschen Two Cherries Burnisher Sistre Raspa Bileme Yuvarlak,Kirschen Two Cherries Bileme Grubu,"1.005,39",https://www.nalburcuk.com/urun/kirschen-two-cherries-burnisher-sistre-raspa-bileme-yuvarlak
9855,KIRSCHEN.3916000,Kirschen Two Cherries Burnisher Sistre Raspa Bileme Üçgen,Kirschen Two Cherries Bileme Grubu,"1.061,80",https://www.nalburcuk.com/urun/kirschen-two-cherries-burnisher-sistre-raspa-bileme-ucgen
9856,KIRSCHEN.1056012,Kirschen Eğri Ağız Iskarpela Seti Sağ Sol 2'li 12 mm,Kirschen Two Cherries Iskarpela Grubu,"3.193,38",https://www.nalburcuk.com/urun/kirschen-egri-agiz-iskarpela-seti-sag-sol-2li-12-mm
9857,KIRSCHEN.1056020,Kirschen Eğri Ağız Iskarpela Seti Sağ Sol 2'li 20 mm,Kirschen Two Cherries Iskarpela Grubu,"3.677,11",https://www.nalburcuk.com/urun/kirschen-egri-agiz-iskarpela-seti-sag-sol-2li-20-mm
9858,KIRSCHEN.1056026,Kirschen Eğri Ağız Iskarpela Seti Sağ Sol 2'li 26 mm,Kirschen Two Cherries Iskarpela Grubu,"4.171,81",https://www.nalburcuk.com/urun/kirschen-egri-agiz-iskarpela-seti-sag-sol-2li-26-mm
9859,KIRSCHEN.3824000,Kirschen Two Cherries Burnisher Sistre Raspa Seti 4 Parça,Kirschen Two Cherries Setler,"3.399,55",https://www.nalburcuk.com/urun/kirschen-two-cherries-burnisher-sistre-raspa-seti-4-parca
9860,KIRSCHEN.1958000LRT,Kirschen Two Cherries Marangoz Iskarpela Seti 4 Parça,Kirschen Two Cherries Setler,"8.311,68",https://www.nalburcuk.com/urun/kirschen-two-cherries-marangoz-iskarpela-seti-4-parca
9861,KIRSCHEN.3155000HK,Kirschen Two Cherries Profesyonel Ahşap Yontma Oyma Seti 18 Parça,Kirschen Two Cherries Setler,"56.256,35",https://www.nalburcuk.com/urun/kirschen-two-cherries-profesyonel-ahsap-yontma-ve-oyma-seti-18-parca
9862,KIRSCHEN.3156000HK,Kirschen Two Cherries Profesyonel Ahşap Yontma Oyma Seti 24 Parça,Kirschen Two Cherries Setler,"75.215,46",https://www.nalburcuk.com/urun/kirschen-two-cherries-profesyonel-ahsap-yontma-ve-oyma-seti-24-parca
9863,KIRSCHEN.3157000LRT,Kirschen Two Cherries Profesyonel Ahşap Yontma ve Oyma Seti 12 Parça,Kirschen Two Cherries Setler,"36.621,81",https://www.nalburcuk.com/urun/kirschen-two-cherries-profesyonel-ahsap-yontma-ve-oyma-seti-12-parca
9864,KIRSCHEN.3161000,Kirschen Two Cherries Profesyonel Ahşap Yontma ve Oyma Seti 18 Parça,Kirschen Two Cherries Setler,"52.900,72",https://www.nalburcuk.com/urun/kirschen-two-cherries-profesyonel-ahsap-yontma-ve-oyma-seti-18-parca-1
9865,KIRSCHEN.3162000,Kirschen Two Cherries Profesyonel Ahşap Yontma ve Oyma Seti 24 Parça,Kirschen Two Cherries Setler,"71.275,78",https://www.nalburcuk.com/urun/kirschen-two-cherries-profesyonel-ahsap-yontma-ve-oyma-seti-24-parca-1
9866,KIRSCHEN.3163000,Kirschen Two Cherries Profesyonel Ahşap Yontma ve Oyma Seti 32 Parça,Kirschen Two Cherries Setler,"93.801,68",https://www.nalburcuk.com/urun/kirschen-two-cherries-profesyonel-ahsap-yontma-ve-oyma-seti-32-parca
9867,KIRSCHEN.5697000HK,Kirschen Two Cherries Ahşap Oyma Iskarpela Seti Avuç İçi Armut Saplı 6 Parça,Kirschen Two Cherries Setler,"11.346,32",https://www.nalburcuk.com/urun/kirschen-two-cherries-ahsap-oyma-iskarpela-seti-avuc-ici-armut-sapli-6-parca
9868,KIRSCHEN.1630012,Kirschen Two Cherries Eğri Ağız Kısa Ahşap Torna Bıçağı 12 mm,Kirschen Two Cherries Ahşap Torna Bıçakları,"1.168,13",https://www.nalburcuk.com/urun/kirschen-two-cherries-egri-agiz-kisa-ahsap-torna-bicagi-12-mm
9869,KIRSCHEN.1112000PT,Kirschen Two Cherries Ahşap Saplı Düz Iskarpela Seti 6 Parça Poşetli,Kirschen Two Cherries Setler,"11.757,16",https://www.nalburcuk.com/urun/kirschen-two-cherries-ahsap-sapli-duz-iskarpela-seti-6-parca-posetli
9870,LEICA.840382,LEICA NA324 Optik Nivo Set 24X (Sehpa + Mira),İnşaat ve Rotasyon Lazeri,"22.671,67",https://www.nalburcuk.com/urun/leica-na324-optik-nivo-set-24x-sehpa-mira
9871,KNIPEX.8310010,Knipex 8310010 Maşalı Boru Anahtarı 1'',Boru Anahtarları,"3.134,20",https://www.nalburcuk.com/urun/knipex-8310010-masali-boru-anahtari-1
9872,KNIPEX.8310015,Knipex 8310015 Maşalı Boru Anahtarı 1 1/2'',Boru Anahtarları,"4.182,98",https://www.nalburcuk.com/urun/knipex-8310015-masali-boru-anahtari-1-1-2
9873,KNIPEX.8310020,Knipex 8310020 Maşalı Boru Anahtarı 2'',Boru Anahtarları,"6.401,77",https://www.nalburcuk.com/urun/knipex-8310020-masali-boru-anahtari-2
9874,KNIPEX.6462120,Knipex 6462120 Elektronikçi Tepe Keski 120 mm,Yankeskiler,"2.634,37",https://www.nalburcuk.com/urun/knipex-6462120-elektronikci-tepe-keski-120-mm
9875,GZLMB.G,Nurgaz Ufak Gz Yağı Kamp Lambası Gri,Kamp Aydınlatma,"510,00",https://www.nalburcuk.com/urun/nurgaz-ufak-gaz-yagi-kamp-lambasi-gri
9876,GZLMB.K,Nurgaz Ufak Gz Yağı Kamp Lambası Kırmızı,Kamp Aydınlatma,"510,00",https://www.nalburcuk.com/urun/nurgaz-ufak-gaz-yagi-kamp-lambasi-kirmizi
9877,VINKO.29309,Vinko VI29309 Saatçi Eğe Seti 140 mm 6 Parça,Eğeler,"86,91",https://www.nalburcuk.com/urun/saatci-ege-seti-140-mm-6-parca
9878,RACO.53456,Raco Expert 53456 Plastik El Küreği Küçük,Diğer Bahçe Ekipmanları,"30,13",https://www.nalburcuk.com/urun/raco-expert-53456-plastik-el-kuregi-kucuk
9879,RACO.53744,Raco Expert 53744 Teleskopik Saplı Ayarlı Metal Çim Yaprak Tırmığı,Bahçe Tırmığı,"267,10",https://www.nalburcuk.com/urun/raco-expert-53744-teleskopik-sapli-ayarli-metal-cim-yaprak-tirmigi
9880,RACO.53458,Raco Expert 53458 Plastik El Küreği Küçük,Diğer Bahçe Ekipmanları,"86,35",https://www.nalburcuk.com/urun/raco-expert-53458-plastik-el-kuregi-kucuk
9881,GARDENER.53698,Gardener 53698 Tırmanan Bitkiler İçin Halkalı Destek 90 cm,Diğer Bahçe Ekipmanları,"69,06",https://www.nalburcuk.com/urun/gardener-53698-tirmanan-bitkiler-icin-halkali-destek-90-cm
9882,RACO.55508,Raco Expert 55508 Hortum Sulama Tabancası,Sulama Başlıkları,"129,66",https://www.nalburcuk.com/urun/raco-expert-55508-hortum-sulama-tabancasi
9883,RACO.55506,Raco Expert 55506 Hortum Sulama Tabancası,Sulama Başlıkları,"121,01",https://www.nalburcuk.com/urun/raco-expert-55506-hortum-sulama-tabancasi
9884,RACO.55350,Raco Expert 55350 Metal Uçlu Hortum Sulama Tabancası,Sulama Başlıkları,"168,56",https://www.nalburcuk.com/urun/raco-expert-55350-metal-uclu-hortum-sulama-tabancasi
9885,RACO.55354,Raco Expert 55354 Metal Uçlu Hortum Sulama Tabancası,Sulama Başlıkları,"197,95",https://www.nalburcuk.com/urun/raco-expert-55354-metal-uclu-hortum-sulama-tabancasi
9886,RACO.55501,Raco Expert 55501 Hortum Sulama Tabancası Seti,Sulama Başlıkları,"172,80",https://www.nalburcuk.com/urun/raco-expert-55501-hortum-sulama-tabancasi-seti
