ID,SKU,Product Name,Category,Price (TL),URL
117,CETA.G14-18-0180,CETA FORM G14-18-0180 1000V İzoleli Power Yan Keski 180 mm,Yankeskiler,"1.140,36",https://www.nalburcuk.com/urun/ceta-form-g14-18-0180-1000v-izoleli-power-yan-keski-180-mm
118,CETA.G12-18-0160,CETA FORM G12-18-0160 1000V İzoleli Yan Keski 160 mm,Yankeskiler,"840,84",https://www.nalburcuk.com/urun/ceta-form-g12-18-0160-1000v-izoleli-yan-keski-160-mm
119,CETA.G12-18-0180,CETA FORM G12-18-0180 1000V İzoleli Yan Keski 180 mm,Yankeskiler,"941,46",https://www.nalburcuk.com/urun/ceta-form-g12-18-0180-1000v-izoleli-yan-keski-180-mm
120,CETA.G12-18-0140,CETA FORM G12-18-0140 1000V İzoleli Yan Keski 140 mm,Yankeskiler,"781,56",https://www.nalburcuk.com/urun/ceta-form-g12-18-0140-1000v-izoleli-yan-keski-140-mm
121,CETA.G10-18-0200,CETA FORM G10-18-0200 1000V İzoleli Kombine Pense 200 mm,Kombine Penseler,"900,12",https://www.nalburcuk.com/urun/ceta-form-g10-18-0200-1000v-izoleli-kombine-pense-200-mm
122,CETA.G10-18-0180,CETA FORM G10-18-0180 1000V İzoleli Kombine Pense 180 mm,Kombine Penseler,"801,84",https://www.nalburcuk.com/urun/ceta-form-g10-18-0180-1000v-izoleli-kombine-pense-180-mm
123,CETA.G10-18-0160,CETA FORM G10-18-0160 1000V İzoleli Kombine Pense 160 mm,Kombine Penseler,"751,92",https://www.nalburcuk.com/urun/ceta-form-g10-18-0160-1000v-izoleli-kombine-pense-160-mm
124,CETA.G99-901,CETA FORM G99-901 9 Parça VDE 1000V İzoleli Tornavida Takımı Deri Çantalı,Tornavida Takımları,"1.865,76",https://www.nalburcuk.com/urun/ceta-form-g99-901-9-parca-vde-1000v-izoleli-tornavida-takimi-deri-cantali
125,İZELTAŞ.8235006121,İzeltaş 5 Çekmeceli Partner Mobil Takım Dolabı 118 Parça (Dolu),Takım Çantaları,"58.604,44",https://www.nalburcuk.com/urun/izeltas-5-cekmeceli-partner-mobil-takim-dolabi-dolu
126,CETA.G99-702,CETA FORM G99-702 7 Parça VDE 1000V İzoleli Tornavida Takımı,Tornavida Takımları,"1.099,80",https://www.nalburcuk.com/urun/ceta-form-g99-702-7-parca-vde-1000v-izoleli-tornavida-takimi
127,CETA.G99-701,CETA FORM G99-701 7 Parça VDE 1000V İzoleli Tornavida Takımı,Tornavida Takımları,"1.099,80",https://www.nalburcuk.com/urun/ceta-form-g99-701-7-parca-vde-1000v-izoleli-tornavida-takimi
128,CETA.G99-402,CETA FORM G99-402 C-Plus 1000V İzoleli Tornavida Takımı (Düz/Pozidriv) 4 Parça,Tornavida Takımları,"616,20",https://www.nalburcuk.com/urun/ceta-form-g99-402-c-plus-1000v-izoleli-tornavida-takimi-duz-pozidriv-4-parca
129,CETA.G99-401,CETA FORM G99-401 C-Plus 1000V İzoleli Tornavida Takımı (Düz/Yıldız) 4 Parça,Tornavida Takımları,"616,20",https://www.nalburcuk.com/urun/ceta-form-g99-401-c-plus-1000v-izoleli-tornavida-takimi-duz-yildiz-4-parca
130,CETA.GRT-M40,CETA FORM GRT-M40 Vida Yuvası Yenileme Kılavuzu (M4.0x0.7),Tornavidalar,"265,20",https://www.nalburcuk.com/urun/ceta-form-grt-m40-vida-yuvasi-yenileme-kilavuzu-m4-0x0-7
131,CETA.GRT-M35,CETA FORM GRT-M35 Vida Yuvası Yenileme Kılavuzu (M3.5x0.6),Tornavidalar,"265,20",https://www.nalburcuk.com/urun/ceta-form-grt-m35-vida-yuvasi-yenileme-kilavuzu-m3-5x0-6
132,CETA.6106,CETA FORM 6106 Kontrol Kalemi 3.5x178 mm,Kontrol Kalemleri,"127,14",https://www.nalburcuk.com/urun/ceta-form-6106-kontrol-kalemi-3-5x178-mm
133,CETA.G05-B02,"CETA FORM G05-B02 C-Plus 1000V İzoleli Terminal Tornavida Takımı (Mod1,Mod2) 2 Parça",Tornavida Takımları,"427,44",https://www.nalburcuk.com/urun/ceta-form-g05-b02-c-plus-1000v-izoleli-terminal-tornavida-takimi-mod1-mod2-2-parca
134,CETA.6105,CETA FORM 6105 Kontrol Kalemi 3x139 mm,Kontrol Kalemleri,"112,32",https://www.nalburcuk.com/urun/ceta-form-6105-kontrol-kalemi-3x139-mm
135,CETA.G05-002-100,CETA FORM G05-002-100 C-Plus 1000V İzoleli Terminal Tornavidası Mod2,Yıldız Uçlu Tornavidalar,"232,44",https://www.nalburcuk.com/urun/ceta-form-g05-002-100-c-plus-1000v-izoleli-terminal-tornavidasi-mod2
136,CETA.G05-001-080,CETA FORM G05-001-080 C-Plus 1000V İzoleli Terminal Tornavidası Mod1,Yıldız Uçlu Tornavidalar,"195,78",https://www.nalburcuk.com/urun/ceta-form-g05-001-080-c-plus-1000v-izoleli-terminal-tornavidasi-mod1
137,CETA.G03-003-150,CETA FORM G03-003-150 C-Plus 1000V İzoleli Pozidriv Uçlu Tornavida Pz3x150 mm,Yıldız Uçlu Tornavidalar,"302,64",https://www.nalburcuk.com/urun/ceta-form-g03-003-150-c-plus-1000v-izoleli-pozidriv-uclu-tornavida-pz3x150-mm
138,CETA.G03-002-150,CETA FORM G03-002-150 C-Plus 1000V İzoleli Pozidriv Uçlu Tornavida Pz2x150 mm,Yıldız Uçlu Tornavidalar,"212,16",https://www.nalburcuk.com/urun/ceta-form-g03-002-150-c-plus-1000v-izoleli-pozidriv-uclu-tornavida-pz2x150-mm
139,CETA.G03-001-080,CETA FORM G03-001-080 C-Plus 1000V İzoleli Pozidriv Uçlu Tornavida Pz1x80 mm,Yıldız Uçlu Tornavidalar,"156,00",https://www.nalburcuk.com/urun/ceta-form-g03-001-080-c-plus-1000v-izoleli-pozidriv-uclu-tornavida-pz1x80-mm
140,CETA.G03-002-100,CETA FORM G03-002-100 C-Plus 1000V İzoleli Pozidriv Uçlu Tornavida Pz2x100 mm,Yıldız Uçlu Tornavidalar,"183,30",https://www.nalburcuk.com/urun/ceta-form-g03-002-100-c-plus-1000v-izoleli-pozidriv-uclu-tornavida-pz2x100-mm
141,CETA.G03-000-060,CETA FORM G03-000-060 C-Plus 1000V İzoleli Pozidriv Uçlu Tornavida Pz0x60 mm,Yıldız Uçlu Tornavidalar,"118,56",https://www.nalburcuk.com/urun/ceta-form-g03-000-060-c-plus-1000v-izoleli-pozidriv-uclu-tornavida-pz0x60-mm
142,CETA.G02-002-150,CETA FORM G02-002-150 C-Plus 1000V İzoleli Yıldız Uçlu Tornavida Ph2x150 mm,Yıldız Uçlu Tornavidalar,"212,16",https://www.nalburcuk.com/urun/ceta-form-g02-002-150-c-plus-1000v-izoleli-yildiz-uclu-tornavida-ph2x150-mm
143,CETA.G02-003-150,CETA FORM G02-003-150 C-Plus 1000V İzoleli Yıldız Uçlu Tornavida Ph3x150 mm,Yıldız Uçlu Tornavidalar,"302,64",https://www.nalburcuk.com/urun/ceta-form-g02-003-150-c-plus-1000v-izoleli-yildiz-uclu-tornavida-ph3x150-mm
144,CETA.G02-002-100,CETA FORM G02-002-100 C-Plus 1000V İzoleli Yıldız Uçlu Tornavida Ph2x100 mm,Yıldız Uçlu Tornavidalar,"183,30",https://www.nalburcuk.com/urun/ceta-form-g02-002-100-c-plus-1000v-izoleli-yildiz-uclu-tornavida-ph2x100-mm
145,CETA.G02-000-060,CETA FORM G02-000-060 C-Plus 1000V İzoleli Yıldız Uçlu Tornavida Ph0x60 mm,Yıldız Uçlu Tornavidalar,"118,56",https://www.nalburcuk.com/urun/ceta-form-g02-000-060-c-plus-1000v-izoleli-yildiz-uclu-tornavida-ph0x60-mm
146,CETA.G02-001-080,CETA FORM G02-001-080 C-Plus 1000V İzoleli Yıldız Uçlu Tornavida Ph1x80 mm,Yıldız Uçlu Tornavidalar,"156,00",https://www.nalburcuk.com/urun/ceta-form-g02-001-080-c-plus-1000v-izoleli-yildiz-uclu-tornavida-ph1x80-mm
147,CETA.G01-080-175,CETA FORM G01-080-175 C-Plus 1000V İzoleli Düz Uçlu Tornavida 8x175 mm,Düz Uçlu Tornavidalar,"262,08",https://www.nalburcuk.com/urun/ceta-form-g01-080-175-c-plus-1000v-izoleli-duz-uclu-tornavida-8x175-mm
148,CETA.G01-055-125,CETA FORM G01-055-125 C-Plus 1000V İzoleli Düz Uçlu Tornavida 5x125 mm,Düz Uçlu Tornavidalar,"174,72",https://www.nalburcuk.com/urun/ceta-form-g01-055-125-c-plus-1000v-izoleli-duz-uclu-tornavida-5x125-mm
149,CETA.G01-065-150,CETA FORM G01-065-150 C-Plus 1000V İzoleli Düz Uçlu Tornavida 6.5x150 mm,Düz Uçlu Tornavidalar,"197,34",https://www.nalburcuk.com/urun/ceta-form-g01-065-150-c-plus-1000v-izoleli-duz-uclu-tornavida-6-5x150-mm
150,CETA.G01-040-100,CETA FORM G01-040-100 C-Plus 1000V İzoleli Düz Uçlu Tornavida 4x100 mm,Düz Uçlu Tornavidalar,"141,18",https://www.nalburcuk.com/urun/ceta-form-g01-040-100-c-plus-1000v-izoleli-duz-uclu-tornavida-4x100-mm
151,CETA.G01-035-100,CETA FORM G01-035-100 C-Plus 1000V İzoleli Düz Uçlu Tornavida 3.5x100 mm,Düz Uçlu Tornavidalar,"125,58",https://www.nalburcuk.com/urun/ceta-form-g01-035-100-c-plus-1000v-izoleli-duz-uclu-tornavida-3-5x100-mm
152,CETA.G01-030-100,CETA FORM G01-030-100 C-Plus 1000V İzoleli Düz Uçlu Tornavida 3x100 mm,Düz Uçlu Tornavidalar,"120,12",https://www.nalburcuk.com/urun/ceta-form-g01-030-100-c-plus-1000v-izoleli-duz-uclu-tornavida-3x100-mm
153,CETA.G01-025-075,CETA FORM G01-025-075 C-Plus 1000V İzoleli Düz Uçlu Tornavida 2.5x75 mm,Düz Uçlu Tornavidalar,"116,22",https://www.nalburcuk.com/urun/ceta-form-g01-025-075-c-plus-1000v-izoleli-duz-uclu-tornavida-2-5x75-mm
154,CETA.E70-225-2,CETA FORM E70-225-2 Delik Delme Pensesi (Pro) 225 mm,Delik Açma Penseleri,"579,54",https://www.nalburcuk.com/urun/ceta-form-e70-225-2-delik-delme-pensesi-pro-225-mm
155,CETA.E69-T046,CETA FORM E69-T046 Jak Sıkma Pensesi (Telefon/Data) 190 mm 6-8 Pin,Kablo Sıkma Penseleri,"1.201,98",https://www.nalburcuk.com/urun/ceta-form-e69-t046-jak-sikma-pensesi-telefon-data-190-mm-6-8-pin
156,CETA.E69-T468,CETA FORM E69-T468 Jak Sıkma Pensesi (Telefon/Data) 190 mm 4-6-8 Pin,Kablo Sıkma Penseleri,"1.741,74",https://www.nalburcuk.com/urun/ceta-form-e69-t468-jak-sikma-pensesi-telefon-data-190-mm-4-6-8-pin
157,CETA.E69F-ES2,Ceta Form E69F-ES2 Kablo Yüksüğü Sıkma Pensesi 190 mm,Kablo Sıkma Penseleri,"1.194,96",https://www.nalburcuk.com/urun/ceta-form-e69f-es2-kablo-yuksugu-sikma-pensesi-190-mm
158,CETA.E69F-ES1,"CETA FORM E69F-ES1 Kablo Yüksüğü Sıkma Pensesi 0,25-2,5 mm",Kablo Sıkma Penseleri,"973,44",https://www.nalburcuk.com/urun/ceta-form-e69f-es1-kablo-yuksugu-sikma-pensesi-0-25-2-5-mm
159,CETA.E69-ES1,CETA FORM E69-ES1 Kablo Yüksüğü Sıkma Pensesi 220 mm,Kablo Sıkma Penseleri,"2.137,20",https://www.nalburcuk.com/urun/ceta-form-e69-es1-kablo-yuksugu-sikma-pensesi-220-mm
160,CETA.E69-NT1,CETA FORM E69-NT1 İzolesiz Kablo Papucu Sıkma Pensesi 220 mm,Kablo Sıkma Penseleri,"2.137,20",https://www.nalburcuk.com/urun/ceta-form-e69-nt1-izolesiz-kablo-papucu-sikma-pensesi-220-mm
161,CETA.E69-YT1,CETA FORM E69-YT1 İzoleli Kablo Papucu Sıkma Pensesi 220 mm,Kablo Sıkma Penseleri,"2.137,20",https://www.nalburcuk.com/urun/ceta-form-e69-yt1-izoleli-kablo-papucu-sikma-pensesi-220-mm
162,CETA.E99-CP04A,CETA FORM E99-CP04A Bez Çantalı Segman Pense Takımı 4 Parça,Pense Takımları,"2.826,72",https://www.nalburcuk.com/urun/ceta-form-e99-cp04a-bez-cantali-segman-pense-takimi-4-parca
163,CETA.E68-44-0310,CETA FORM E68-44-0310 İç Segman Pensesi 310 mm (Eğri Uçlu-Yaysız),Segman Penseleri,"1.375,14",https://www.nalburcuk.com/urun/ceta-form-e68-44-0310-ic-segman-pensesi-310-mm-egri-uclu-yaysiz
164,CETA.E68-44-0225,CETA FORM E68-44-0225 İç Segman Pensesi 225 mm (Eğri Uçlu-Yaysız),Segman Penseleri,"797,16",https://www.nalburcuk.com/urun/ceta-form-e68-44-0225-ic-segman-pensesi-225-mm-egri-uclu-yaysiz
165,CETA.E68-44-0180,CETA FORM E68-44-0180 İç Segman Pensesi 180 mm (Eğri Uçlu-Yaysız),Segman Penseleri,"649,74",https://www.nalburcuk.com/urun/ceta-form-e68-44-0180-ic-segman-pensesi-180-mm-egri-uclu-yaysiz
166,CETA.E68-44-0140,CETA FORM E68-44-0140 İç Segman Pensesi 140 mm (Eğri Uçlu-Yaysız),Segman Penseleri,"613,08",https://www.nalburcuk.com/urun/ceta-form-e68-44-0140-ic-segman-pensesi-140-mm-egri-uclu-yaysiz
167,CETA.E67-44-0310,CETA FORM E67-44-0310 İç Segman Pensesi 310 mm (Düz Uçlu-Yaysız),Segman Penseleri,"1.301,04",https://www.nalburcuk.com/urun/ceta-form-e67-44-0310-ic-segman-pensesi-310-mm-duz-uclu-yaysiz
168,CETA.E67-44-0225,CETA FORM E67-44-0225 İç Segman Pensesi 225 mm (Düz Uçlu-Yaysız),Segman Penseleri,"770,64",https://www.nalburcuk.com/urun/ceta-form-e67-44-0225-ic-segman-pensesi-225-mm-duz-uclu-yaysiz
169,CETA.E67-44-0180,CETA FORM E67-44-0180 İç Segman Pensesi 180 mm (Düz Uçlu-Yaysız),Segman Penseleri,"612,30",https://www.nalburcuk.com/urun/ceta-form-e67-44-0180-ic-segman-pensesi-180-mm-duz-uclu-yaysiz
170,CETA.E67-44-0140,CETA FORM E67-44-0140 İç Segman Pensesi 140 mm (Düz Uçlu-Yaysız),Segman Penseleri,"576,42",https://www.nalburcuk.com/urun/ceta-form-e67-44-0140-ic-segman-pensesi-140-mm-duz-uclu-yaysiz
171,CETA.E66-44-0310,CETA FORM E66-44-0310 Dış Segman Pensesi 310 mm (Eğri Uçlu-Yaylı),Segman Penseleri,"1.409,46",https://www.nalburcuk.com/urun/ceta-form-e66-44-0310-dis-segman-pensesi-310-mm-egri-uclu-yayli
172,CETA.E66-44-0225,CETA FORM E66-44-0225 Dış Segman Pensesi 225 mm (Eğri Uçlu-Yaylı),Segman Penseleri,"861,12",https://www.nalburcuk.com/urun/ceta-form-e66-44-0225-dis-segman-pensesi-225-mm-egri-uclu-yayli
173,CETA.E66-44-0180,CETA FORM E66-44-0180 Dış Segman Pensesi 180 mm (Eğri Uçlu-Yaylı),Segman Penseleri,"698,10",https://www.nalburcuk.com/urun/ceta-form-e66-44-0180-dis-segman-pensesi-180-mm-egri-uclu-yayli
174,CETA.E66-44-0140,Ceta Form E66-44-0140 Dış Segman Pensesi 140 mm (Eğri Uçlu-Yaylı),Segman Penseleri,"660,66",https://www.nalburcuk.com/urun/ceta-form-e66-44-0140-dis-segman-pensesi-140-mm-egri-uclu-yayli
175,CETA.E65-44-0310,Ceta Form E65-44-0310 Dış Segman Pensesi 310 mm (Düz Uçlu-Yaylı),Segman Penseleri,"1.329,90",https://www.nalburcuk.com/urun/ceta-form-e65-44-0310-dis-segman-pensesi-310-mm-duz-uclu-yayli
176,CETA.E65-44-0225,Ceta Form E65-44-0225 Dış Segman Pensesi 225 mm (Düz Uçlu-Yaylı),Segman Penseleri,"808,08",https://www.nalburcuk.com/urun/ceta-form-e65-44-0225-dis-segman-pensesi-225-mm-duz-uclu-yayli
177,CETA.E65-44-0180,Ceta Form E65-44-0180 Dış Segman Pensesi 180 mm (Düz Uçlu-Yaylı),Segman Penseleri,"641,94",https://www.nalburcuk.com/urun/ceta-form-e65-44-0180-dis-segman-pensesi-180-mm-duz-uclu-yayli
178,CETA.E65-44-0140,Ceta Form E65-44-0140 Dış Segman Pensesi 140 mm (Düz Uçlu-Yaylı),Segman Penseleri,"604,50",https://www.nalburcuk.com/urun/ceta-form-e65-44-0140-dis-segman-pensesi-140-mm-duz-uclu-yayli
179,CETA.E64-54-0170,Ceta Form E64-54-0170 Çelik Halat Kesici (Dövme Ağız) Ø4/170 mm,Kablo Kesme Sıyırma,"860,34",https://www.nalburcuk.com/urun/ceta-form-e64-54-0170-celik-halat-kesici-170-mm
180,CETA.E62-280,CETA FORM E62-280 Cırcırlı Kablo Kesici 280 mm,Kablo Kesme Sıyırma,"13.699,14",https://www.nalburcuk.com/urun/ceta-form-e62-280-circirli-kablo-kesici-280-mm
181,CETA.E62-250,CETA FORM E62-250 Cırcırlı Kablo Kesici 250 mm,Kablo Kesme Sıyırma,"9.738,30",https://www.nalburcuk.com/urun/ceta-form-e62-250-circirli-kablo-kesici-250-mm
182,CETA.E60-41-0160,CETA FORM E60-41-0160 Kablo Kesici 160 mm,Kablo Kesme Sıyırma,"708,24",https://www.nalburcuk.com/urun/ceta-form-e60-41-0160-kablo-kesici-160-mm
183,CETA.E60-51-0170,CETA FORM E60-51-0170 Rzr Serisi Kablo Kesici 170 mm,Kablo Kesme Sıyırma,"751,92",https://www.nalburcuk.com/urun/ceta-form-e60-51-0170-rzr-serisi-kablo-kesici-170-mm
184,CETA.E55-280-2,CETA FORM E55-280-2 ''C'' Tipi Ayarlı Pense 280 mm,Ayarlı Penseler,"1.914,90",https://www.nalburcuk.com/urun/ceta-form-e55-280-2-c-tipi-ayarli-pense-280-mm
185,CETA.E54-200-2,CETA FORM E54-200-2 Kaynakçı Ayarlı Pensesi 200 mm,Ayarlı Penseler,"1.900,08",https://www.nalburcuk.com/urun/ceta-form-e54-200-2-kaynakci-ayarli-pensesi-200-mm
186,CETA.E53-280-2,CETA FORM E53-280-2 Kaynakçı Ayarlı Pensesi 280 mm,Ayarlı Penseler,"1.689,48",https://www.nalburcuk.com/urun/ceta-form-e53-280-2-kaynakci-ayarli-pensesi-280-mm
187,CETA.E50L-170-2,CETA FORM E50L-170-2 Uzun Burunlu Ayarlı Pense 170 mm,Ayarlı Penseler,"1.016,34",https://www.nalburcuk.com/urun/ceta-form-e50l-170-2-uzun-burunlu-ayarli-pense-170-mm
188,CETA.E52S-240-2,CETA FORM E52S-240-2 Özel Ağızlı Ayarlı Pense 240 mm,Ayarlı Penseler,"1.212,90",https://www.nalburcuk.com/urun/ceta-form-e52s-240-2-ozel-agizli-ayarli-pense-240-mm
189,CETA.E51-240-2,CETA FORM E51-240-2 Düz Ağızlı Ayarlı Pense 240 mm,Ayarlı Penseler,"1.175,46",https://www.nalburcuk.com/urun/ceta-form-e51-240-2-duz-agizli-ayarli-pense-240-mm
190,CETA.E50-300-2,CETA FORM E50-300-2 Üniversal Ayarlı Pense 300 mm,Ayarlı Penseler,"1.758,90",https://www.nalburcuk.com/urun/ceta-form-e50-300-2-universal-ayarli-pense-300-mm
191,CETA.E50-240-2,CETA FORM E50-240-2 Üniversal Ayarlı Pense 240 mm,Ayarlı Penseler,"1.127,10",https://www.nalburcuk.com/urun/ceta-form-e50-240-2-universal-ayarli-pense-240-mm
192,CETA.E50-190-2,CETA FORM E50-190-2 Üniversal Ayarlı Pense 190 mm,Ayarlı Penseler,"1.084,20",https://www.nalburcuk.com/urun/ceta-form-e50-190-2-universal-ayarli-pense-190-mm
193,CETA.E50-140-2,CETA FORM E50-140-2 Üniversal Ayarlı Pense 140 mm,Ayarlı Penseler,"890,76",https://www.nalburcuk.com/urun/ceta-form-e50-140-2-universal-ayarli-pense-140-mm
194,CETA.E38-54-0200,CETA FORM E38-54-0200 Kompakt Keski 200 mm,Yankeskiler,"1.637,22",https://www.nalburcuk.com/urun/ceta-form-e38-54-0200-kompakt-keski-200-mm
195,CETA.E36-56-0280,CETA FORM E36-56-0280 Betoncu Kerpeteni 280 mm,Kerpetenler,"748,80",https://www.nalburcuk.com/urun/ceta-form-e36-56-0280-betoncu-kerpeteni-280-mm
196,CETA.E36-56-0250,CETA FORM E36-56-0250 Betoncu Kerpeteni 250 mm,Kerpetenler,"672,36",https://www.nalburcuk.com/urun/ceta-form-e36-56-0250-betoncu-kerpeteni-250-mm
197,CETA.E36-56-0225,CETA FORM E36-56-0225 Betoncu Kerpeteni 225 mm,Kerpetenler,"623,22",https://www.nalburcuk.com/urun/ceta-form-e36-56-0225-betoncu-kerpeteni-225-mm
198,CETA.E36-54-0280,CETA FORM E36-54-0280 Betoncu Kerpeteni 280 mm,Kerpetenler,"772,98",https://www.nalburcuk.com/urun/ceta-form-e36-54-0280-betoncu-kerpeteni-280-mm
199,CETA.E36-54-0250,CETA FORM E36-54-0250 Betoncu Kerpeteni 250 mm,Kerpetenler,"693,42",https://www.nalburcuk.com/urun/ceta-form-e36-54-0250-betoncu-kerpeteni-250-mm
200,CETA.E37-54-0180,CETA FORM E37-54-0180 Tepe Keski 180 mm,Yankeskiler,"661,44",https://www.nalburcuk.com/urun/ceta-form-e37-54-0180-tepe-keski-180-mm
201,CETA.E36-54-0225,CETA FORM E36-54-0225 Betoncu Kerpeteni 225 mm,Kerpetenler,"646,62",https://www.nalburcuk.com/urun/ceta-form-e36-54-0225-betoncu-kerpeteni-225-mm
202,CETA.E37-54-0160,CETA FORM E37-54-0160 Tepe Keski 160 mm,Yankeskiler,"534,30",https://www.nalburcuk.com/urun/ceta-form-e37-54-0160-tepe-keski-160-mm
203,CETA.E35-54-0200,CETA FORM E35-54-0200 Marangoz Kerpeteni 200 mm,Kerpetenler,"759,72",https://www.nalburcuk.com/urun/ceta-form-e35-54-0200-marangoz-kerpeteni-200-mm
204,CETA.E35-54-0180,CETA FORM E35-54-0180 Marangoz Kerpeteni 180 mm,Kerpetenler,"632,58",https://www.nalburcuk.com/urun/ceta-form-e35-54-0180-marangoz-kerpeteni-180-mm
205,CETA.E35-54-0160,CETA FORM E35-54-0160 Marangoz Kerpeteni 160 mm,Kerpetenler,"562,38",https://www.nalburcuk.com/urun/ceta-form-e35-54-0160-marangoz-kerpeteni-160-mm
206,CETA.E99-41-W09PZ,CETA FORM E99-41-W09PZ Deri Çantalı Pense-Tornavida Seti 9 Parça,Pense Takımları,"2.919,54",https://www.nalburcuk.com/urun/ceta-form-e99-41-w09pz-deri-cantali-pense-tornavida-seti-9-parca
207,CETA.E99-41-W09PH,CETA FORM E99-41-W09PH Pense Tornavida Seti 9 Parça,Pense Takımları,"2.919,54",https://www.nalburcuk.com/urun/ceta-form-e99-41-w09ph-pense-tornavida-seti-9-parca
208,CETA.E99-41-03B,CETA FORM E99-41-03B Pense Takımı 3 Parça,Pense Takımları,"2.019,42",https://www.nalburcuk.com/urun/ceta-form-e99-41-03b-pense-takimi-3-parca
209,CETA.E99-41-03A,CETA FORM E99-41-03A DuoTech Pense Takımı 3 Parça,Pense Takımları,"1.768,26",https://www.nalburcuk.com/urun/ceta-form-e99-41-03a-duotech-pense-takimi-3-parca
210,CETA.E99-41-02A,CETA FORM E99-41-02A Pense Takımı 2 Parça,Pense Takımları,"1.191,84",https://www.nalburcuk.com/urun/ceta-form-e99-41-02a-pense-takimi-2-parca
211,CETA.E30-54-0300,CETA FORM E30-54-0300 Papağan Pense 300 mm,Papağan/Fort Penseler,"1.372,80",https://www.nalburcuk.com/urun/ceta-form-e30-54-0300-papagan-pense-300-mm
212,CETA.E30-54-0250,CETA FORM E30-54-0250 Papağan Pense 250 mm,Papağan/Fort Penseler,"827,58",https://www.nalburcuk.com/urun/ceta-form-e30-54-0250-papagan-pense-250-mm
213,CETA.E30-51-0250,CETA FORM E30-51-0250 Papağan Pense 250 mm,Papağan/Fort Penseler,"890,76",https://www.nalburcuk.com/urun/ceta-form-e30-51-0250-papagan-pense-250-mm
214,CETA.E25-AT1,CETA FORM E25-AT1 Otomatik Kablo Sıyırıcı,Kablo Kesme Sıyırma,"1.299,48",https://www.nalburcuk.com/urun/ceta-form-e25-at1-otomatik-kablo-siyirici
215,CETA.E25-COS,CETA FORM E25-COS Koaksiyel Kablo Sıyırma Aleti,Kablo Kesme Sıyırma,"922,74",https://www.nalburcuk.com/urun/ceta-form-e25-cos-koaksiyel-kablo-siyirma-aleti
216,CETA.E25-CK28H,CETA FORM E25-CK28H Kablo Soyma Bıçağı,Kablo Kesme Sıyırma,"756,60",https://www.nalburcuk.com/urun/ceta-form-e25-ck28h-kablo-soyma-bicagi
217,CETA.E25-AS06,CETA FORM E25-AS06 Otomatik Kablo Sıyırma Aleti,Kablo Kesme Sıyırma,"1.352,52",https://www.nalburcuk.com/urun/ceta-form-e25-as06-otomatik-kablo-siyirma-aleti
218,CETA.E25-41-0160,CETA FORM E25-41-0160 Kablo Sıyırma Pensesi 160 mm,Kablo Kesme Sıyırma,"780,78",https://www.nalburcuk.com/urun/ceta-form-e25-41-0160-kablo-siyirma-pensesi-160-mm
219,CETA.E25-11-0160,CETA FORM E25-11-0160 Kablo Sıyırma Pensesi 160 mm,Kablo Kesme Sıyırma,"865,80",https://www.nalburcuk.com/urun/ceta-form-e25-11-0160-kablo-siyirma-pensesi-160-mm
220,CETA.E18-41-0160,CETA FORM E18-41-0160 Yuvarlak Kargaburun 160 mm,Kargaburunlar,"576,42",https://www.nalburcuk.com/urun/ceta-form-e18-41-0160-yuvarlak-kargaburun-160-mm
221,CETA.E18-11-0160,CETA FORM E18-11-0160 Yuvarlak Kargaburun 160 mm,Kargaburunlar,"661,44",https://www.nalburcuk.com/urun/ceta-form-e18-11-0160-yuvarlak-kargaburun-160-mm
222,CETA.E17-41-0160,CETA FORM E17-41-0160 Yassı Kargaburun 160 mm,Kargaburunlar,"561,60",https://www.nalburcuk.com/urun/ceta-form-e17-41-0160-yassi-kargaburun-160-mm
223,CETA.E17-11-0160,CETA FORM E17-11-0160 Yassı Kargaburun 160 mm,Kargaburunlar,"646,62",https://www.nalburcuk.com/urun/ceta-form-e17-11-0160-yassi-kargaburun-160-mm
224,CETA.E16-43-0160,CETA FORM E16-43-0160 Eğri Kargaburun 160 mm,Kargaburunlar,"612,30",https://www.nalburcuk.com/urun/ceta-form-e16-43-0160-egri-kargaburun-160-mm
225,CETA.E16-43-0200,CETA FORM E16-43-0200 Eğri Kargaburun 200 mm,Kargaburunlar,"706,68",https://www.nalburcuk.com/urun/ceta-form-e16-43-0200-egri-kargaburun-200-mm
226,CETA.E16-41-0200,CETA FORM E16-41-0200 Eğri Kargaburun 200 mm,Kargaburunlar,"706,68",https://www.nalburcuk.com/urun/ceta-form-e16-41-0200-egri-kargaburun-200-mm
227,CETA.E16-11-0200,CETA FORM E16-11-0200 Eğri Kargaburun 200 mm,Kargaburunlar,"818,22",https://www.nalburcuk.com/urun/ceta-form-e16-11-0200-egri-kargaburun-200-mm
228,CETA.E16-41-0160,CETA FORM E16-41-0160 Eğri Kargaburun 160 mm,Kargaburunlar,"612,30",https://www.nalburcuk.com/urun/ceta-form-e16-41-0160-egri-kargaburun-160-mm
229,CETA.E16-11-0160,CETA FORM E16-11-0160 Eğri Kargaburun 160 mm,Kargaburunlar,"712,14",https://www.nalburcuk.com/urun/ceta-form-e16-11-0160-egri-kargaburun-160-mm
230,CETA.E15-43-0160,CETA FORM E15-43-0160 Kargaburun 160 mm,Kargaburunlar,"576,42",https://www.nalburcuk.com/urun/ceta-form-e15-43-0160-kargaburun-160-mm
