item_name,price,tarih,kategori,para_birimi,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Colgate Çocuk Diş Fırçası Barbi – Spiderman 2 – 5 Yaş,255.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-3.2196969696969697
Colgate Minions Çocuk Diş Fırçası 6+ Yaş,261.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-3.153988868274583
Colgate 360 İnter Diş Arası Temizliği Orta 1+1,120.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate Maksimum Anti Çürük Diş Macunu 75 Ml,105.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate 360 Optik Beyaz Diş Fırçası Orta 1+1,396.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate 360 Komple Ağız Temizliği Diş Fırçası Orta 1+1,396.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate Optik Beyaz Diş Macunu 75 Ml,351.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Yatak Koruyucu Ortu 80*180 Cm 10Lu,289.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Kulotlu Mesane Pedı L 9Lu,404.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Ultra Mesane Pedi 10 Lu,245.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Mesane Pedı Avantaj M 20Lı,401.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Mesane Pedi Büyük Boy Yoğun 20’Li Avantaj Paketi,401.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Kulotlu Mesane Pedı M 10Lu,393.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Belbantlı Hasta Bezi Extra Küçük 30 Lu,756.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Emici Külot Ekstra Large 8 Li,338.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,13.590604026845638
Canped Günlük Mesane Pedi Orta Boy 10 Lu,220.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canped Günlük Mesane Pedi Büyük 10 Lu,220.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Canbebe Bebek Bakım Örtüsü 8 Adet,145.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Caldion Erkek Roll-On 50 Ml,122.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Caldion Edt Erkek 100 Ml + Deodorant 150 Ml,724.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Caldion Classic Bayan Set 50 Ml Parfüm Edt + 150 Ml Deodorant,660.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bonhair Styling Wax Gum Gel 700 Ml,187.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Blendax Badem Yağı Özlü Şampuan 500 Ml,123.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Blendax Kiraz Özlü Şampuan 500 Ml,123.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bioblas Saç Dökülmesine Karşı Siyah Sarımsak Şampuanı 1000 Ml,297.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bioblas Saç Dökülmesi Ve Yağlanmaya Karşı Şampuan 360 Ml,150.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bioblas Tüm Saçlar İçin Argan Şampuanı 360 Ml,150.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bioblas Saç Dökülmesine Karşı Yavaş Uzayan Saçlar İçin Şampuan 360 Ml,150.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bioblas 200Ml Sıvı Sbk Saç Dökülme Karşıtı,222.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bioblas Botanic Oils Argan Saç Bakım Yağı 100 Ml,262.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bambino 70 Li Makyaj Pamuğu,37.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,12.121212121212121
Axe Erkekler İçin Sprey Deodorant Ice Chill 150 Ml,231.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Axe Deodorant Black 150 Ml Erkek,231.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Axe Deodorant Apollo 150 Ml Erkek,231.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Krem Prebiyotik Yulaf Sütü 250Ml,190.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Tıraş Jeli 2 İn 1 Black 200 Ml,257.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Tıraş Köpüğü Black 200 Ml,188.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Krem Değerli Yağlar Serisi Zeytinyağlı 60 Ml,117.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Krem Değerli Yağlar Serisi Avokado 60 Ml,117.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Krem Nemlendirici Soft Bakım 60 Ml,94.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Nem Değerli Yağlar Zeytinyağlı El Ve Vücut Kremi 250 Ml,198.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Nem Değerli Yağlar Hindistan Cevizli El Ve Vücut Kremi 250 Ml,198.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Nem Değerli Yağlar Avokadolu El Ve Vücut Kremi 250 Ml,198.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Men T1 Tıraş Bıçağı 10Lu Kullan At Bıçak,170.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Men Anti-Irritation Tıraş Jeli 200 Ml,257.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Tıraş Köpüğü Anti-İrritation 200 Ml,188.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Tıraş Kolonyası Black Edition 255 ml,196.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Tıraş Kolonyası Platinum 255 ml,196.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Nem Soft Touch Krem 250 Ml,174.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Nem Ekstra Nemlendirici Gliserinli Bakım Kremi 250 Ml,191.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Rexona Shower Clean Bayan Deodorant Sprey 150 Ml,173.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,-23.788546255506606,-23.788546255506606
Sensodyne Mint Yeşil Diş Macunu 75 Ml,499.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,13.40909090909091
Listerine Ağız Gargarası Cool Mint 500 Ml,249.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Men Cool Kick Roll-On 50 Ml,167.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,-35.70057581573896,-35.70057581573896
Nivea Double Effect Kadın Roll-On 50 Ml,167.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,-35.70057581573896,-35.70057581573896
Hacı Şakir Leylak Sabunu 600 Gr,182.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Bonhair Saç Jölesi 700 Ml,157.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate Plax Çay Ve Limon Ağız Bakım Suyu 500 Ml,237.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Cansın Yara Bandı 5 Li,36.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,7.352941176470589
Mehmet Aydın Zeytinyağlı Bıttım Sabunu 480 Gr,151.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,,
Mehmet Aydın Zeytinyağlı Defne Sabunu 950 Gr,257.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,,0.0
"Activex Hassas Antibakteriyel Sıvı Sabun 1,5 Lt",343.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,9.235668789808917,9.235668789808917
"Activex Antibakteriyel Sıvı Sabun Aktif 1,5 Lt",371.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,8.47953216374269,8.47953216374269
Duru Fresh Sensations Zeytinyağlı Duş Sabunu 600 Gr,224.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Duru Fresh Çiçek Tazeliği Güzellik Sabunu 4 X 110 Gr,151.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Duru Fresh Ocean Güzellik Sabunu 4 X 110 Gr,151.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Caldion Kadın Roll-On 50 Ml,122.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Caldion Bayan Deodorant 150 Ml,127.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Caldion Bay Deodorant 150 Ml,127.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Jagler Classic Erkek Deodorant 150 Ml,125.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
She Is Fun Deodorant For Women 150 Ml,125.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
She Is Sexy Deodorant For Women 150 Ml,125.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,,
Eyüp Sabri Tuncer Gül Suyu 350 Ml,159.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Johnson’s Baby Vazelin Parfümlü 100 Ml,175.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Sensodyne Onarım Ve Koruma Diş Macunu 75 Ml,481.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,22.391857506361323
Canped Emici Külot Büyük Boy 8 Li,338.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,13.590604026845638
Canped Emici Külot Orta Boy 9 Lu,328.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,14.0625
Canped Yatak Koruyucu Örtü 60*90 Cm 10’lu,167.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Okey Prezervatif Rötar 10 Lu,341.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Okey Prezervatif Zirve 10 Lu,341.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Okey Prezervatif Hisset 10 Lu,335.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Selin Limon Kolonyası 900 Ml,179.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Selin Limon Kolonyası 400 Ml,138.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Fresh Erkek Roll-On Deodorant 50 Ml,167.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,-35.70057581573896,-35.70057581573896
Nivea Fresh Natural Kadın Deodorant 150 Ml,175.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,-34.701492537313435,-34.701492537313435
Colgate Maksimum White Kalıcı Beyazlık Diş Macunu 75 Ml,189.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Axe Deodorant Dark Temptation Chocolate 150 Ml Erkek,231.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Orkid Günlük Koruma Normal 40 Lı,174.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Invisible Black And White Pure Bayan Deodorant 150 Ml,175.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,-34.701492537313435,-34.701492537313435
Nivea Fresh Erkek Deodorant 150 Ml,175.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,-34.701492537313435,-34.701492537313435
Kotex Ultra Uzun 18 Li,108.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Kotex Ultra Gece 16 Lı,108.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Kotex Ultra Normal 24 Lü,108.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Kotex Ultra Uzun 7 Li,44.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Derby Banyo Kullan At Tıraş Bıçağı 5 Li,82.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Derby Tek Bıçaklı Tıraş Bıçağı 5 Li,82.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Krem Teneke 250 Ml,321.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Krem Teneke 150 Ml,280.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Soft Nemlendirici Bakım Kremi Tüp 75 Ml,139.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Eyüp Sabri Tuncer Sprey Limon Kolonyası 150 Ml,126.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Sensodyne Ferah Nefes Diş Macunu 100 Ml,258.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Sensodyne Naneli Diş Macunu 100 Ml,257.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Sensodyne Florür Diş Macunu 100 Ml,257.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Gillette Mach3 4 Lü Tıraş Bıçağı,746.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,12.180451127819548,12.180451127819548
Gillette Mach3 2 Li Yedek Tıraş Bıçağı,425.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,,26.448736998514118
Kotex Ultra 8 Li Normal,42.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Rexona Roll-On Quantum Men 50 Ml,261.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Dove Go Fresh Touch Sabun 90 Gr,61.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Dove Gentle Exfoliating Beauty Cream Bar Sabun 90 Gr,59.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Dove Cream Bar Sabun Original 90 Gr,61.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Signal White Now Extra Fresh Diş Macunu 75 Ml,242.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Cool Tıraş Kolonyası 250 Ml,196.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Tıraş Jeli Cool 200 Ml,257.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Extra Sensitive Tıraş Köpüğü 200 Ml,181.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Cool Tıraş Köpüğü 200 Ml,181.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Men Sensitive Tıraş Kremi 100 Gr,95.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Men Cool Tıraş Kremi 100 Gr,95.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Tıraş Sabunu 75 Gr,94.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Arko Klasik Yağlı Krem 20 Cc,48.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Duru Geleneksel Pirina Sabun 800 Gr,218.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Duru Lavanta Sabunu 600 Gr,165.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-1.7857142857142856
Duru Gül Sabunu 600 Gr,165.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-1.7857142857142856
Duru Beyaz Sabun 600 Gr,165.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-1.7857142857142856
Duru Saf Doğal Ferahlık Güzellik Sabunu 4 X 70 Gr,99.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Duru Saf Doğal Lavanta Güzellik Sabunu 4 X 70 Gr,97.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-2.512562814070352
Duru Saf Doğal Gül Güzellik Sabunu 4 X 70 Gr,99.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Soft Nemlendirici Bakım Kremi 300 Ml,245.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Nivea Soft Krem 100 Ml,144.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Eyüp Sabri Tuncer Kolonya Plastik 400 Ml,205.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-1.4423076923076923
Eyüp Sabri Tuncer Kolonya Plastik 1 Lt,359.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-0.4160887656033287
Gillette Normal Tıraş Köpüğü 200 Ml,169.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,14.527027027027026,14.527027027027026
Gillette Klasik Tıraş Köpüğü 200 Ml,169.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,14.527027027027026,14.527027027027026
Blendax Yasemin Özlü Şampuan 500 Ml,123.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Blendax Kepeğe Karşı Etkili Şampuan 500 Ml,123.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Blendax Erkekler İçin Mentollü Şampuan 500 Ml,123.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Blendax Erkek Kepeğe Karşı Etkili Şampuan 500 Ml,123.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Şampuan Badem Kuru Ve Yıpranan Saçlar İçin 2 Si 1 Arada 500 Ml,86.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Şampuan 500 Ml Bal Özü,86.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Şampuan Zeytin Yağlı Tüm Saç Tipleri İçin 2 Si 1 Arada 500 Ml,86.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Şampuan Hindistan Cevizli Normal Saçlar İçin 2 Si 1 Arada 500 Ml,86.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Lavanta Sabunu 4 X 70 Gr,116.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-3.3333333333333335
"Hacı Şakir Hindistan Cevizli Sıvı Sabun 1,5 Lt",335.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate Diş Fırçası Çocuk,173.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate Çocuk Diş Macunu 50 Ml,191.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate Ekstra Clean Diş Fırçası 1+1,151.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Blendax Isırgan Özlü Şampuan 500 Ml,123.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Colgate Total Gelişmiş Beyazlık Diş Macunu 75 Ml,277.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Elegan Sabun 4 X 70 Gr,116.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-3.3333333333333335
Hacı Şakir Klasik Sabun 4 X 70 Gr,116.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,-3.3333333333333335
Hacı Şakir Doğal Sabun 600 Gr,182.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Gül Sabunu 600 Gr,182.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Hacı Şakir Lavanta Sabunu 600 Gr,182.0,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Kotex Ultra Gece 6 Lı,42.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Signal Performance Yumuşak Diş Fırçası,123.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Signal White Now Diş Macunu 75 Ml,236.5,2026-05-25,kisisel-bakim,TRY,13,0.0,0.0,0.0,0.0
Sitil Classic Koyu Kahverengi Ayakkabı Boyası Krem 175 ml,72.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Sitil Classic Siyah Ayakkabı Boyası Krem 175 ml,72.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Beybi Lateks Pudralı Eldiven Small 100’lü,354.5,2026-05-25,temizlik,TRY,05,0.0,0.0,23.95104895104895,23.95104895104895
Beybi Vinil Pudrasız Muayene Eldiven MDR 100’lü Medium,284.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.5300353356890459,30.804597701149426
Niceplast Bambu Cips Çatalı 100’lü,88.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Garden Sprey Okyanus Oda Kokusu 260 Ml,98.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Air Wick Freshmatic Yedek Sprey Temizliğin Esintisi 250 Ml,236.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,12.918660287081341
Fairy Power Sprey 3’Ü 1 Arada Bulaşık Ve Mutfak 500 Ml,154.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Yumoş Jet Fresh Giysi Spreyi Yıkamadan Ferah Koku Ve Ütü Etkisi Orkide 200 Ml,214.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Omo Sıvı Deterjan Siyahlar 1690 Ml,276.5,2026-05-25,temizlik,TRY,05,0.0,0.0,-8.443708609271523,
"Omo Sıvı Çamaşır Deterjanı Active Fresh 26 Yıkama 1,69 Lt",276.5,2026-05-25,temizlik,TRY,05,0.0,0.0,-8.443708609271523,
Yumoş Jet Fresh Giysi Spreyi Yıkamadan Ferah Koku Ve Ütü Etkisi Lilyum 200 Ml,214.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Finish Quantum 60 Kapsül Bulaşık Makinesi Deterjanı Tableti,404.5,2026-05-25,temizlik,TRY,05,0.0,0.0,7.436918990703852,7.436918990703852
Yumoş Extra Konsantre Çamaşır Yumuşatıcısı Renkliler İçin Amber 60 Yıkama 1440 Ml,237.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Fairy Sıvı Bulaşık Deterjanı Elma 1500 Ml,208.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Fairy Sıvı Bulaşık Deterjanı Limon 1500 Ml,208.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Fairy Sıvı Bulaşık Deterjanı Limon 2600 Ml,357.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,3.77906976744186
Uni Baby Leke Çıkarıcı Sprey 500Ml,189.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Vileda Colors Çizmez 4Lu,161.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Koroplast Oluklu Bulaşık Süngeri 8Li,92.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Yumoş Sıvı Deterjan Hassas Giysiler İçin İpeksi Bakım 2520 ml,202.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,-16.70103092783505
Extreme Bambu Çubuklu Koku Beyaz Çiçek 50 Ml,64.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Extreme Bambu Çubuklu Oda Kokusu Orkide 50 Ml,64.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Extreme Bambu Çubuklu Oda Kokusu Lavanta 50 Ml,64.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Garden 260Ml Lavanta Oda Kokusu,118.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Garden 260Ml Parfume Oda Kokusu,118.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Uni Baby Konsantre Yumuşatıcı 1200 Ml,238.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Rinso Matik Limon Ve Karbonat Toz Deterjan 8 Kg,513.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,
Maylo Puf Mendil Çek Kullan 150 Yaprak,48.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Yumoş Uzman Renk Koruma 1200 Ml,214.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Scotch Brite Çilek Kokulu Temizlik Bezi 3 Lü,132.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,11.864406779661017
Scotch Brite Mikrofiber Bez Açık 4 Lü,383.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,3.5135135135135136
Scotch Brite Hassas Bulaşık Eldiveni M Beden,209.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,23.668639053254438
Porçöz Yağ Sökücü Sprey 750 Ml,110.0,2026-05-25,temizlik,TRY,05,0.0,0.0,6.280193236714976,6.280193236714976
Vileda Ultra Parlak Sünger,74.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
Mr. Muscle Lavabo Açıcı 2X50 Gr,133.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,11.297071129707113
Pril Hepsi 1 Arada Jel 1080 Ml,333.2,2026-05-25,temizlik,TRY,05,0.0,0.0,4.059962523422861,4.059962523422861
Pril Adana Portakalı Bulaşık Deterjanı 1350 Gr,167.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,-1.183431952662722
Pril Amasya Elması Bulaşık Deterjanı 1350 Gr,167.0,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,-1.183431952662722
Pril Adana Portakalı Bulaşık Deterjanı 675 Gr,87.5,2026-05-25,temizlik,TRY,05,0.0,0.0,0.0,0.0
