Product Name,Product Cost,Product Original Cost,Discount Amount,Discount Rate,Currency,Product ID,Stock Quantity,In Stock,Main Category,Top Category,Category ID,Category Path,Source Category,Source Category URL,Product URL,Image URL,Color,Size,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Karaca Parla 2 Kişilik Kahve Fincan Takımı 90 ml Pembe,899.99,899.99,0.0,0.0,TRY,7203335,11,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-parla-2-kisilik-kahve-fincani-pembe,https://cdn.karaca.com/image/banner/8683650320913-234.jpg,,,05,,0.0,0.0,
Karaca Perry Kalpli 6 Kişilik Kahve Fincan Takımı 90 Ml,999.99,999.99,0.0,0.0,TRY,7207678,2,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-perry-kalpli-6-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/cdndata/1/202410/000001000208175001/8683650366249_0.jpg,,,05,,0.0,,
Karaca Pia Ece Çift Cidarlı 4 Kişilik Standlı Kahve Fincanı 80 ml,699.99,999.99,300.0,30.0,TRY,7211687,253,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-pia-ece-4-kisilik-standli-kahve-fincani,https://cdn.karaca.com/image/000001000193232001/karaca-pia-ece-4-kisilik-standli-kahve-fincani-000001000193232001-15.jpg,,,05,,0.0,0.0,
Karaca Pia Çift Cidarlı Kahve Fincanı 100 ml,99.99,114.99,15.0,13.04,TRY,3921094,12,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-pia-kahve-fincani-100-ml,https://cdn.karaca.com/image/cdndata/185/201907/153.03.07.7771/8697918660918-83.jpg,,,05,,0.0,,
Karaca Pineapple 2 Kişilik Kahve Fincanı 90 ml,999.99,999.99,0.0,0.0,TRY,7232885,21,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-pineapple-2-kisilik-90-ml-kahve-fincani,https://cdn.karaca.com/image/000001000257494001/karaca-pineapple-2-kisilik-90-ml-kahve-fincani-000001000257494001-11.jpg,,,05,,0.0,0.0,
Karaca Pink Love Kahve Fincanı ve Tabağı Pembe 100 ml,449.99,449.99,0.0,0.0,TRY,7231396,5,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-pink-love-kahve-fincani-pembe,https://cdn.karaca.com/image/000001000254642001/karaca-pink-love-kahve-fincani-ve-tabagi-pembe-000001000254642001-1.jpg,,,05,,0.0,0.0,
Karaca Piraye Kalp Figürlü 6 Kişilik Kahve Fincan Takımı 80 ml,1299.0,1299.0,0.0,0.0,TRY,7140088,2,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-piraye-6-kisilik-kahve-fincan-takimi-80-ml,https://cdn.karaca.com/image/000001000000330001/karaca-piraye-6-kisilik-kahve-fincan-takimi-80-ml-000001000000330001.jpg,,,05,,0.0,0.0,
Karaca Roman 2 Kişilik Kahve Fincan Takımı 90 ml,999.99,999.99,0.0,0.0,TRY,7173518,237,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-roman-2-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/banner/deneme-semih/000001000156294001-95.jpg,,,05,,0.0,,
Karaca Rory Kalp Figürlü 6 Kişilik Kahve Fincan Takımı 80 ml,799.99,799.99,0.0,0.0,TRY,7210704,30,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-rory-6-kisilik-kahve-fincani-80-ml,https://cdn.karaca.com/image/000001000238675001/000001000238675001-88.jpg,,,05,,0.0,33.3338888981483,
Karaca Rory Kalp Figürlü Kahve Fincanı ve Tabağı 80 ml,229.99,279.99,50.0,17.86,TRY,7127875,14386,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-rory-tek-kisilik-kahve-fincan-takimi-80-ml,https://cdn.karaca.com/image/000001000130176001/karaca-rory-tek-kisilik-kahve-fincan-takimi-80-ml-000001000130176001.jpg,,,05,,0.0,0.0,
Karaca Royal Bone Elizabeth 6 Kişilik Kahve Fincan Takımı 90 Ml,1699.0,1699.0,0.0,0.0,TRY,7210017,22,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-royal-bone-elizabeth-6-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/000001000237116001/karaca-royal-bone-elizabeth-6-kisilik-kahve-fincan-takimi-90-ml-000001000237116001-5.jpg,,,05,,0.0,,
Karaca Royal Bone Victoria 6 Kişilik Kahve Fincan Takımı 90 ml,1699.0,1699.0,0.0,0.0,TRY,7209992,2,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-royal-bone-victoria-6-kisilik-kahve-fincani,https://cdn.karaca.com/image/000001000237118001/karaca-royal-bone-victoria-6-kisilik-kahve-fincani-90-ml-000001000237118001.jpg,,,05,,,,
Karaca Saturn 2 Kişilik Kahve Fincanı Takımı 100 ml Gold,699.99,699.99,0.0,0.0,TRY,6480459,2961,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-saturn-2-kisilik-kahve-fincani-takimi,https://cdn.karaca.com/image/000001000003317001/karaca-streamline-saturn-gold-2-kisilik-kf-000001000003317001-2.jpg,,,05,,0.0,16.66694444907415,
Karaca Seashell 2 Kişilik Kahve Fincan Takımı 80 ml,349.99,499.99,150.0,30.0,TRY,7209535,4,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-seashell-2-kisilik-kahve-fincani,https://cdn.karaca.com/image/000001000236429001/karaca-seashell-2-kisilik-kahve-fincan-takimi-80-ml-000001000236429001.jpg,,,05,,0.0,0.0,
Karaca Serpil 6 Kişilik Kahve Fincan Takımı Platin 100 ml,1799.0,1799.0,0.0,0.0,TRY,7211464,58,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-serpil-6-kisilik-kahve-fincan-takimi-platin-100-ml,https://cdn.karaca.com/image/000001000180907002/karaca-serpil-6-kisilik-kahve-fincan-takimi-platin-100-ml-000001000180907002.jpg,,,05,,,,
Karaca Stream Basic Line Kahve Fincanı ve Tabağı 90 ml,399.99,399.99,0.0,0.0,TRY,7183031,7,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-stream-basic-line-kahve-fincani-ve-tabagi-90-ml,https://cdn.karaca.com/image/000001000001299001/karaca-stream-basic-line-kahve-fincani-ve-tabagi-90-ml-000001000001299001-1.jpg,,,05,,0.0,0.0,
Karaca Streamline Hole 6 Kişilik Kahve Fincan Takımı 80 ml,1499.0,1499.0,0.0,0.0,TRY,7080216,1903,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-streamline-hole-6-kisilik-kahve-fincan-takimi-80-ml,https://cdn.karaca.com/image/cdndata/1/202202/000001000000414001/8683650000891-10.jpg,,,05,,0.0,15.396458814472672,
Karaca Streamline Saturn 6 Kişilik Kahve Fincan Takımı,999.99,999.99,0.0,0.0,TRY,7219935,3,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-streamline-saturn-6-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000014390003/karaca-streamline-saturn-6-kisilik-kahve-fincan-takimi-000001000014390003-5.jpg,,,05,,,,
Karaca Streamline Saturn 6 Kişilik Kahve Fincan Takımı 100 ml Gold,1999.0,1999.0,0.0,0.0,TRY,3938014,1640,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-saturn-6-kisilik-porselen-kahve-fincan-takimi,https://cdn.karaca.com/image/banner/deneme-semih/000001000014390001-95.jpg,,,05,,0.0,11.117287381878821,
Karaca Streamline Saturn 6 Kişilik Kahve Fincan Takımı 100 ml Platin,1999.0,1999.0,0.0,0.0,TRY,6213047,506,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-saturn-platin-6-kisilik-kahve-fincani-takimi,https://cdn.karaca.com/image/banner/deneme-semih/000001000014390002-95.jpg,,,05,,0.0,11.117287381878821,
Karaca Streamline Saturn Tek Kişilik Kahve Sunum Seti 100 ml,799.99,799.99,0.0,0.0,TRY,7211694,310,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-streamline-saturn-tek-kisilik-kahve-sunum-seti,https://cdn.karaca.com/image/000001000238521001/karaca-streamline-saturn-tek-kisilik-kahve-sunum-seti-100-ml-000001000238521001-1.jpg,,,05,,0.0,0.0,
Karaca Streamline Sunset 6 Kişilik Kahve Fincan Takımı 100 ml,1499.0,1499.0,0.0,0.0,TRY,7080204,1898,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-sunset-6-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/000001000000404001/karaca-streamline-sunset-6-kisilik-kahve-fincan-takimi-100-ml-000001000000404001-1.jpg,,,05,,0.0,15.396458814472672,
Karaca Suadiye 6 Kişilik Kahve Fincan Takımı 90 ml,1799.0,1799.0,0.0,0.0,TRY,7206521,447,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-suadiye-6-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000193107001/karaca-suadiye-90-ml-6-kisilik-kahve-fincani-000001000193107001-14.jpg,,,05,,0.0,5.885815185403178,
Karaca Swan 6 Kişilik Kahve Fincan Takımı 90 ml,1499.0,1499.0,0.0,0.0,TRY,7206614,4,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-swan-6-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000193096001/karaca-swan-6-kisilik-kahve-fincan-takimi-90-ml-000001000193096001.webp,,,05,,,,
Karaca Söke Sunumluklu Tek Kişilik Kahve Fincanı 90 Ml,899.99,899.99,0.0,0.0,TRY,7207579,2,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-soke-sunumluklu-tek-kisilik-kahve-fincani-90-ml,https://cdn.karaca.com/image/cdndata/1/202410/000001000208092001/8683650365761_0.jpg,,,05,,,,
Karaca Söğüt 6 Kişilik Kahve Fincan Takımı 90 ml,1499.0,1499.0,0.0,0.0,TRY,7206469,2,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-sogut-6-kisilik-kahve-fincani-90-ml,https://cdn.karaca.com/image/banner/000001000187911001-50.jpg,,,05,,,0.0,
Karaca Tuna 2 Kişilik Kahve Fincan Takımı 90 ml,349.99,349.99,0.0,0.0,TRY,7206357,3,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-tuna-2-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/000001000180910001/karaca-tuna-2-kisilik-kahve-fincan-takimi-90-ml-000001000180910001-10.jpg,,,05,,,,
Karaca Tuğra 6 Kişilik Kahve Fincan Takımı 100 ml,1199.0,1199.0,0.0,0.0,TRY,7207679,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-tugra-6-kisilik-kahve-fincan-takimi-100-ml,https://cdn.karaca.com/image/000001000208170001/karaca-tugra-6-kisilik-kahve-fincan-takimi-100-ml-000001000208170001-4.jpg,,,05,,0.0,,
Karaca Unicef Arzum Onan 2 Kişilik Kahve Fincan Takımı 90 ml,1499.0,1499.0,0.0,0.0,TRY,7254538,52,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-unicef-arzum-onan-2-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000239450001/karaca-unicef-arzum-onan-2-kisilik-kahve-fincan-takimi-000001000239450001-3.jpg,,,05,,0.0,0.0,
Karaca Unicef Erol Evgin 2 Kişilik Kahve Fincan Takımı 90 ml,1499.0,1499.0,0.0,0.0,TRY,7254535,103,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-unicef-erol-evgin-2-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000239449001/karaca-unicef-erol-evgin-2-kisilik-kahve-fincan-takimi-000001000239449001-3.jpg,,,05,,0.0,0.0,
Karaca Unicef Rahmi Koç 2 Kişilik Kahve Fincan Takımı 90 ml,1499.0,1499.0,0.0,0.0,TRY,7254107,4,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-unicef-rahmi-koc-2-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/000001000239455001/karaca-unicef-25-rahmi-koc-kahve-fi-ncani-000001000239455001-3.jpg,,,05,,0.0,,
Karaca Unicef Şahika Ercümen 2 Kişilik Kahve Fincan Takımı 90 ml,1499.0,1499.0,0.0,0.0,TRY,7254222,3,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-unicef-sahika-ercumen-2-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000239451001/karaca-unicef-sahika-ercumen-2-kisilik-kahve-fincan-takimi-000001000239451001-3.jpg,,,05,,0.0,0.0,
Karaca Venüs Gold 2 Kişilik Kahve Fincan Takımı 135 ml,999.99,999.99,0.0,0.0,TRY,7140376,352,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-venus-gold-2-kisilik-kahve-fincan-takimi-135-ml,https://cdn.karaca.com/image/cdndata/1/202208/000001000000395001/8683650091561-9.jpg,,,05,,0.0,42.8577551107873,
Karaca Vildan 6 Kişilik Kahve Fincan Takımı 100 ml,1299.0,1499.0,200.0,13.34,TRY,7210699,577,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-vildan-6-kisilik-kahve-fincani-100-ml,https://cdn.karaca.com/image/000001000238667001/karaca-vildan-6-kisilik-kahve-fincan-takimi-100-ml-000001000238667001-1.png,,,05,,0.0,0.0,
Karaca West 6 Kişilik Kahve Fincan Takımı 90 ml,1599.0,1599.0,0.0,0.0,TRY,7220325,15,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-west-6-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000250443001/karaca-west-6-kisilik-kahve-fincan-takimi-90-ml-000001000250443001-5.jpg,,,05,,0.0,0.0,
Karaca X Sarıyer Design 2 Kişilik Kahve Fincan Takımı 80 ml,349.99,349.99,0.0,0.0,TRY,7127619,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-x-sariyer-design-2-kisilik-kahve-fincan-takimi-80-ml,https://cdn.karaca.com/image/cdndata/1/202206/000001000006637001/8683650054672-9.jpg,,,05,,,,
Karaca Yaren 2 Kişilik Kahve Fincan Takımı 80 ml,349.99,349.99,0.0,0.0,TRY,7203313,1347,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-yaren-2-kisilik-kahve-fincani-80-ml,https://cdn.karaca.com/image/cdndata/1/202409/000001000154699001/8683650320043-9.jpg,,,05,,0.0,75.00375018750938,
Karaca Yeni Charles 6 Kişilik Kahve Fincanı Takımı 80 ml,1099.0,1099.0,0.0,0.0,TRY,6719082,3,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-yeni-charles-6-kisilik-kahve-fincani-takimi,https://cdn.karaca.com/image/000001000014400001/karaca-yeni-charles-6-kisilik-kahve-fincani-takimi-80-ml-000001000014400001.webp,,,05,,,,
Karaca x Beşiktaş Lisanslı 2 Kişilik Kahve Fincan Takımı 90 ml,999.99,999.99,0.0,0.0,TRY,7254619,31,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-x-besiktas-2-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/000001000258682003/karaca-x-besiktas-lisansli-2-kisilik-kahve-fincan-takimi-90-ml-000001000258682003.jpg,,,05,,0.0,0.0,
Karaca x Fenerbahçe Lisanslı 2 Kişilik Kahve Fincan Takımı 90 ml,999.99,999.99,0.0,0.0,TRY,7254621,8,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-x-fenerbahce-lisansli-2-kisilik-kahve-fincan-takimi-90-ml,https://cdn.karaca.com/image/000001000258682001/karaca-x-fenerbahce-2-ki-si-li-k-90-ml-kahve-fi-ncani-000001000258682001.jpg,,,05,,0.0,,
Karaca x Hussein Chalayan Future Perfect 2 Kişilik Kahve Fincanı 60 Ml Siyah,449.99,449.99,0.0,0.0,TRY,7174231,11,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-hussein-chalayan-future-perfect-2-kisilik-kahve-fincani-60-ml-siyah,https://cdn.karaca.com/image/cdndata/1/202305/000001000014001001/8683650173410-3.jpg,,,05,,0.0,,
Karaca x Refika Bembeyaz Yuvarlak Tabaklı Kahve Fincanı ve Tabağı 100 ml,499.99,499.99,0.0,0.0,TRY,7213358,383,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-x-refika-bembeyaz-yuvarlak-tabakli-kahve-fincani-100-ml,https://cdn.karaca.com/image/000001000244610001/karaca-x-refika-bembeyaz-yuvarlak-tabakli-kahve-fincani-100-ml-000001000244610001-4.jpg,,,05,,0.0,0.0,
Karaca x Ömür Akkor İznik Hatai Kahve Fincanı ve Tabağı 90 ml,699.99,699.99,0.0,0.0,TRY,7208355,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-iznik-serisi-hatai-kahve-fincani-ve-tabagi-90-ml,https://cdn.karaca.com/image/cdndata/1/202410/000001000232364001/8683650377634-4.jpg,,,05,,0.0,0.0,
Karaca x Ömür Akkor İznik Çini Kahve Fincanı ve Tabağı 90 ml,699.99,699.99,0.0,0.0,TRY,7208344,156,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-iznik-serisi-cini-kahve-fincani-ve-tabagi-90-ml,https://cdn.karaca.com/image/cdndata/1/202410/000001000232366001/8683650377658-5.jpg,,,05,,0.0,0.0,
Karaca İznik 6 Kişilik Kahve Fincan Takımı 80 ml,1999.0,1999.0,0.0,0.0,TRY,3547487,431,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-iznik-6-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000019176001/karaca-i-znik-6-kisilik-kahve-fincan-takimi-80-ml-000001000019176001-5.jpg,,,05,,0.0,11.117287381878821,
Karaca İznik Yeni Form 6 Kişilik Kahve Fincan Takımı 100 ml,1799.0,1799.0,0.0,0.0,TRY,3803710,27,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/karaca-iznik-yeni-form-6-kisilik-kahve-fincani-seti,https://cdn.karaca.com/image/banner/deneme-semih/000001000007340001-95.jpg,,,05,,0.0,20.0133422281521,
Lucky Art Asteria Bone 4lu Kahve Fincani Seti 120 Ml,2900.0,2900.0,0.0,0.0,TRY,7281566,341,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/lucky-art-asteria-bone-4lu-kahve-fincani-seti-120-ml,https://cdn.karaca.com/image/marketplace-mirakll/7281566/fce8c78a5a93850beaa8-0.jpg,,,05,,,,
Lucky Art Elysia Bone 2li Kahve Fincani Seti 80ml,2500.0,2500.0,0.0,0.0,TRY,7262847,94,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/lucky-art-elysia-bone-2li-kahve-fincani-seti-80ml,https://cdn.karaca.com/image/marketplace-mirakll/7262847/b96bd9142605f3172f93-0.jpg,,,05,,0.0,0.0,
Lucky Art Etro Bone 2li Kahve Fincani Seti,2700.0,2700.0,0.0,0.0,TRY,7283006,116,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/lucky-art-etro-bone-2li-kahve-fincani-seti,https://cdn.karaca.com/image/marketplace-mirakll/7283006/38326ac216706c05eb0f-0.jpg,,,05,,,,
Lucky Art Etro Bone 4lu Kahve Fincani Seti 100 Ml,2950.0,2950.0,0.0,0.0,TRY,7283007,150,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/lucky-art-etro-bone-4lu-kahve-fincani-seti-100-ml,https://cdn.karaca.com/image/marketplace-mirakll/7283007/ed6fe487e82644d5319f-0.jpg,,,05,,,,
Lucky Art Florine Bone 6lı Kahve Fincan Seti,3800.0,3800.0,0.0,0.0,TRY,7274185,104,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/lucky-art-florine-bone-6li-kahve-fincan-seti,https://cdn.karaca.com/image/marketplace-mirakll/7274185/5944c0fba177a97d658b-0.jpg,,,05,,0.0,0.0,
Lucky Art Liorine Bone 4’lü Kahve Fincanı Seti 100 Ml,2500.0,2500.0,0.0,0.0,TRY,7280486,177,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/lucky-art-liorine-bone-4lu-kahve-fincani-seti-100-ml,https://cdn.karaca.com/image/marketplace-mirakll/7280486/71e595c4bc44dacc6fa9-0.jpg,,,05,,0.0,0.0,
Lucky Art Liorine Bone 4’lü Kahve Fincanı Seti 90 Ml,2800.0,2800.0,0.0,0.0,TRY,7280484,119,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/lucky-art-liorine-bone-4lu-kahve-fincani-seti-90-ml,https://cdn.karaca.com/image/marketplace-mirakll/7280484/82937b2043d6e042260a-0.jpg,,,05,,0.0,0.0,
