ProductName,Total_Period_Change_%,2026-03_Change_%,2026-04_Change_%
200ML KIZILAY MADEN SUYU,-29.6,-29.600000000000005,0.0
200ML KOLA SARIYER ŞIŞE,0.0,0.0,0.0
200ML KOLAJEN KÖPÜĞÜ MORFOSE SAÇ,0.0,-10.999999999999998,12.35955056179776
200ML KOLAY SPREYI TARAMA UNI,50.25,12.364263577625678,33.71546667153898
200ML KOLEJEN KREMI RESTOREX SAÇ,0.0,0.0,0.0
200ML KOLONYA LIMON PVC SELIN,0.0,0.0,0.0
200ML KOLONYASI LIMON PET SELIN,39.56,8.09813916863531,29.105311741511496
200ML KOLONYASI LIMON SELIN,0.0,0.0,0.0
200ML KOLONYASI MARMARA ZEYTIN ÇIÇEĞI,0.0,0.0,0.0
200ML KOLONYASI MARMARA İNCIR,0.0,0.0,0.0
200ML KORU OJE ÇIKARICI,0.0,0.0,0.0
200ML KORUYUCU KÖPÜĞÜ MEN NIVEA PROTECT&CARE TIRAŞ,0.0,0.0,0.0
200ML KORUYUCU MASKE ONARICI PANTENE VE,0.0,0.0,2.220446049250313e-14
200ML KREM NEMLENDIRICI NEUTROGENA YOĞUN,0.0,2.220446049250313e-14,0.0
200ML KREM NIVEA SOFT,22.99,22.9937566620984,0.0
200ML KREMA MANTARLI İÇIM,0.0,0.0,0.0
200ML KREMA MANTARLI İÇIM ŞEF,2.06,2.060843964671233,0.0
200ML KREMA PAKMAYA SIVI ŞEF,15.16,15.160244868563177,0.0
200ML KREMA PAKMAYA ŞEF,29.1,29.10216718266254,0.0
200ML KREMA PEYNIRLI İÇIM,0.0,0.0,0.0
200ML KREMA PEYNIRLI İÇIM ŞEF,0.0,0.0,0.0
200ML KREMA PRESIDENT,3.98,-5.392183806958661,9.90878456890536
200ML KREMA SCHLAGFIX SPREY ÇIKOLATALI,59.16,47.78467311300327,7.69856770833337
200ML KREMA SIVI SÜTAŞ,0.0,0.0,0.0
200ML KREMA SOSLARA VE YEMEK ÖZEL ÜLKER İÇIM,0.0,0.0,0.0
200ML KREMA SOSLARA VE YEMEK ÖZEL İÇIM ŞEF,0.0,0.0,0.0
200ML KREMA SÜTAŞ,-3.34,5.81147131096853,-8.647854782876085
200ML KREMA SÜTAŞ YEMEKLIK,22.6,16.736122469006553,5.0213800949355125
200ML KREMA TIKVEŞLI,-16.64,-0.7987742594483982,-15.969919753976269
200ML KREMA Y.YAĞLI İÇIM,0.0,0.0,0.0
200ML KREMA YARIM YAĞLI İÇIM ŞEF,0.0,0.0,0.0
200ML KREMA İÇIM,-5.21,-4.184343099562504,-1.070582334526704
200ML KREMALI MANTARLI SOSU YEMEK İÇIM ŞEF,11.73,11.732940598920027,-7.771561172376096e-14
200ML KREMALI PEYNIRLI SOSU YEMEK İÇIM ŞEF,11.73,11.732940598920027,-7.771561172376096e-14
200ML KREMI MONOI OIL SAÇ SIVI URBAN,0.0,0.0,0.0
200ML KREMSOS SANA,-4.43,0.0,-4.429503658295408
200ML KULA MADEN SUYU,0.0,0.0,0.0
200ML KURU MILK MORFOSE THERAPY ŞAMPUAN,0.0,0.0,0.0
200ML KÖPÜĞÜ MILK MORFOSE SAÇ THERAPY,0.0,0.0,0.0
200ML KÖPÜĞÜ MORFOSE SAÇ SIYAH ULTRA,0.0,0.0,0.0
200ML KÖPÜĞÜ MORFOSE SAÇ STRONG ULTRA,0.0,-10.344827586206906,11.538461538461542
200ML KÖPÜĞÜ MORFOSE SAÇ TURUNCU,0.0,0.0,0.0
200ML LAKTOZSUZ PINAR SÜT,0.0,0.0,0.0
200ML LAKTOZSUZ SÜT SÜTAŞ,0.6,0.5999020568070446,0.0
200ML LAKTOZSUZ SÜT SÜTAŞ UHT,0.0,0.0,0.0
200ML LAKTOZSUZ SÜT İÇIM,4.33,3.0600919613128275,1.2307692307692353
200ML LIGHT SÜT SÜTAŞ,0.0,0.0,0.0
200ML LIMO LIMONATA TAMEK TROPIK,0.0,0.0,0.0
200ML LIMON MADEN SUYU İNIŞDIBI,0.0,0.0,0.0
200ML LIMON ÇAMLICA ŞIŞE,0.0,2.220446049250313e-14,0.0
200ML LIMONATA PELLEGRINO SAN,-17.8,-24.219562955254947,8.466027621537409
200ML LINK VIŞNE,0.0,0.0,0.0
200ML LINK VIŞNE ÜLKER,-0.0,-1.1102230246251565e-14,0.0
200ML LINK VIŞNELI İÇECEK,0.0,0.0,0.0
200ML LINK ÇILEK,0.0,0.0,0.0
200ML LINK ÇILEK ÜLKER,-0.0,-1.1102230246251565e-14,0.0
200ML LINK ÜLKER ŞEFTALI,-0.0,-1.1102230246251565e-14,0.0
200ML LOSYON ONARIM TEMEL VASELINE,29.07,-7.891945935000555,40.12484181802447
200ML MADEN NAR SUYU ULUDAĞ,0.0,0.0,0.0
200ML MADEN SADE SUYU İNIŞDIBI,2.14,0.0,2.1367521367521514
200ML MADEN SUYU ULUDAĞ,0.0,0.0,0.0
200ML MADEN SUYU ÖZKAYNAK,0.0,0.0,0.0
200ML MAKINESI OMO TEMIZLEYICI ÇAMAŞIR,-16.67,-12.624758712534955,-4.629249059993013
200ML MAKINESI OMO TEMIZLEYICISI ÇAMAŞIR,0.0,0.0,0.0
200ML MEYSU NEKTAR PORTAKAL***,-0.0,-1.1102230246251565e-14,0.0
200ML MEYSU NEKTAR VIŞNELI,0.0,0.0,0.0
200ML MEYSU NEKTAR ŞEFTALI,0.0,0.0,0.0
200ML MEYSU NEKTARI VIŞNE,-0.0,-1.1102230246251565e-14,0.0
200ML MEYSU NEKTARI ŞEFTALI,-0.0,-1.1102230246251565e-14,0.0
200ML MEYVE MEYVELIM SUYU TAMEK VIŞNE,0.0,0.0,0.0
200ML MEYVE MIS NEKTARI VIŞNE,0.0,0.0,0.0
200ML MEYVE MIS NEKTARI ŞEFTALI,0.0,0.0,0.0
200ML MEYVE PINAR SUYU ŞEFTALI,0.0,0.0,0.0
200ML MEYVE SUYU TAMEK ŞEFTALI,3.33,3.3333333333333437,0.0
200ML MEYVE SUYU VIŞNE İÇIM,0.0,0.0,0.0
200ML MEYVE SUYU ÜLKER ŞEFTALI,0.0,2.220446049250313e-14,0.0
200ML MEYVE SUYU İÇIM ŞEFTALI,0.0,0.0,0.0
200ML MEYVELI NEKTARI PINAR SEFTALI,0.0,0.0,0.0
200ML MEYVELIM TAMEK VIŞNE,5.42,6.997767857142856,-1.4717044716001992
200ML MIS MUZLU SÜT,0.0,0.0,0.0
200ML MIS SÜT ÇIKOLATALI,0.0,0.0,0.0
200ML MIS SÜT ÇILEKLI,0.0,0.0,0.0
200ML MUZLU PUDING SÜTAŞ,0.0,0.0,0.0
200ML MUZLU SÜT SÜTAŞ,0.0,0.14779781259230962,-0.14757969303416107
200ML NEKTARI TAMEK VIŞNE,1.15,0.0,1.152263374485618
200ML NEKTARI TAMEK ŞEFTALI,7.77,6.958833151581234,0.7620821282551926
200ML ORGANIK PINAR SÜT,-3.17,-2.9122918655212104,-0.27003408197158185
200ML ORGANIK PINAR SÜT YAĞLI,0.0,0.0,0.0
200ML ORGANIK SÜT İÇIM,0.0,0.0,0.0
200ML PAS SELSIL SOKUCU VE YAGLAYICI,0.0,0.0,0.0
200ML PAS SPREY STEEL SÖKÜCÜ,0.0,0.0,0.0
200ML PASTÖRIZE SEK SÜT TAZE,0.0,0.0,0.0
200ML PASTÖRIZE SEK SÜT ÇIKOLATALI,0.0,0.0,0.0
200ML PASTÖRIZE SEK SÜT ÇILEKLI,0.0,0.0,0.0
200ML PEPSI,-0.0,-1.1102230246251565e-14,0.0
200ML PINAR SADE SÜT,0.0,0.0,0.0
200ML PINAR SADE SÜT ÇOCUK,0.0,0.0,0.0
200ML PINAR SÜT,12.85,6.23681220581076,6.228114887210889
200ML PINAR SÜT TAM YAĞLI,0.0,2.220446049250313e-14,0.0
200ML PINAR SÜT UHT,0.0,0.0,0.0
200ML PINAR SÜT YARIM YAĞLI,1.1,1.1021282476506578,0.0
200ML PINAR SÜT ÇOCUK,0.0,0.0,0.0
200ML PINAR SÜTÜ ÇOCUK,4.11,-4.440892098500626e-14,4.108996539792442
200ML PORTAKAL ÇAMLICA ŞIŞE,0.0,2.220446049250313e-14,0.0
200ML PORTAKALLI ÇAMLICA ÜLKER,0.0,2.220446049250313e-14,0.0
200ML PUDING SÜTAŞ ÇILEKLI,0.0,0.0,0.0
200ML SEK SÜT,0.0,0.0,0.0
200ML SEK SÜT TAMYAĞLI UHT X27,0.0,2.220446049250313e-14,0.0
200ML SIVI TAKITA TATLANDIRICI,0.0,0.0,0.0
200ML SÜT SÜTAŞ UZUN ÖMÜRLÜ,0.0,0.0,0.0
200ML SÜT SÜTAŞ YARIM YAĞLI,0.0,0.0,0.0
200ML SÜT SÜTAŞ ÇIKOLATALI,6.05,4.334542103259631,1.6466160360239845
200ML SÜT SÜTAŞ ÇILEKLI,0.0,0.15227653418603548,-0.15204500532151055
200ML SÜT TEKSÜT UHT Y.YAĞLI,0.0,0.0,0.0
200ML SÜT TORKU,0.34,0.0,0.33670033670034627
200ML SÜT TORKU YARIM YAĞLI,0.0,0.0,0.0
200ML SÜT TORKU YAĞLI,0.0,0.0,0.0
200ML SÜT UHT İÇIM,-0.0,2.220446049250313e-14,-4.440892098500626e-14
200ML SÜT YARIM YAĞLI İÇIM,0.0,0.0,0.0
200ML SÜT İÇIM,0.0,3.8301158301158766,-3.688829391640669
200ML VIŞNE ÜLKER İÇIM,0.0,2.220446049250313e-14,0.0
200ML ÇAMLICA ÜLKER,0.0,2.220446049250313e-14,0.0
200ML*27LI KARIŞIK ÜLKER İÇIM,0.0,0.0,0.0
200ML*6LI*** CC.COCA COLA,0.0,2.220446049250313e-14,0.0
200ML+ÇANTA CHARCOAL GILLETTE JEL MACH3 MAKINE&FUSION,-20.0,-7.50000000000004,-13.513513513513475
200ML+ÇANTA FUSION GILLETTE JEL PROGLIDE STAND&FUSION,-20.0,-7.499999999999996,-13.513513513513509
200ML. 24'LÜ.. AROMALI BEYPAZARI C+PLUS LIMON MADEN SUYU,-29.6,-29.599999999999994,0.0
200ML. ARKO COOL JELI TIRAŞ,0.0,2.220446049250313e-14,0.0
200ML. AYAKKABI BOYASI KAHVE KLASIK LEFLEF,0.0,4.440892098500626e-14,-3.3306690738754696e-14
200ML. AYAKKABI BOYASI KLASIK LEFLEF SIYAH,0.0,4.440892098500626e-14,-3.3306690738754696e-14
200ML. AYAKKABI LEFLEF NUBUK PARLATICISI SIYAH SPREY SÜET,0.0,0.0,0.0
200ML. AYAKKBI KAHVE LEFLEF NUBUK PARLATICISI SPREY SUET,0.0,0.0,0.0
200ML. BAKIM KREMI NEMLENDIRICI NIVEA SOFT,0.0,0.0,0.0
200ML. DEEP DIMENSION ERKEK JELI NIVEA TIRAŞ,0.0,-5.551115123125783e-14,6.661338147750939e-14
200ML. ERKEK HASSAS JELI NIVEA TIRAŞ,0.0,-5.551115123125783e-14,6.661338147750939e-14
200S HAVA LEVOIT PRO TEMIZLEYICI VITAL,0.0,0.0,0.0
201 230 400 BIRLIK CAM CIZIK GR KLB M XL YESIL,0.0,0.0,0.0
201 230 400G BİRLİK GOLD MARMARA MEGA XL ZEYTİN,0.0,0.0,0.0
201 230 450 ELMAS GR KAANLAR KARA XL ZEYTIN,0.0,0.0,0.0
201 230 500G AD/KG MARMARABIRLIK MEGA ZEYTIN,0.0,0.0,0.0
201 230 500G CAM DOĞAL MARMARABIRLIK SALAMURA XL YAĞLI ZEYTIN,0.0,0.0,0.0
201 230 500G KLB MARMARABIRLIK MEGA ZEYTINKG,0.0,0.0,0.0
201 230 800G AD/KG GOLD MARMARABIRLIK ZEYTIN,0.0,2.220446049250313e-14,0.0
201 230 800G BİRLİK GOLD MARMARA MEGA XL ZEYTİN,0.0,0.0,0.0
201 230 800G GEMLIK KARASI SALAMURA SIYAH XL ZEYTIN,0.0,0.0,0.0
201 230 MEGA SULU ZEYTINKG,-4.74,0.0,-4.743589743589737
201 230 MEGA YAĞLI ZEYTINKG,0.0,0.0,0.0
201 BABY BT EMZIK KABI SAKLAMA TIME,4.4,0.0,4.39814814814814
201/230 AKAY L MEGA SIYAHKG ZEYTIN,0.0,0.0,0.0
201/PLS OKYANUS OZTAC SABUNLUK,0.0,0.0,0.0
2010 400ML KOLONYA PET SELIN,-0.0,-1.1102230246251565e-14,0.0
2014 D DIFAŞ STYLE TARAK ZIGZAG,0.0,-11.000000000000021,12.359550561797805
2015 DIFAŞ FIRÇA FÖN PRESTIGE,0.0,-11.248962081372827,12.674738622985625
2015GVODASEAL 20MMX1 5MT GR MON.BANDI NM SUPERFIX,0.0,0.0,0.0
202 2LI DÜZENLEYICI SÜTYEN TURAN,0.0,0.0,0.0
202/PLS DIS FIRCALIK OKYANUS OZTAC,0.0,0.0,0.0
2020 ARKOC AYK CST SPOR ÇOCUK,0.0,0.0,0.0
2021 ARABASI FASTER KUMANDALI NETA SB,-12.66,-12.65664160401,0.0
2021 ARKOÇ BAYAN LÜX SPOR,0.0,0.0,0.0
2021ÇOCUK ARKOÇ LÜX SPORT,0.0,2.220446049250313e-14,0.0
2024 20W ADAPTÖRÜ APPLE C MUVV3TU/A POWER USB,-13.01,-11.085159233307385,-2.168202476754366
2026 KOLİSİ KOOP RAMAZAN,0.0,0.0,0.0
203 KAGITLIK MET OKYANUS OZTAC VAKKUMLU,0.0,2.220446049250313e-14,0.0
203 KLM MASAÜSTÜ OPS ORGANIZER ŞEFFAF,0.0,0.0,0.0
2030 7550 CM DÜZ EVA FIXPOINT P TRIPOD,0.0,0.0,0.0
2030 ANCHOR BANDI HAVLULU LOOFAH MASAJ SIRT,0.0,2.220446049250313e-14,0.0
2032 3'LÜ 3V DURACELL DÜĞME LITYUM PIL SIMPLY,-0.0,-2.220446049250313e-14,0.0
2039 DIFAŞ FIRÇA FÖN PRESTIGE,0.0,-11.25000000000005,12.676056338028264
204 FINDIKLI GR KREMALI RULOKAT ULKER,0.0,0.0,0.0
2043 DÜZLEŞTIRICI KHS KIWI SAÇ,0.0,0.0,0.0
2045 AMACLI COK D DIFAŞ STYLE TARAK,0.0,-10.99674074074073,12.355436005672683
205 2205 AL ALTUS DONDURUCU E L YATAY,14.29,0.4926460264403021,13.726465851739466
205 B GR MAYONEZ SARIMSAKLI TAT,0.0,0.0,0.0
205 BARDAĞI CC SU TIMELESS,0.0,0.0,0.0
205 HAVLULUK MET OKYANUS OZTAC UZUN VAKKUMLU,0.0,2.220446049250313e-14,0.0
205 KLM MASAÜSTÜ OPS ORGANIZER ŞEFFAF,0.0,2.220446049250313e-14,0.0
2053 AR ARZUM FIT IZG.TOST MAKINESI O TOSTCU,0.0,0.0,0.0
205CC 3LÜ 41280 BARDAĞI CARRE PAŞABAHÇE SU,0.0,0.0,0.0
205G ANTEP FISTIKLI KUTU MILANGO ÇIKOLATA ÜÇGEN,0.0,0.0,0.0
205G ANTEP FISTIKLI MILANGO ŞÖLEN,0.0,0.0,0.0
205G CALIFORNIA DARDANEL ROLL,0.0,0.0,0.0
205G CALIFORNIA DARDANEL ROLL SUSHI,11.36,11.363636363636353,0.0
205G CALIFORNIA DARDANEL ROLL SUSHIDA,9.81,4.207573632538564,5.376678055009143
205G DARDANEL PHILADELPHIA ROLL,0.0,0.0,0.0
205G DARDANEL PHILADELPHIA ROLL SUSHI,39.08,7.629107981220673,29.225736095965104
205G DARDANEL PHILADELPHIA ROLL SUSHIDA,9.81,4.207573632538564,5.376678055009143
205G EDMOND FALLOT HARDAL TOHUMLU,-0.0,0.0,-2.220446049250313e-14
205G FALLOT HARDAL TOHUMLU,0.0,0.0,0.0
205G MAYONEZ SARIMSAKLI TAT,0.0,0.0,0.0
205G MAYONEZ TAT,14.28,16.70727393760174,-2.078235006212137
205GR MAYONEZ PLS TAT,0.0,0.0,0.0
206 8AL5ODE ALUM KABI PIKNIK SUTLAC,0.0,0.0,0.0
206 ASKILIK BORNOZ MET OKYANUS OZTAC VAKUMLU,0.0,0.0,0.0
206 FE FIRÇA STYLE İN,0.0,0.0,0.0
206 GUNLUK KORUMA ORKID RPW T,0.0,0.0,0.0
2066 ELDIVEN ORTA STANDART VILEDA,0.0,0.0,0.0
206CC 6 62708 BARDAK HOLIDAY KESME MODEL: PARÇA PAŞABAHÇE RAKI,0.0,0.0,0.0
207 BABY MEYVE SÜZGECI WEE,0.0,0.0,0.0
207 FE FIRÇA STYLE İN,0.0,0.0,0.0
207 MEYVE SÜZGECI WEE,0.0,0.0,0.0
2071 ALICISI FULL HD HD NEXT UYDU YE,0.0,0.0,0.0
207ML KEE KUM LEE SUSAM YAĞI,0.0,0.0,0.0
208 AÇMA FE TARAK,0.0,0.0,0.0
20884 GÖKÇE KOKUSUZ KÜLLÜK,15.38,15.384615384615374,0.0
208G BITTER BUKLET MADLEN SÜTLÜ VE ÇIKOLATA ÜLKER,-3.41,-4.123264326553677,0.7467395877156058
208G BUKLET BY ÜLKER,0.0,0.0,0.0
208G BUKLET GÜL MAVI ÜLKER,0.0,0.0,0.0
208G BUKLET MADLEN ÇIKOLATA ÜLKER,0.0,0.0,0.0
208G BUKLET ÇIKOLATA ÜLKER İKRAMLIK,19.43,19.433198380566807,0.0
208G MAC&CHEESE MAKARNA PIYALE,0.0,0.0,0.0
209 AYIRICI CAY SC SUN SUZGECI VE YUMURTA,0.0,0.0,0.0
209 AÇMA FE TARAK,0.0,0.0,0.0
20CC ARKO BESLEYICI KREM NEM TÜP ZEYTINYAĞLI,0.0,0.0,0.0
20CC ARKO CLASSIC KREM NEM TÜP YAĞLI,0.0,0.0,0.0
20CC ARKO CLASSİC KREM YAĞLI,0.0,0.0,0.0
20CC ARKO KREM NEM YAĞLI,-0.0,-12.000000000000021,13.636363636363647
20CC BEYAZ KAVAKLIDERE SUYU ÜZÜM,0.0,0.0,0.0
20CC KAVAKLIDERE KIRMIZI SUYU ÜZÜM,0.0,0.0,0.0
20CM ANTEX FIRÇASI OTO,2.56,2.564102564102577,0.0
20G 3 3'LÜ ERKEKLERE JOY KINDER PAKET X ÖZEL,0.0,-6.0442024343369205,6.433027648041412
20G 3 3'LÜ JOY KINDER KIZLARA PAKET X ÖZEL,0.0,-5.439782190903242,5.752717492556281
20G 502 BOND EVO SÜPER YAPIŞTIRICI,0.0,0.0,0.0
20G 60 DK FİRST NANE YEŞİL,0.0,0.0,0.0
20G 8'LI LABNE PEYNIR PINAR,0.0,0.0,0.0
20G ADAM BEYAZ HEIDI KARDAN ÇIKOLATALI,0.0,0.0,0.0
20G ANADOLU KEKIK MUTFAĞI,-0.0,-2.220446049250313e-14,0.0
20G ANANAS AROMALI BIGBABOL DOLGULU TOZ,0.0,0.0,0.0
20G ANTEP BAR BEYAZ CORNY FISTIĞI TAHIL TAM ÇIKOLATA,-12.4,-5.9698216735253435,-6.83720784088414
20G ANTEP BAR FELLAS FISTIKLI KURUYEMIŞ,42.88,39.30911256700409,2.565198802907309
20G ANTEP BAR FISTIKLI KROKAN MEYVEDEN SERVET ŞEKERI,-30.02,-27.874564459930273,-2.9728725380899657
20G AROMALI BABOL BIG KARPUZ SAKIZ,0.0,-9.6551724137931,10.687022900763354
20G AROMALI BIGBABOL DOLGULU KARPUZ TOZ,0.0,0.0,0.0
20G AROMALI BIGBABOL DOLGULU KOLA LIMON TOZ VE,0.0,0.0,0.0
20G AROMALI BÖĞÜRTLEN JEL KAPLAMALI YUPO ÇIKOLATA ÇOKOJELO ÜLKER ŞEKER,0.0,0.0,0.0
20G AROMALI CAFFE DÜNYASI KAHVE KARAMEL,0.0,0.0,0.0
20G AROMALI CAFFE DÜNYASI KAHVE VANILYA,0.0,0.0,0.0
20G AROMALI DAMLA DAMLA MASTIQE SAKIZ SAKIZ SAKIZLI ŞEKERSIZ,0.0,0.0,0.0
20G AROMALI DAMLA KARPUZ MASTIQE SAKIZ SAKIZLI ŞEKERSIZ,0.0,0.0,0.0
20G AROMALI DAMLA MASTIQE NANE SAKIZ SAKIZLI YEŞIL ŞEKERSIZ,0.0,0.0,0.0
20G AROMALI JELIBON PORTAKAL YUPO ÜLKER,0.0,0.0,0.0
20G ATADAN DOLMALIK KOOP. KURU PATLICAN,0.0,0.0,0.0
20G BABOL BIG FRUIT MIX SAKIZ,0.0,0.0,0.0
20G BABY GOODIES HERO HURMALI LOKMALAR MUZ,-0.0,0.0,-2.220446049250313e-14
20G BADEMLI BAR KROKAN MEYVEDEN SERVET ŞEKERI,-28.6,-26.55771195097033,-2.7816411682893727
20G BAHARAT KEKIK KNORR SERISI,137.57,42.45014245014249,66.77209302325575
20G BAL KAHVALTILIK PINAR,0.0,0.0,0.0
20G BAL PINAR SÜZME,0.0,0.0,0.0
20G BALI PINAR SÜZME ÇIÇEK,0.0,0.0,0.0
20G BALLI BAR NESFIT NESTLE TAHILLI TAM İLAVESIZ ŞEKER,0.0,0.0,0.0
20G BAR CORNY FINDIK FISTIĞI VE YER,-0.0,-1.1102230246251565e-14,0.0
20G BAR CORNY FINDIK FISTIĞI YER,0.0,0.0,0.0
20G BAR CORNY FINDIK TAHIL ÇIKOLATA,0.0,0.0,0.0
20G BAR CORNY FINDIK ÇIKOLATA,-0.0,-1.1102230246251565e-14,0.0
20G BAR CORNY FINDIKLI TAHIL ÇIKOLATA,-12.24,-5.485593723214855,-7.1433554237879555
20G BAR CORNY FISTIĞI&FINDIKLI TAHIL TAM YER,0.0,0.0,0.0
20G BAR CORNY KARAMEL TAHIL TAM TUZLU,-12.24,-6.171292938616713,-6.464760030918448
20G BAR CORNY TAHIL TAM ÇIKOLATA&FINDIKLI,0.0,0.0,0.0
20G BAR FINDIKLI KROKAN MEYVEDEN SERVET ŞEKERI,-28.6,-26.55771195097033,-2.7816411682893505
20G BAR FISTIKLI KROKAN MEYVEDEN SERVET YER ŞEKERI,-30.04,-27.89200786697654,-2.9754525167369983
20G BAR KAKAO LIFLI NESFIT NESTLE TAHILLI YÜKSEK,0.0,0.0,0.0
20G BAR KAKAOLU NESFIT PROTEIN,36.69,38.21138211382114,-1.098901098901084
20G BAR KROKAN MEYVEDEN SERVET SUSAMLI ŞEKERI,-30.04,-27.89200786697654,-2.9754525167369983
20G BAR LIFLI NESFIT YÜKSEK,31.87,33.16095669036845,-0.9708737864077555
20G BARI ELMALI HIPP MEYVE ORGANIK VE ŞEFTALI,-2.36,-2.900969639167039,0.5566014569861277
20G BEE'O PROPOLIS ÖZÜTÜ,18.94,14.882973323557636,3.5331543110177277
20G BISCOLATA FINDIKLI MP NIRVANA ŞÖLEN,0.0,0.0,0.0
20G BONCUĞU ELIT NAZAR ÇIKOLATA,-6.78,-4.270531400966182,-2.6241421073879723
20G BONHEUR DILIMLERI DRIED FREEZE İNCIR,0.0,0.0,0.0
20G BONHEUR MEYVELI TÜP ÇAKIL,-0.0,-4.440892098500626e-14,2.220446049250313e-14
20G BONHEUR RESITAL ÇAKIL,-0.0,-4.440892098500626e-14,2.220446049250313e-14
20G BUHARA FESLEĞEN,0.0,0.0,0.0
20G BÖĞÜRTLEN YUPO ÇOKOJELO ÜLKER,-0.0,-2.220446049250313e-14,0.0
20G BÖĞÜRTLENLI YUPO ÇOKOJELO ÜLKER,-17.14,-8.275862068965523,-9.667024704618676
20G CAFFE DÜNYASI KAHVE KARAMELLI,-20.63,-2.662570404505893,-18.463966333508676
20G CAFFE DÜNYASI KAHVE VANILYALI,-20.63,-2.662570404505893,-18.463966333508676
20G COCOSTAR CRISP ÜLKER,0.0,-7.321428571428568,7.899807321772645
20G COSBY FUN SÜRPRIZ YUMURTA,0.0,0.0,0.0
20G DAMLA MASTIQE SAKIZ SAKIZLI ŞEKERSIZ,0.0,0.0,0.0
20G DEFNE GARLIKO YAPRAĞI,0.0,0.0,0.0
20G DIPPO FUN YUMURTA,0.0,0.0,0.0
20G DIPPO KAKAO KORNET KREMALI,0.0,0.0,0.0
20G DOLGULU ETI KIRMIZI MEYVE PUF,0.0,-14.545454545454529,17.02127659574466
20G DOLGULU ETI MEYVE PUF,0.0,0.0,0.0
20G DOLMALIK DOĞASAL FISTIK,0.0,0.0,0.0
20G DONDURULARAK KURUTULMUŞ MUZ YEMELIX,-0.0,-1.1102230246251565e-14,0.0
20G DOĞASAL KARANFIL,0.0,0.0,0.0
20G DOĞASAL KEKIK,12.9,7.075962539021852,5.442176870748305
20G DR.OETKER M.SHAKE MUZLU,0.0,0.0,0.0
20G DR.OETKER MILKSHAKE MUZLU,0.0,2.7914893617021486,-2.715681404206005
20G DRAJE TÜP YUPO ÜLKER,-4.58,-4.583333333333339,0.0
20G DRAJE YUPO ÜLKER,52.22,52.21674876847289,0.0
20G DRAJEBON TOYBOX,0.0,0.0,0.0
20G DRN FUNNY OZIBOX YUMURTA,-0.0,-2.220446049250313e-14,0.0
20G DRN HELLO KITTY LOLIBONI SÜRPRIZ,0.0,2.220446049250313e-14,0.0
20G DRN JOY PAW YUMURTA,0.0,0.0,0.0
20G DÜNYASI KAHVE SALEP,0.0,-2.220446049250313e-14,4.440892098500626e-14
20G EGG KAFALAR OZMO YUMURTA ŞÖLEN,0.0,0.0,0.0
20G EGG OZMO SÜTLÜ YUMURTA ÇIKOLATALI ŞÖLEN,0.0,0.0,0.0
20G ERKEKLERE JOY KINDER SÜRPRIZ YUMURTA ÖZEL,-0.66,0.15178742781374321,-0.8083060413908605
20G ERKEKLERE JOY KINDER ÖZEL,0.82,0.8207343412526713,0.0
20G ETI GOLD PUF,0.0,-16.84210526315787,20.253164556962
20G FERRERO KINDER SURPRISE,0.0,-6.28306878306879,6.70430486944249
20G FINDIK FISKOBIRLIK,0.0,0.0,0.0
20G HELVA KAKOLU SEYIDOĞLU,0.0,0.0,0.0
20G HELVA SADE SEYIDOĞLU,0.0,0.0,0.0
20G JOY KINDER KIZ,-0.0,-2.220446049250313e-14,0.0
20G JOY KINDER KIZLARA ÖZEL,0.82,0.8207343412526935,-2.220446049250313e-14
20G JOY KINDER MARIO SUPER,0.0,0.0,0.0
20G JOY KINDER NATOONS T1,0.0,0.0,0.0
20G JOY KINDER YUMURTA ÇIKOLATA,0.0,0.0,0.0
20G KAFALAR OZMO YUMURTA,0.0,0.0,0.0
20G KEKIK KNORR,152.93,152.9347028613353,0.0
20G KINDER MARIO OYUNCAK SÜPER YUMURTA,0.0,0.0,0.0
20G KINDER SÜPRIZ T1 YUMURTA,0.0,0.0,0.0
20G MAX OYUNCAKLI TOYBOX YUMURTA,18.0,7.94285714285714,9.317098994176831
20G ORGANIK SEYLON TARÇIN WEFOOD ÇUBUK,-13.69,-19.999999999999996,7.891363022941955
20G OYUNCAKLI TOTO YUMURTA,0.0,0.0,0.0
20G OZMO YUMURTA ŞÖLEN,9.67,9.60969474000295,0.05945104805651358
20G PORTAKAL YUPO ÇOKOJELO ÜLKER,1.54,1.544401544401519,0.0
20G PORTAKALLI YUPO ÇOKOJELO ÜLKER,0.0,0.0,0.0
20G SALEP WORDLIFE,0.0,2.220446049250313e-14,0.0
20G TOTO YUMURTA,0.0,0.0,0.0
20GR 6317830 DOLGULU ETI GOLD KARAMEL PUF TUZLU,0.0,0.0,0.0
20GR AKI DERMOKIL KAGIT MASKE YUMURTA,0.0,0.0,0.0
20GR ANTEP BAR FELLAS FISTIKLI KURUYEMIŞ,0.0,0.0,0.0
20GR ATISTIRMALIK CIPS DOKURU ELMA ORGINAL,0.0,0.0,0.0
20GR ATISTIRMALIK CIPS DOKURU MANGO ORGINAL,0.0,0.0,0.0
20GR ATISTIRMALIK CIPS DOKURU MERSIN ORGINAL YABAN,0.0,0.0,0.0
20GR BAR CORNY FINDIK TAHIL ÇIKOLATA,0.0,2.220446049250313e-14,0.0
20GR BAR CORNY KAKAO KIRMIZI MEYVELI PINAR TAHIL,0.0,0.0,0.0
20GR BARBIE COSBY FUN,-0.0,-1.1102230246251565e-14,0.0
