Date,Overall_Normal_Daily_Inflation,Overall_Weighted_Daily_Inflation,Overall_Normal_Weekly_Inflation,Overall_Weighted_Weekly_Inflation,Cilt Bakım_Daily_Inflation,Cilt Bakım_Weekly_Inflation,Güneş Bakım_Daily_Inflation,Güneş Bakım_Weekly_Inflation,Kore Kozmetik_Daily_Inflation,Kore Kozmetik_Weekly_Inflation,Kozmetik Setler_Daily_Inflation,Kozmetik Setler_Weekly_Inflation,Makyaj_Daily_Inflation,Makyaj_Weekly_Inflation,Nemlendirici_Daily_Inflation,Nemlendirici_Weekly_Inflation,Parfüm_Daily_Inflation,Parfüm_Weekly_Inflation,Saç Bakım_Daily_Inflation,Saç Bakım_Weekly_Inflation
2026-05-13,-0.018617307449348308,-0.008231973294551942,0.14730629121770922,0.08966577320019442,-0.005386074795294626,0.12222074658500315,0.006008627770170971,0.021722530578717203,0.005249407190965449,0.07103584106029759,-0.028241247779042022,0.21755354459346732,0.006072703791607514,0.21941595244727452,-0.031212740667211913,0.15976002638894782,-0.028376852725873092,0.15910803691355402,0.0058068839262499505,0.018563196057060694
2026-05-14,-0.009786925881958841,-0.019101025072386646,0.13137937649479015,0.09529340616117254,0.003463558350638163,0.12836248160418862,0.001349017546637521,0.0181640369415359,-0.010021579677714998,0.06007800821760845,-0.011758649232174179,0.19102302537701332,-0.01983374894457035,0.1689213042325466,-0.0056471340855965835,0.1669437934296003,-0.017245716445413284,0.13110582558621697,-0.00805979165267312,0.004240627645717421
2026-05-15,-0.012695026640985208,0.0004093937960911731,0.1169945415868694,0.08325025906648165,-0.014639339201789281,0.11038554386971078,-0.008072119502986697,0.014293239536954383,0.02223141116718752,0.08031962489932298,-0.01825490911484884,0.17910649933848966,-0.00906694144158382,0.12387750275792553,-0.013546483269491816,0.1439530947426726,-0.017154181780590916,0.11744709584057089,-0.0007768738086716409,-0.003915559926518708
2026-05-16,-0.0025023642367297816,-0.00551998556001021,0.11509712805027394,0.08100016380439756,-0.006419804360388137,0.10442813497985348,-0.0022300268588266725,0.00849632881204343,-0.002363846092391708,0.07894716367312848,-0.0006458402544629038,0.17973571379384023,-0.009741083091056701,0.11850618111553324,-0.005027133383145865,0.1392491665383493,-0.0003356043832491995,0.11788896953105144,0.0,-0.003915559926518708
2026-05-17,0.001552794718894246,0.008093374536518816,0.11948014705189647,0.0961137417473028,0.0010095924288535674,0.10682784198733564,0.000936349415677995,0.012645495766921977,-0.0010012848063259971,0.08281776336986679,0.0019185486922985717,0.18248411230818484,0.010201260496858877,0.13952574942074136,0.001007458079829604,0.14673141885319052,0.0008717947164416096,0.1178583341709567,0.0,0.0024671966761395936
2026-05-18,0.026647373655499296,0.018478317354265528,0.1416342723532813,0.14838839774951484,0.01337150937147391,0.11889340999170184,0.002603841505111948,0.011547879824417961,-0.008558615520851132,0.008576546295553156,0.045386857070986775,0.2269253450407398,0.009230503057610528,0.14484055306232646,0.012975309639025046,0.15727164265827787,0.04722822161231344,0.16674409136056734,0.0,0.0024671966761395936
2026-05-19,0.00022482478981711296,0.00470390136540666,-0.015710103309015788,-0.0016131748522055789,0.00014198523803954366,-0.008659440731110912,0.0031959669177072936,0.003735563125942587,0.00043059108658560774,0.005633866872776894,-0.0016748276666896933,-0.014807447769779714,0.013199106859456577,-0.00042528343482195474,-0.0008861065824407044,-0.04212688748516091,-0.0009213703727548594,-0.0175694154475462,0.0011716582755256777,-0.0019067415613132077
2026-05-20,-0.08350824210752428,-0.057157044927779066,-0.08079326796609054,-0.05086475951993075,-0.10488982353308629,-0.10783571347711285,-0.012227462400547728,-0.01445932281384632,0.11156226374418687,0.11198738299437072,-0.12890924173656892,-0.11686709752157487,-0.0725118350670394,-0.07850226321968246,-0.10935404762164425,-0.11938787144976115,-0.08106905414364785,-0.07084771618116903,-0.01661348744408142,-0.02415516904181192
2026-05-21,-0.013577347220375624,-0.037220107477209496,-0.08431188522391753,-0.068397104924664,0.030786316415069015,-0.08354346215265307,0.001420792352653466,-0.014388681119805069,-0.10196533773091576,0.008712102643348096,-0.009075930800092613,-0.11446971057392696,-0.04280927409544022,-0.10010257276417889,-0.008202663157322543,-0.12165108199861907,-0.028206824425813348,-0.08121097654401022,0.009402343643905464,-0.006976377091186592
2026-05-22,0.0014793589757784442,0.0015882197837919776,-0.07116567732083645,-0.0672993566330723,0.005902299996887628,-0.0644382550029392,0.0002788269724576242,-0.006090913175792245,0.0038019598463556736,-0.00947361380922429,0.0028294568977631496,-0.09545169366621853,-0.0044648676879609495,-0.09592328507661341,-0.0002804201270002471,-0.10983883539021777,0.0010972647584810424,-0.06414906466379966,0.0,-0.0062043232587551955
2026-05-23,-0.008190800633265827,-0.01649714706650851,-0.07646254698553201,-0.07759459178188421,-0.01733364436172069,-0.0747147996050509,-0.012414654798991176,-0.01623613154088832,0.0016020441395725449,-0.005535986945853111,-0.0008053080157552905,-0.09559603317987875,-0.025345892882921883,-0.1101700087695151,-0.013793778149484459,-0.11768199069299368,-0.0019280820334677262,-0.06563988668866483,-0.01660938005408985,-0.022710653349861887
2026-05-24,0.001391836524300638,0.0047640575383030015,-0.07661096744011076,-0.0806409167378821,0.008657872011127443,-0.06764509721709511,0.00040779810078772627,-0.016755614809249142,0.0036123271263732715,-0.0009433173382878968,-0.00111390733034189,-0.09833334676656014,0.00046524482813725676,-0.1187459223779157,0.004801233907409941,-0.1143380428443247,-0.0007076187747787621,-0.06711434223473234,0.0,-0.022710653349861887
2026-05-25,0.035620970570025445,0.03773175382880667,-0.06853991871772136,-0.06326124217312401,0.041385347754589574,-0.04187089760646512,0.0028800800990083086,-0.016484710155608595,0.0016852839888368276,0.009379265944883475,0.044136947614961786,-0.09941141816992238,0.019331388995706744,-0.10992588880424292,0.0682211422991037,-0.06603564908128612,0.034242054330897,-0.0786826030552078,0.0,-0.022710653349861887
2026-05-26,-0.029566742059047968,-0.016135785610702613,-0.0962833365882001,-0.0826911881153779,-0.031705438807106634,-0.07238050950587915,4.130624103981795e-05,-0.019577482766433896,-0.00042759475888087817,0.008513403778673156,-0.04283892297682845,-0.13654552561813038,-0.007113055315414396,-0.1277696961781969,-0.07117858360594154,-0.13174454184140827,-0.013695441521443641,-0.0904624306184183,0.0,-0.02385436246419892
