category,product_name,color,price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Keten karışımlı,Qipao halter yaka düğmeli üst,Turkuaz,1090.0,03,0.0,0.0,0.0,
Keten karışımlı,Qipao halter yaka düğmeli üst,Beyaz,1090.0,03,0.0,0.0,0.0,
Keten karışımlı,Qipao halter yaka düğmeli üst,Açık pembe,1090.0,03,0.0,0.0,0.0,
Keten karışımlı,Qipao halter yaka düğmeli üst,Kahverengi,1090.0,03,0.0,0.0,0.0,
Keten karışımlı,basic keten görünümlü yelek,Beyaz,1490.0,03,0.0,0.0,0.0,
Keten karışımlı,Keten görünümlü yelek,Krem rengi,1490.0,03,0.0,0.0,0.0,
Keten karışımlı,Keten görünümlü düğmeli yelek,Siyah,1490.0,03,0.0,0.0,0.0,
Keten karışımlı,V Yaka Uzun Elbise,Açık sarı,1790.0,03,0.0,0.0,0.0,
Keten karışımlı,Dantel detaylı kısa elbise,Pembe,1690.0,03,0.0,0.0,0.0,
Keten karışımlı,Dantel detaylı kısa elbise,Ekru,1690.0,03,0.0,0.0,0.0,
Keten karışımlı,Askılı fırfırlı kısa elbise,Ekru,1590.0,03,0.0,0.0,0.0,
Keten karışımlı,Askılı fırfırlı kısa elbise,Koyu lacivert,1590.0,03,0.0,0.0,0.0,
Keten karışımlı,Keten görünümlü şalvar pantolon,Beyaz,1490.0,03,0.0,0.0,25.210084033613445,
Keten karışımlı,Keten görünümlü şalvar pantolon,Pembe,1490.0,03,0.0,0.0,25.210084033613445,
Keten karışımlı,Keten görünümlü şalvar pantolon,Kahverengi,1490.0,03,0.0,0.0,25.210084033613445,
Keten karışımlı,Keten Karışımlı Culotte Pantolon,Kahverengi,1490.0,03,0.0,0.0,,
Keten karışımlı,Vücuda oturan rustik blazer,Beyaz,2290.0,03,0.0,0.0,0.0,
Keten karışımlı,Vücuda oturan rustik blazer,Siyah,2290.0,03,0.0,0.0,0.0,
Keten karışımlı,Volanlı dökümlü etek pantolon,Siyah,1190.0,03,0.0,0.0,0.0,
Keten karışımlı,Volanlı dökümlü etek pantolon,Beyaz,1190.0,03,0.0,0.0,0.0,
Keten karışımlı,V Yaka Kısa Elbise,Koyu mavi,1590.0,03,0.0,0.0,0.0,
Keten karışımlı,Metalik iplikli rustik şort,Açık mavi,1090.0,03,0.0,0.0,,
Keten karışımlı,Düğmeli dökümlü gömlek,Mavi,1090.0,03,,,,
Keten karışımlı,Düğmeli dökümlü gömlek,Siyah,1090.0,03,,,,
Keten karışımlı,Düğmeli dökümlü gömlek,Beyaz,1090.0,03,,,,
Keten karışımlı,Düğmeli dökümlü gömlek,Lacivert,1090.0,03,,,,
Keten karışımlı,Düğmeli dökümlü gömlek,Açık mavi,1090.0,03,,,,
Keten karışımlı,Düğmeli dökümlü gömlek,Krem rengi,1090.0,03,,,,
Keten karışımlı,Düğmeli dökümlü gömlek,Kahverengi,1090.0,03,,,,
Keten karışımlı,Düğmeli dökümlü gömlek,Mor,1090.0,03,,,,
Keten karışımlı,Önü açık dökümlü bluz,Haki,1190.0,03,,,,
Keten karışımlı,Düğmeli dökümlü top,Açık mavi,1090.0,03,,,,
Keten karışımlı,Dökümlü kruvaze pantolon,Haki,1590.0,03,,,,
Keten karışımlı,"Sırt dekolteli, parlak detaylı kısa elbise",Koyu lacivert,1790.0,03,0.0,0.0,0.0,
Keten karışımlı,Çizgili ketenli dökümlü pantolon,Gri,1190.0,03,0.0,0.0,,
Keten karışımlı,Sırtı Bağcıklı Kısa Dökümlü Elbise,Açık mavi,1590.0,03,0.0,0.0,0.0,
Keten karışımlı,Sırtı Bağcıklı Kısa Dökümlü Elbise,Ekru,1590.0,03,0.0,0.0,0.0,
Keten karışımlı,Sırtı Bağcıklı Kısa Dökümlü Elbise,Kahverengi,1590.0,03,0.0,0.0,0.0,
Keten karışımlı,İşlemeli mini şort,Ekru,1590.0,03,0.0,0.0,,
Keten karışımlı > Üst,Saten görünümlü dökümlü uzun elbise,Fuşya,1590.0,03,0.0,0.0,,
Keten karışımlı > Üst,Saten görünümlü dökümlü uzun elbise,Koyu bej,1590.0,03,0.0,0.0,,
Keten karışımlı > Üst,Düğmeli kolsuz top,Krem rengi,990.0,03,0.0,0.0,,
Keten karışımlı > Üst,Düğmeli kolsuz top,Beyaz,990.0,03,0.0,0.0,,
Keten karışımlı > Üst,Düğmeli kolsuz top,Kahverengi,990.0,03,0.0,0.0,,
Keten karışımlı > Üst,Düğmeli kolsuz top,Mor,990.0,03,0.0,0.0,,
Keten karışımlı > Alt,Pensli klasik pantolon,Ekru,1590.0,03,0.0,,,
Pantolon,Hacimli poplin pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Hacimli poplin pantolon,Beyaz,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Hacimli poplin pantolon,Açık mavi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Hacimli poplin pantolon,Kiremit rengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Teknik balon paraşüt pantolon,Pembe,1590.0,03,0.0,0.0,0.0,
Pantolon,Teknik balon paraşüt pantolon,Krem rengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça jogger pantolon,Mor,1190.0,03,0.0,,0.0,0.0
Pantolon,Geniş paça jogger pantolon,Siyah,1090.0,03,0.0,,0.0,0.0
Pantolon,Geniş paça jogger pantolon,Ekru,1190.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça jogger pantolon,Koyu lacivert,1190.0,03,0.0,,0.0,0.0
Pantolon,Geniş paça jogger pantolon,Kırmızı,1190.0,03,0.0,,0.0,0.0
Pantolon,Geniş paça jogger pantolon,Açık gri,1090.0,03,0.0,-8.403361344537815,0.0,0.0
Pantolon,Ekose balon pantolon,Ekru,1590.0,03,0.0,0.0,0.0,
Pantolon,Tokalı detaylı geniş paça pantolon,Siyah,950.0,03,0.0,0.0,0.0,-40.25157232704403
Pantolon,Tokalı detaylı geniş paça pantolon,Lacivert,950.0,03,0.0,0.0,0.0,-40.25157232704403
Pantolon,Tokalı detaylı geniş paça pantolon,Açık mavi,950.0,03,0.0,0.0,0.0,-40.25157232704403
Pantolon,Tokalı detaylı geniş paça pantolon,Koyu kırmızı,950.0,03,0.0,0.0,0.0,-40.25157232704403
Pantolon,Tokalı detaylı geniş paça pantolon,Kahverengi,950.0,03,0.0,0.0,0.0,-40.25157232704403
Pantolon,Düz kesim dökümlü kemerli pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Düz kesim dökümlü kemerli pantolon,Ekru,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Düz kesim dökümlü kemerli pantolon,Lacivert,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Düz kesim dökümlü kemerli pantolon,Açık gri,1590.0,03,0.0,0.0,,
Pantolon,Düz kesim dökümlü kemerli pantolon,Koyu Gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Düz kesim dökümlü kemerli pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Düz kesim dökümlü kemerli pantolon,Mor,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu kumaş pantolon,Siyah,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu kumaş pantolon,Lacivert,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu kumaş pantolon,Koyu Gri,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu kumaş pantolon,Kahverengi,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu kumaş pantolon,Krem rengi,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu kumaş pantolon,Haki,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu kumaş pantolon,Mor,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pantolon,Koyu Gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pantolon,Bej,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pantolon,Haki,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pensli klasik pantolon,Koyu gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pensli klasik pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pensli klasik pantolon,Lacivert,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pensli klasik pantolon,Bordo,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Geniş paça pensli klasik pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Maxi pensli kemerli pantolon,Kahverengi,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Maxi pensli kemerli pantolon,Siyah,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Maxi pensli kemerli pantolon,Beyaz,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Maxi pensli kemerli pantolon,Koyu lacivert,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Maxi pensli kemerli pantolon,Açık gri,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Dar kesim düz paça klasik pantolon,Siyah,1490.0,03,0.0,0.0,0.0,0.0
Pantolon,Dar kesim düz paça klasik pantolon,Koyu Gri,1490.0,03,0.0,0.0,0.0,0.0
Pantolon,Dar kesim düz paça klasik pantolon,Kahverengi,1490.0,03,0.0,0.0,0.0,0.0
Pantolon,Dar kesim düz paça klasik pantolon,Krem rengi,1490.0,03,0.0,0.0,0.0,0.0
Pantolon,Barrel kumaş pantolon,Krem rengi,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Barrel kumaş pantolon,Kahverengi,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Zincirli pensli liyosel pantolon,Kahverengi,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Çizgili çapraz belli günlük pantolon,Lacivert,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Çizgili çapraz belli günlük pantolon,Siyah,1590.0,03,0.0,0.0,,
Pantolon,Çizgili çapraz belli günlük pantolon,Beyaz,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Çizgili çapraz belli günlük pantolon,Açık mavi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Çizgili çapraz belli günlük pantolon,Koyu Gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Çizgili çapraz belli günlük pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Lastikli bel palazzo jogger pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Lastikli bel palazzo jogger pantolon,Açık mavi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu dikiş detaylı geniş paça jogger pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu dikiş detaylı geniş paça jogger pantolon,Lacivert,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu dikiş detaylı geniş paça jogger pantolon,Açık gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu dikiş detaylı geniş paça jogger pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu dikiş detaylı geniş paça jogger pantolon,Krem rengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Stoperli poplin barrel pantolon,Haki,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Stoperli poplin barrel pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Pensli teknik şalvar pantolon,Ekru,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Ayarlanabilir süper geniş paça pantolon,Krem rengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Koyu lacivert,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Koyu mavi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Pembe,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Açık gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Koyu gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Krem rengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,0-526,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu palazzo jogger pantolon,Mor,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Balon kesim klasik pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Balon kesim klasik pantolon,Ekru,1590.0,03,0.0,0.0,0.0,
Pantolon,Balon kesim klasik pantolon,Lacivert,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Balon kesim klasik pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Ayarlanabilir süper geniş paça pantolon,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Ayarlanabilir süper geniş paça pantolon,Koyu Gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Ayarlanabilir süper geniş paça pantolon,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Dantel detaylı saten şort,Kahverengi,1190.0,03,0.0,0.0,0.0,
Pantolon,Dantel detaylı saten şort,Altın rengi,1190.0,03,0.0,0.0,0.0,
Pantolon,Hacimli balon jogger,Açık gri,950.0,03,0.0,0.0,0.0,-40.25157232704403
Pantolon,Teknik pantolon,Lacivert,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Saten yüzeyli zincir detaylı pensli pantolon,Ekru,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Saten yüzeyli zincir detaylı pensli pantolon,Açık sarı,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Zincir kemerli saten yüzeyli pensli pantolon,Haki,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Zincir kemerli saten yüzeyli pensli pantolon,Lacivert,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Balon saten yüzeyli şık pantolon,Kahverengi,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Balon saten yüzeyli şık pantolon,Koyu lacivert,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokunuşlu pensli pantolon,Bej,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokunuşlu pensli pantolon,Siyah,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokunuşlu pensli pantolon,Açık gri,1790.0,03,0.0,0.0,0.0,0.0
Pantolon,İşlemeli pijama pantolon,Açık mavi,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dökümlü balon pantolon,Koyu Gri,1590.0,03,0.0,0.0,0.0,
Pantolon,Balon jogger pantolon,Koyu gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Balon jogger pantolon,Açık gri,1590.0,03,0.0,0.0,0.0,6.7114093959731544
Pantolon,Balon stoperli jogger pantolon,Açık gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yıkama efektli straight fit jogger pantolon,Bej,1590.0,03,0.0,,,
Pantolon,Yıkama efektli straight fit jogger pantolon,Pembe,1590.0,03,0.0,,,
Pantolon,Yıkama efektli straight fit jogger pantolon,Koyu Gri,1590.0,03,0.0,,,
Pantolon,Düz kesim ofis pantolonu,Koyu Gri,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Düz kesim ofis pantolonu,Siyah,1590.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu balon jogger pantolon,Siyah,1490.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu balon jogger pantolon,Kahverengi,1490.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu dikiş detaylı çan paça pantolon,Açık gri,1190.0,03,0.0,0.0,0.0,0.0
Pantolon,Yumuşak dokulu dikiş detaylı çan paça pantolon,Siyah,1190.0,03,0.0,0.0,0.0,0.0
