item_name,price,category,date,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Impact Control Serisi Vidalama Ucu 8&#039;li PH2x2/PZ2x2/T20/T30 *50mm + Standart Tutucu *60mm,449.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.8988764044943821,1.583710407239819,
Gsr 185-li Darbesiz Vidalama 2 Akü,9334.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.4520017219113216,3.058407861322734,
Akülü Vidalama GSR 180-LI,8714.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.5654933641084824,3.1975367124585508,
Uneo Maxx Çift Akülü Vidalama,11114.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.45191612436731743,0.5973931933381608,
Pozidriv Bits Uç PZ2,139.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Profesyonel 32 Parça  Vidalama Uç Seti - 2607017319,625.99,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Impact Control Serisi Çift Taraflı Vidalama Ucu 8&#039;li PH2x4 /PZ2x4 *110mm,733.37,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Cheli̇kbei̇ Onlu Set (led Işık + Kırıcı Delici Matkap+avuç Taşlama+somun Sıkma+vidalama+sunta Kesme+dekupaj+lazer Metre+oto Yıkama+çok Fonksiyonlu Avuç Taşlama),17768.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Impact Control Serisi Vidalama Ucu 8&#039;li PH1/PH2 x3/PH3/PZ2 x2/PZ3 *25mm,589.0,Akülü Vidalamalar,2026.05.28,05,0.0,24.69831053901851,24.69831053901851,
Extra Hard Vidalama Ucu Seti 44+1 Parça - 2607017732,1269.99,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Manyetik Tutucu Universal 60 mm,388.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,11.146041726207487,
13mm Mke Vidalama,1621.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Impact Control Serisi Vidalama Ucu 8&#039;li PZ2 *25mm,589.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,68.33380965990284,
Dt71563-qz 100 Parça Uç Seti,2480.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Vidalama Seti 32 Parça,728.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.6915629322268326,4.899135446685879,
Hex Allen Bits Uç Seti Sekizli 25 mm,79.99,Akülü Vidalamalar,2026.05.28,05,0.0,,0.0,
Pozidriv Bits Uç PZ1,139.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Impact Control Serisi Vidalama Ucu 8&#039;li T15/T20x2/T25x2/T30x2/T40 *25mm,589.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Bits Uç PH2,99.99,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Bits Ucu Seti 3 Parça PH Uç Seti,39.99,Akülü Vidalamalar,2026.05.28,05,,,,
X-line 30 Parça Titanyum Karışık Aksesuar Seti 2607019324,982.49,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Impact Control Serisi Vidalama Ucu 8&#039;li PH2/PZ2/T15/T20/T25/T30 *50mm + Hızlı Uç Değiştirme Mandrenli Universal Tutucu,871.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
"Go 3,6 Volt Akülü Vidalama Makinesi- 06019h2201",3245.64,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,14.162504396763978,
Tp-cd 18/60 Li-i Bl Solo Akülü Darbeli Vidalama +2.5 Ah Starter Kit,5199.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
MS18-20 Akülü Multi Set 18 Volt / 2 Ah Li-ion Çift Akülü Vidalama Multi Set,9000.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Bits Ucu Seti 20 Parça 50 mm,159.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsb 120-li 2 Ah Çift Akülü Darbeli Delme Vidalam Matkap Ve 23 Parça Uç Seti 06019g8102,6999.0,Akülü Vidalamalar,2026.05.28,05,0.0,2.9416090601559053,14.61557356914763,
Vidalama Ucu Seti 43 Parça,1411.37,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Karışık Bits Ucu Seti,159.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
12v Çift Akü Şarjlı Matkap Akülü Vidalama,1149.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,15.001500150015012,
12v Çift Akülü Metal Şanzıman Şarjlı Matkap Akülü Vidalama,1399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
X-li̇ne 50+173 Parça Aksesuar Seti̇ 2607017523,1025.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.3917727717923604,0.8858267716535433,
Eisenn Qaz-013 Grey Darbeli Metal Mandren Çift Akülü Bl Motor Vidalama Matkap + 84 Parça Komple Seti Hediyeli,3399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Eisenn Ex-10 Darbeli 013 Kömürsüz Motor 2 Akülü Vidalama Matkap + 84 Parça Aksesuar Set,3399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Bits Ucu 3 Adet,32.99,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Şarjlı Darbeli Matkap 58 volt çift akülü Şansımanlı Torklu Matkap Duvar Beton Ahşap delme vidalama,1220.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Akülü Vidalama Şarjlı Tornavida Şarjlı Matkap Ixo 7 + Bosch 46 Parça Cırcır Tornavida Vidalama Ucu,3000.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
10mm Mke Vidalama,1120.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Tp-cd 18/60 Li-i  Bl - Solo Akülü Darbeli Vidalama - 4514205,3800.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,-5.590062111801243,
Cheli̇kbei̇ Dokuzlu Set (power Bank &amp; Led + Kırıcı Delici Matkap+avuç Taşlama+somun Sıkma+vidalama+sunta Kesme+dekupaj+budama Testeresi+budama Makası),12950.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Rtrmax Rtx3050b Akülü 18v 230nm Torklu Vi̇dalama *aküsüz Satilmaktadir*,3678.86,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Professional 43 Parça Vidalama Ucu Seti -2607017164,1959.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.513083632632119,0.7197943444730077,
Tp-cd 18/50 Li I Bl Kömürsüz Çift 2 Ah Akülü Darbeli Matkap + Kwb 32 Parça Bits Uç Seti,7549.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
1/4&#034; Bitsler Için 3/8&#034; Lokma Adaptörü  Bt/8003,340.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Professional Gsb 185-li 2.0 Ah Tek Akülü Kömürsüz Motor Darbeli Matkap + 23 Parça Aksesuar Set - 06019k3102,8046.19,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Profesyonel 18v Çift Akülü Vidalama Matkap Budama Makası Budama Testeresi 3&#039;lü Set,4799.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
10mm Dwe Vidalama,1120.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Alçıpan Vidalama Mke,1867.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Professional Gbh 2-26 Dre Kırıcı Delici Matkap - 0611253703,7490.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,-4.979264166526057,
Rtm350 Şarjlı Matkap,2827.85,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Rtrmax Rtx3050 Kömürsüz 18V Akülü 230NM Vi̇dalama,8529.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Set 08 Şarjlı 3’lü Makine Seti S-lion Çantalı,15469.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gtb 650 Alçipan Vidalama,5438.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.48041389504804144,3.32509975299259,
Dx72 Akülü Somun Sikma,13053.79,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Tomax Yıldız Bits Uç Ph2x100 Mm (10 Adet),893.99,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Shockwave Bits Uç Seti Karışık 32 Parça,1200.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Akülü Vidalama Şarjlı Tornavida Şarjlı Matkap Ixo 7 .nesil + Bosch 32 Parça Vidalama Ucu Seti,3299.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,-5.688965122927387,
Haispro Rb-db2109 Profesyonel Darbeli Matkap 21 V 2x4.0 Ah Çift Akülü 150 Nm Yüksek Tork,14300.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Vidalama Köşe Adaptörü Shockwave-4932471274,1729.99,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
T9 49 Mm 1&#039;li Torx Bits Uç Extrahard 2607001630,270.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsb 18V-150 C Akülü Darb Delme/Vid,42000.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Bits Uç Ph1/2/3 25 Mm 3&#039;lü Set Extrahard 2607001752,294.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
25 Parça Vidalama Seti (tornavida Fonksiyonlu Kutu),520.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gtb 185-li Akülü Alçıpan Vidalama (solo),7443.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Gsb 185 Lı Darbeli Kömürsüz Matkap Vidalama 16 Parça Uç Seti Hediye,8499.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Ph2 X 127 Mm Ekstra Uzun Yıldız Bits Uç Cb/1272,272.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Altıgen Şaft 5 mm,52.99,Akülü Vidalamalar,2026.05.28,05,,,0.0,
Gsb 18V-90 C Solo Darb Delme/Vid,13574.99,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Şarjli Tornavi̇da 13 Parça Set 3.6v 1.5ah Rdx-3085,588.61,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
21v Çift Akülü 4 Başlıklı Kömürsüz Motor Şarjlı Akülü Vidalama,3799.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Şarjlı Vidalama Gsr 120 Li Çift Akülü,6354.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.5538851084032284,3.1828515751867488,
Impact Çift Taraflı Vidalama Uç Pz2 65mm 8li,522.49,Akülü Vidalamalar,2026.05.28,05,0.0,13.832244008714598,13.832244008714598,
12v Metal Şanzıman Çift Akülü Bakır Sargı Akülü Vidalama Şarjlı Matkap,1249.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
T Vidalama Ucu Üçlü 89 mm,359.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gtb 185-Lı Akülü Vidalama,13999.0,Akülü Vidalamalar,2026.05.28,05,0.0,,,
12v Çift Akülü Darbeli Şarjlı Matkap Dijital Göstergeli Akülü Vidalama,1399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsb Darbeli 120 Li 3 Ah Çift Akülü Vidalama +  Bosch Gas 12 Şarjlı Araç Süpürgesi̇ + Bosch V-line 103 Parça Uç Seti,10999.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Plus 12v Dahili Batarya Akülü Vidalama Şarjlı Matkap,1399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
12 Volt 3 Pilli Yedek Akü,359.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Plus 12v Usb Şarjlı Matkap Vidalama Dahili Batarya,1399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Alçıpan Vidalama Dw24,4868.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Cheli̇kbei Beşli̇ Set Mw350r (10mm Ç.mandren+s.sıkma+ş.spral+ş.hilti+budama),7372.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsr 120 Li 2 Ah Çift Bataryalı Vidalama Ve Gas 12 Şarjlı Araç Süpürgesi̇,7999.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsb Darbeli 120 Li 2 Ah Çift Akülü Vidalama + Bosch Gas 12 Şarjlı Araç Süpürgesi̇ + Bosch V-line 103 Parça Uç Seti,9999.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsr 120 Li 2 Ah Çift Akülü Vidalama + Bosch Gas 12 Şarjlı Araç Süpürgesi̇ + Bosch V-line 103 Parça Uç Seti,8999.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsr 120 Li 3 Ah Çift Bataryalı Vidalama + Bosch Gas 12 Şarjlı Araç Süpürgesi̇ + Bosch V-line 103 Parça Uç Seti,9999.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Psd 2228 Şarjlı Vidalama 4v 1500 Mah 30 Parça Uç Seti,1199.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Gsr 120 Li 3 Ah Tek Akülü Vidalama + Bosch Gas 12 Şarjlı Araç Süpürgesi̇,7499.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsr 120 Li 2 Ah Tek Akülü Vidalama + Bosch Gas 12 Şarjlı Araç Süpürgesi̇,6999.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsr 120 Li 3 Ah Çift Bataryalı Vidalama Ve Gas 12 Şarjlı Araç Süpürgesi̇,8999.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
İki̇li̇ Set Mk350 (ş.dekupaj+s.sikma),4035.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
"Çift Taraflı Uç Ph1/pz1-0,60/1,0 Mm 3&#039;lü Çift Taraflı 2607001745",403.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Alçıpan Vidalama Bse,1867.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Qui̇x  Mıknatıslı Yıldız Uç Pz  2*65 Mml  ( 10 Adet),775.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Te-cd 18/50 Li-i Bl Solo Kömürsüz Akülü Darbeli Matkap - 4513942,3349.0,Akülü Vidalamalar,2026.05.28,05,0.0,-4.286939125464419,,
21901 Köşe Delme Vidalama Aparatı 10 Mm,1236.11,Akülü Vidalamalar,2026.05.28,05,0.0,0.2684944841012285,,
Yedi̇li̇ Set (powerbank&amp;led+ Ş.hilti+ş.spral+s.sıkma+13mm Ç.mandren+ş.dekupaj+sunta Kesme),10780.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Mclaren Dcf85mp2t-qw 18v 2x5ah Akülü Darbeli Vidalama,17015.0,Akülü Vidalamalar,2026.05.28,05,0.0,1.3944341815148082,,
Gsb 18v-45 Çift Akülü 2.0 Ah Darbeli Vidalama + 63 Parça Aksesuar Seti,10267.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.45005381078172385,0.42057902973395933,
Dörtlü Set Mw350r (10mm Ç.mandren+s.sıkma+ş.spral+ş.hilti),8197.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Atbl 16 Id-202c 2x2.0 Ah Çift Akülü Kömürsüz Darbeli Vidalama 16v - A0104084,3216.8,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Akülü Vidalama Mw24b,2214.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
X-line Premium Delme Ve Vidalama Ucu Aksesuar Seti 49 Parça- 2608p00233,1258.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.64,5.008347245409015,
Shockwave 56 Parça Bits Uç Seti-4932492006,1957.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.7205352547606794,,
V-line 91 Parça Vidalama Ve Matkap Ucu Aksesuar Seti - 2607017195,2034.0,Akülü Vidalamalar,2026.05.28,05,0.0,1.294820717131474,3.881511746680286,
Gsr 18v-45 Akülü Vidalama + Gws 18v-8 Akülü Taşlama 2x4.0ah Akülü Kombo Set - 0615a5007n,20649.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.525777712866949,2.7927120669056156,
Bosch 35 Parça Ahşap Matkap Ucu Ve Bits Uç Seti 2607017725,1549.0,Akülü Vidalamalar,2026.05.28,05,0.0,-7.022809123649459,0.649772579597141,
Hex 6x49 Mm 3&#039;lü Allen Bits Uç Extrahard 2607001735,488.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Wera 784 C/1 Bits Adaptör 1/2&#034; X 1/4&#034; 05042760001,1500.0,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Tp-cd 18/60 Li-i Bl Solo Akülü Darbeli Vidalama + 2 X 4 Ah Starter Kit Akü,7549.0,Akülü Vidalamalar,2026.05.28,05,0.0,,,
1020 20v 2x2.0ah Çift Akülü Kömürsüz Darbeli Matkap 10mm,2144.75,Akülü Vidalamalar,2026.05.28,05,0.0,-1.6580234856092118,-1.6580234856092118,
Bosch Pro Impact 8 Parça Kare (robertson) Bits Uç Seti 2608521u58,931.0,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Pro Ultra Güçlendirilmiş Darbeli Lazer Kesim Bakır Sargılı 24 Parça Matkap Seti Kırmızı,1549.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
1320 20 V 2.0 Ah Kömürsüz Li-ion Çift Akülü Darbeli Vidalama,2998.92,Akülü Vidalamalar,2026.05.28,05,0.0,-1.7037595463633686,,
Gsr 18V-150 C Solo Delme/Vid,16091.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
21v Darbeli Çift Akülü Şarjlı Kırıcı Delici Hilti,3799.9,Akülü Vidalamalar,2026.05.28,05,0.0,,,
12v Dahili Batarya Şarjlı Matkap Akülü Vidalama,1399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
12v Type-c Usb Şarjlı Matkap Dahili Batarya Akülü Vidalama,1399.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Profesyonel 12v Çift Akülü Vidalama 84 Parça &amp; 12 Köşe 360° Lazer Hizalama Set,2999.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Milwaukee Bits Yıldız Uç Vidalama Matkap Ucu Pz2 x 50mm -10 Adet,747.9,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,1.0675675675675644,
Tomax Ph2 Yıldız Bits Sıkma Vidalama Ucu 50 Mm X 5 Adet,269.95,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Hd20s‑50 Akülü Darbeli Matkap Akü Ve Şarj Cihazı Hariç,2940.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.5128205128205128,
"Iw20x-700 Darbeli Somun Sıkma Kömürsüz, 700nm Akü Ve Şarj Cihazı Hariç",8775.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Rtl80180 Bordo 180 Nm Vi̇dalama,9650.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Hd20x-60tt Akülü Darbeli Matkap Kömürsüz 60nm 1x2ah,7246.8,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,1.538461538461541,
Hpa0416 Şarjlı Tornavida 4v 1.3ah 4nm 200 Dev/dk 1/4” Hex Lokmalı Set,1485.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,1.0204081632653061,
Dd20s-40tt 20v Akülü Matkap 40nm 2 Vites Led 2.0ah + Şarj,5440.5,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Impact Çift Taraflı Vidalama Ucu Pz2150mm3lü,534.49,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Klpro Klav60266 500watt Profesyonel Alçı Panel Tornavidası,2810.16,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Tp-cd 18 Li-i Bl - Solo Akülü Darbeli Vidalama - 4513860,4488.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Pt-21905 Köşe Delme Vidalama Aparatı Mandren 10mm 3/8&#034;,665.46,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsb 18v-28 Akülü Darbeli Vidalama,3962.14,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
13mm Bse Vidalama,1621.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Alçıpan Vidalama Dwe,1867.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Te-cd 18/40 Li Bl-solo Akülü Vidalama,3048.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
X-line 76 Parça Profesyonel Aksesuar Seti 2608p00234,4237.5,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Cheli̇kbei̇ 13mm Çelik Mandren Vidalama Mk36,2786.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Impact Ctrl Vidalama Çifttaraf 8li Set 110mm,737.1,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
4140 20v Lion Şarjlı Matkap/akülü Vidalama (2 Akülü),5454.15,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gsb 18v-110 C 2x4.0ah Darbeli Vidalama,32375.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Gdr 18v-220c + Gsr 18v-90c Vidalama + 2x4 Akü Kombi Seti,26370.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
İzeltaş Pz1 50mm Pozi̇dri̇v Bi̇ts Uç,102.8,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Professional Gsh 500 Kırıcı,24747.0,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
1360 16 V Li-ion 2.0 Ah Kömürsüz Akülü Vidalama,4935.69,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
Changer 18650 Pil Şarj Cihazı,312.32,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Tech  Akülü Vidalama Dt02d,8995.0,Akülü Vidalamalar,2026.05.28,05,0.0,,0.0,
Kl Pro Klha403 1/2&#039;&#039; Profesyonel Havalı Darbeli Somun Sıkma/sökme,2010.95,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,0.0,
16’li Set – Atbl 16 Id-202c Kömürsüz Darbeli Vidalama + Atbl 16 Pd-202c 16v Kömürsüz Darbeli Matkap 2x2.0ah Çift Akülü - A0,4847.93,Akülü Vidalamalar,2026.05.28,05,0.0,,0.0,
Tech Akülü Vidalama Dt04d,15524.0,Akülü Vidalamalar,2026.05.28,05,0.0,,0.0,
Tech Akülü Vidalama Dt03d,11715.0,Akülü Vidalamalar,2026.05.28,05,0.0,,0.0,
Tech Akülü Vidalama Dt01d,6818.0,Akülü Vidalamalar,2026.05.28,05,0.0,,0.0,
Ennalbur M20 Çektirme ( 2 Adet ),998.77,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Ennalbur M0 Çektirme ( 2 Adet ),223.37,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Ennalbur M14 Çektirme ( 2 Adet ),437.32,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Einhell Tc Bj 900 Yassı Dübel Frezesi 860 Watt,5706.46,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Ennalbur M12 Çektirme ( 2 Adet ),352.95,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Ennalbur M16 Çektirme ( 2 Adet ),581.08,Akülü Vidalamalar,2026.05.28,05,0.0,,,
Catpower 3501 Dik Freze 8-12 Mm Pens,8341.85,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
Ennalbur M8 Çektirme ( 4 Adet ),284.19,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
İzeltaş 1114065016 M16  1/2&#034; Lokmalı ( Ribe ) Bits Uç,779.02,Akülü Vidalamalar,2026.05.28,05,0.0,0.0,,
