item_name,price,tarih,kategori,para_birimi
Doğadan Rahat Hisset Passifloralı Bitki Çayı 18 Li,129.0,2026-04-15,icecek,TRY
Doğadan Rezene Çayı,129.0,2026-04-15,icecek,TRY
Doğadan Sade Yeşil Çay 35 Gr,125.5,2026-04-15,icecek,TRY
Doğadan Yeşil Çay Açai Ananaslı 20 Li,126.0,2026-04-15,icecek,TRY
Doğadan Yeşil Çay Limonlu,129.0,2026-04-15,icecek,TRY
Doğadan Yumuşak İçimli Yeşil Çay,129.0,2026-04-15,icecek,TRY
Doğadan Zencefil Limonlu Bitki Çayı,129.0,2026-04-15,icecek,TRY
Doğanay Şalgam Suyu Acı 300 Ml,31.0,2026-04-15,icecek,TRY
Doğanay Şalgam Suyu Acı1 Lt,74.5,2026-04-15,icecek,TRY
Doğanay Şalgam Suyu Tatlı 1 Lt,74.5,2026-04-15,icecek,TRY
Doğanay Şalgam Suyu Tatlı 300 Ml,31.0,2026-04-15,icecek,TRY
Doğuş Adaçayı Zarflı Süzen Poşet Çay 20 Adet 26 Gr,90.5,2026-04-15,icecek,TRY
Doğuş Ayvalı -Zencefilli Çay 20’li 38 gr,89.0,2026-04-15,icecek,TRY
Doğuş Bergamotlu Yeşil Çay 20li 35 gr,90.5,2026-04-15,icecek,TRY
Doğuş Black Label Demlik Poşet Çay 100 Lü 320 Gr,222.0,2026-04-15,icecek,TRY
Doğuş Earl Grey 100 Lü Bardak Poşet Çay 200 Gr,265.5,2026-04-15,icecek,TRY
Doğuş Elma Çayı,90.5,2026-04-15,icecek,TRY
Doğuş Filiz Çayı 3 Kg,1097.0,2026-04-15,icecek,TRY
Doğuş Gurme Siyah Çay 1 kg,423.0,2026-04-15,icecek,TRY
Doğuş Ihlamur Bitki Çayı 20’Li,87.5,2026-04-15,icecek,TRY
Doğuş Ihlamurlu Ballı Zencefilli,87.5,2026-04-15,icecek,TRY
Doğuş Karadeniz Filiz Çayı 1 Kg,372.0,2026-04-15,icecek,TRY
Doğuş Kayısılı Form Çayı,87.5,2026-04-15,icecek,TRY
Doğuş Kiraz Saplı Form Çayı,87.5,2026-04-15,icecek,TRY
Doğuş Kuşburnu Çayı,87.5,2026-04-15,icecek,TRY
Doğuş Limonlu Yeşil Çay,87.5,2026-04-15,icecek,TRY
Doğuş Limonlu Zencefilli Yeşil Çay,87.5,2026-04-15,icecek,TRY
Doğuş Maydonoz Limon Çayı,87.5,2026-04-15,icecek,TRY
Doğuş Nane Limon Çayı,87.5,2026-04-15,icecek,TRY
Doğuş Rezene Çayı,87.5,2026-04-15,icecek,TRY
Doğuş Sade Form Çayı,87.5,2026-04-15,icecek,TRY
Doğuş Sade Yeşil Çay,87.5,2026-04-15,icecek,TRY
Doğuş Şeftalili Yeşil Çay,87.5,2026-04-15,icecek,TRY
Doğuş Tomurcuk Çay 100 Gr,82.0,2026-04-15,icecek,TRY
Dola Atom Çayı Kış Çayı 150 Gr,109.5,2026-04-15,icecek,TRY
Dola Atom Çayı Nane Limon Zencefil 135 g,113.0,2026-04-15,icecek,TRY
Dola Ihlamur Atom Çayı 135 Gr,113.0,2026-04-15,icecek,TRY
Dr.Oetker Milkshake Çikolatalı – Çilekli 24 Gr,15.0,2026-04-15,icecek,TRY
Dr.Oetker Milkshake Muzlu 20 Gr,15.0,2026-04-15,icecek,TRY
Ece Yaprak Çay Ceylon Tea Seylan Çayı 500 Gr,491.0,2026-04-15,icecek,TRY
Fanta Portakal 330 Ml,57.0,2026-04-15,icecek,TRY
Fanta Portakal Teneke 250 Ml,49.5,2026-04-15,icecek,TRY
Fiero 3 ü 1 Arada 1000 Gr.,267.0,2026-04-15,icecek,TRY
Fiero Kahve Kreması 1000 Gr.,268.0,2026-04-15,icecek,TRY
Fiero Salep 1000 Gr.,307.0,2026-04-15,icecek,TRY
Fiero Sıcak Çikolata 1000 Gr.,308.0,2026-04-15,icecek,TRY
Freshers Granül Kuşburnu 300 Gr,131.5,2026-04-15,icecek,TRY
Freshers Granül Portakal 300 Gr,131.5,2026-04-15,icecek,TRY
İçim İçimino Çilekli Süt 6X180 Ml,126.5,2026-04-15,icecek,TRY
İçim Karışık Meyve Suyu 1 Lt,68.5,2026-04-15,icecek,TRY
İçim Kayısılı Meyve Suyu 1 Lt,68.5,2026-04-15,icecek,TRY
İçim Laktozsuz Süt 1Lt,99.0,2026-04-15,icecek,TRY
İçim Laktozsuz Süt 200 Ml,29.5,2026-04-15,icecek,TRY
İçim Sade Süt 6 X 200Ml,150.0,2026-04-15,icecek,TRY
İçim Şeftali Meyve Suyu 1 Lt,68.5,2026-04-15,icecek,TRY
İçim Süt Yarım Yağlı 1 Lt x 1 Adet,82.5,2026-04-15,icecek,TRY
İçim Süt Yarım Yağlı 1 Lt x 4 Adet,297.0,2026-04-15,icecek,TRY
İçim Tam Yağlı Süt 1 Lt,94.5,2026-04-15,icecek,TRY
"Jacobs 2 si 1 Arada 10,5 gr 16 lı Paket 168 Gr",150.5,2026-04-15,icecek,TRY
Jacobs 2 Si 1 Arada 14 Gr,10.5,2026-04-15,icecek,TRY
Jacobs 2’si 1 Arada 10’lu,110.0,2026-04-15,icecek,TRY
Jacobs 3 Ü 1 Arada Gold Yumuşak Lezzet 10 Lu Paket,174.5,2026-04-15,icecek,TRY
Jacobs 3 ü 1 Arada Yoğun 10 Adet,168.0,2026-04-15,icecek,TRY
Jacobs 3’ü 1 Arada 16’lı Paket,150.5,2026-04-15,icecek,TRY
Jacobs 3’ü 1 Arada Karışım Kahve 10’lu Paket,110.0,2026-04-15,icecek,TRY
Jacobs 3in1 Orginal 16 gr,10.5,2026-04-15,icecek,TRY
Jacobs Barista Classic Filtre Kahve 200gr,358.0,2026-04-15,icecek,TRY
Jacobs Barista Editions Filtre Kahve Medium 225 Gr,358.0,2026-04-15,icecek,TRY
Jacobs Barista Yoğun Filtre Kahve 200gr,358.0,2026-04-15,icecek,TRY
Jacobs Espresso 10 Intenso Nespresso Uyumlu Alüminyum Kapsül Kahve 10 Adet,275.0,2026-04-15,icecek,TRY
Jacobs Espresso 7 Classico Kapsül Kahve Nespresso Uyumlu 10 Kapsül,275.0,2026-04-15,icecek,TRY
Jacobs Gold 3’Ü 1 Arada Yumuşak Lezzet 18 Gr,18.5,2026-04-15,icecek,TRY
Jacobs Lungo 8 Intenso Nespresso Uyumlu Alüminyum Kapsül Kahve 10 Adet,276.0,2026-04-15,icecek,TRY
Jacobs Monarch Filtre Kahve 250 Gr,424.0,2026-04-15,icecek,TRY
Jacobs Monarch Gold Kahve 100 Gr,381.5,2026-04-15,icecek,TRY
Jacobs Origin Brazil Granül Kahve Cam Kavanoz 95 Gr,495.0,2026-04-15,icecek,TRY
Jacobs Selection Filtre Kahve 250g,424.0,2026-04-15,icecek,TRY
Jacobs Velvet Foam Granül Kahve 100 Gr,289.0,2026-04-15,icecek,TRY
Jacobs Velvet Gold Foam Kahve 70 Gr,222.0,2026-04-15,icecek,TRY
Kahve Dünyası Türk Kahvesi 100 Gr x 1 Adet,77.0,2026-04-15,icecek,TRY
Kahve Dünyası Türk Kahvesi 100 Gr x 12 Adet,884.0,2026-04-15,icecek,TRY
Karali Demliğin Beklediği Dökme Çay 5 Kg,2275.0,2026-04-15,icecek,TRY
Karali Kral Filiz Siyah Çay 5 Kg,1935.0,2026-04-15,icecek,TRY
Kent Boringer Freshers Elma 300Gr,131.5,2026-04-15,icecek,TRY
Kent Boringer Freshers Limon 300Gr,131.5,2026-04-15,icecek,TRY
Kilikya Şalgam Suyu Acı 1 Lt,61.5,2026-04-15,icecek,TRY
Kilikya Şalgam Suyu Acı 300 Ml,20.5,2026-04-15,icecek,TRY
Kilikya Şalgam Suyu Sade 300 Ml,20.5,2026-04-15,icecek,TRY
Kocatepe Damla Sakızı Aromalı Türk Kahvesi 100 Gr,183.0,2026-04-15,icecek,TRY
Kocatepe Dibek Kahvesi 100 Gr,183.0,2026-04-15,icecek,TRY
Kocatepe Premium Filtre Kahve 250 Gr,340.5,2026-04-15,icecek,TRY
Kocatepe Türk Kahvesi 100 Gr,96.0,2026-04-15,icecek,TRY
Kocatepe Türk Kahvesi 500 Gr Teneke,619.5,2026-04-15,icecek,TRY
Kocatepe Türk Kahvesi Folyo 1 Kg,1020.5,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Brazilian Filtre Kahve 250 Gr,306.0,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Colombian Filtre Kahve 250 Gr,349.5,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Etiyopya Öğütülmüş Filtre Kahve 250 Gr,392.5,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Kakao 250 Gram,474.0,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Kavrulmuş Espresso Çekirdek Kahve 1 Kg,1310.0,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Tek Fincanlık Türk Kahvesi 6 Gr 6 Lı,65.5,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi 100 Gr (1 adet),111.0,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi 100 Gr (25 adet),2336.0,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi Teneke 250 Gr,378.5,2026-04-15,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi Teneke 500 Gr,657.0,2026-04-15,icecek,TRY
Lipton 40Gr Yeşil Çay Limon,87.5,2026-04-15,icecek,TRY
Lipton Ada Çayı 30 Gr,87.0,2026-04-15,icecek,TRY
Lipton Doğu Karadeniz 100 Lü 200 Gr Bardak Poşet Çay,300.0,2026-04-15,icecek,TRY
Lipton Doğu Karadeniz 25 Li Bardak Poşet Çay 50 Gr,97.0,2026-04-15,icecek,TRY
Lipton Doğu Karadeniz Çayı 1 Kg,356.0,2026-04-15,icecek,TRY
Lipton Doğu Karadeniz Demlik Poşet Çay 150 Lı,256.0,2026-04-15,icecek,TRY
Lipton Doğu Karadeniz Demlik Poşet Çay 48 Adet 153 Gr,131.0,2026-04-15,icecek,TRY
Lipton Doğu Karadeniz Demlik Poşet Çay 500 ‘lü,910.0,2026-04-15,icecek,TRY
Lipton Earl Grey Bardak Poşet Çay 100 Lü 200 Gr,327.0,2026-04-15,icecek,TRY
Lipton Earl Grey Bardak Poşet Çay 25 Li 50 Gr,125.0,2026-04-15,icecek,TRY
Lipton Earl Grey Demlik Poşet Çay 100 Lü 320 Gr,300.0,2026-04-15,icecek,TRY
Lipton Earl Grey Demlik Poşet Çay 48 Li 153 Gr,148.5,2026-04-15,icecek,TRY
Lipton Earl Grey Dökme Çay 1 Kg,408.5,2026-04-15,icecek,TRY
Lipton Earl Grey Dökme Çay 500 Gr,264.5,2026-04-15,icecek,TRY
Lipton Ekstra Dem Demlik Poşet Çay 100 Lü 320 Gr,349.5,2026-04-15,icecek,TRY
Lipton Extra Dem Dökme Çay 500 Gr,275.0,2026-04-15,icecek,TRY
Lipton Ice Tea Karpuz 330 Cc,48.0,2026-04-15,icecek,TRY
Lipton Ice Tea Light Şeftali 330 Cc,48.0,2026-04-15,icecek,TRY
Lipton Ice Tea Limon 330 Cc,48.0,2026-04-15,icecek,TRY
Lipton Ice Tea Mango 330 Cc,45.0,2026-04-15,icecek,TRY
Lipton Ice Tea Şeftali 330 Cc,45.0,2026-04-15,icecek,TRY
Lipton Ihlamur Çayı 32 Gr,87.0,2026-04-15,icecek,TRY
Lipton Kuşburnu Çayı 40 Gr,87.0,2026-04-15,icecek,TRY
Lipton Mango & Ananaslı Yeşil Çay 20 Li,87.5,2026-04-15,icecek,TRY
Lipton Papatya Çayı 30 Gr,87.0,2026-04-15,icecek,TRY
Lipton Profesyonellere Özel Harman Dökme Çay 3 Kg,1091.0,2026-04-15,icecek,TRY
Lipton Profesyonellere Özel Jumbo Demlik Poşet Çay 30X25Gr,506.0,2026-04-15,icecek,TRY
Lipton Rezene Çayı 40 Gr,87.0,2026-04-15,icecek,TRY
Lipton Sade Yeşil Çay 40 Gr,87.0,2026-04-15,icecek,TRY
Lipton Slim Plus Kayısılı Bitki Çayı 20 Li,87.0,2026-04-15,icecek,TRY
Lipton Slim Plus Kiraz Saplı Bitki Çayı 20 Li,87.0,2026-04-15,icecek,TRY
Lipton Yellow Label Bardak Poşet Çay 100 Lü 200 Gr,327.0,2026-04-15,icecek,TRY
Lipton Yellow Label Bardak Poşet Çay 25 Li 50 Gr,124.5,2026-04-15,icecek,TRY
Lipton Yellow Label Demlik Poşet Çay 100 Lü 320 Gr,299.5,2026-04-15,icecek,TRY
Lipton Yellow Label Demlik Poşet Çay 150 Adet,284.0,2026-04-15,icecek,TRY
Lipton Yellow Label Demlik Poşet Çay 48 Li 153 Gr,148.5,2026-04-15,icecek,TRY
Lipton Yellow Label Dökme Çay 1 Kg,371.5,2026-04-15,icecek,TRY
Lipton Yellow Label Dökme Çay 500 Gr,236.0,2026-04-15,icecek,TRY
Lipton Yumuşak İçimli Yeşil Çay 20 Gr,87.5,2026-04-15,icecek,TRY
Mehmet Efendi Colombian Filtre Kahve 80 G,109.0,2026-04-15,icecek,TRY
Mehmet Efendi Kafeinsiz Türk Kahvesi 50 Gr,128.5,2026-04-15,icecek,TRY
Meysu %100 Portakal Suyu 1 Lt,115.0,2026-04-15,icecek,TRY
Meysu %100 Üzüm Suyu 1 Lt x 1 Adet,119.0,2026-04-15,icecek,TRY
Meysu %100 Üzüm Suyu 1 Lt x 12 Adet,1360.0,2026-04-15,icecek,TRY
Meysu Ananas Meyve Suyu 1 Lt,87.5,2026-04-15,icecek,TRY
Meysu Elma Meyve Suyu 1 Lt,88.0,2026-04-15,icecek,TRY
Meysu Karışık Meyve Suyu 1 Lt,87.5,2026-04-15,icecek,TRY
Meysu Kayısı Meyve Suyu 1 Litre,87.5,2026-04-15,icecek,TRY
Meysu Mango Meyve Suyu 1 Lt,86.0,2026-04-15,icecek,TRY
Meysu Meyve Suyu Kayısı 200 Ml 6 Lı Paket,115.0,2026-04-15,icecek,TRY
Meysu Meyve Suyu Şeftali 200 Ml 6 Lı Paket,115.0,2026-04-15,icecek,TRY
Meysu Meyve Suyu Vişne 200 Ml 6 Lı Paket,115.0,2026-04-15,icecek,TRY
Meysu Nar Meyve Suyu 1 Lt,87.5,2026-04-15,icecek,TRY
Meysu Şeftali Nektarı 1 Lt,87.5,2026-04-15,icecek,TRY
Meysu Vişne Meyve Suyu 1 Lt,87.5,2026-04-15,icecek,TRY
Nescafe 2 Si 1 Arada 10 Adet 10 Gr,105.0,2026-04-15,icecek,TRY
Nescafe 2 Si 1 Arada 10 Gr,14.35,2026-04-15,icecek,TRY
"Nescafe 3 Ü 1 Arada 17,5 Gr",14.4,2026-04-15,icecek,TRY
Nescafe 3 Ü 1 Arada Ekstra 10 Lu,107.0,2026-04-15,icecek,TRY
"Nescafe 3 Ü 1 Arada Ekstra 16,5 Gr",14.4,2026-04-15,icecek,TRY
Nescafe Classic Eko Paket 200 Gr,413.4,2026-04-15,icecek,TRY
Nescafe Gold 14’lü Paket 2 gr,177.5,2026-04-15,icecek,TRY
Nescafe Gold Eko 50 Gr,218.5,2026-04-15,icecek,TRY
Nescafe Gold Filtre Kahve 250 Gr,340.0,2026-04-15,icecek,TRY
Nescafe Gold Kahve 100 Gr Cam Kavanoz,519.0,2026-04-15,icecek,TRY
Nescafe Gold Kahve 100 Gr Ekonomik,285.8,2026-04-15,icecek,TRY
Nescafe Gold Kahve 200 Gr Cam Kavanoz,1030.0,2026-04-15,icecek,TRY
Nescafe Gold Kahve 200 Gr Ekonomik,598.8,2026-04-15,icecek,TRY
Nescafe Gold Kahve 900 Gr Teneke,2216.0,2026-04-15,icecek,TRY
Nescafe Klasik Kahve 1 Kg Teneke,1717.0,2026-04-15,icecek,TRY
Nescafe Klasik Kahve 100 Gr Cam Kavanoz,325.6,2026-04-15,icecek,TRY
Nescafe Klasik Kahve 100 Gr Ekonomik,249.1,2026-04-15,icecek,TRY
Nescafe Klasik Kahve 200 Gr Cam Kavanoz,539.8,2026-04-15,icecek,TRY
"Nescafe Mocha 17,9 Gr",18.0,2026-04-15,icecek,TRY
Nescafe Original 3’ü 1 Arada 10’lu Hazır Kahve,100.5,2026-04-15,icecek,TRY
"Nescafe Sütlü Köpüklü 10 X 17,4 Gr",105.0,2026-04-15,icecek,TRY
"Nescafe Sütlü Köpüklü 17,4 Gr",14.35,2026-04-15,icecek,TRY
Nescafe Xpress Americano 250 Ml,63.0,2026-04-15,icecek,TRY
Nescafe Xpress Cafe Latte 250 Ml,83.0,2026-04-15,icecek,TRY
Nescafe Xpress Çikolata 250 Ml,68.8,2026-04-15,icecek,TRY
Nescafe Xpress Latte Orijinal Tat 250 Ml,80.7,2026-04-15,icecek,TRY
Nescafe Xpress Vanilya 250 Ml,82.8,2026-04-15,icecek,TRY
Nestle Cappucino 14 Gr x 1 Adet,17.6,2026-04-15,icecek,TRY
Nestle Cappucino 14 Gr x 24 Adet,432.0,2026-04-15,icecek,TRY
Nestle Coffee Mate Kahve Kreması 170 Gr,119.5,2026-04-15,icecek,TRY
Nestle Coffee Mate Kahve Kreması 2 Kg,989.5,2026-04-15,icecek,TRY
Nestle Coffee Mate Kahve Kreması Eko 200 Gr,150.0,2026-04-15,icecek,TRY
Nestle Coffee Mate Kahve Kreması Eko 500 Gr,296.5,2026-04-15,icecek,TRY
Nestle Latte 17 Gr,18.0,2026-04-15,icecek,TRY
Nestle Salep 15 Gr,14.0,2026-04-15,icecek,TRY
"Nestle Sıcak Çikolata 18,5 gr 1 adet",16.0,2026-04-15,icecek,TRY
"Nestle Sıcak Çikolata 18,5 gr 24’lü Paket",368.0,2026-04-15,icecek,TRY
Ofçay Hazine Zengin Dem Demlik Poşet Çay 30Gr X 30 Lu,555.5,2026-04-15,icecek,TRY
Osso Dibek Kahvesi 200 Gr,112.5,2026-04-15,icecek,TRY
Osso Osmanlı Kahvesi 200 Gr,112.5,2026-04-15,icecek,TRY
Pınar Biodenge Laktozsuz Süt 1 Lt,107.0,2026-04-15,icecek,TRY
Pınar Kahveli Protein Süt 500 Ml,113.0,2026-04-15,icecek,TRY
Pınar Kayısı Meyve Suyu 1 Lt,80.5,2026-04-15,icecek,TRY
Pınar Laktozsuz Süt 200 Ml,36.5,2026-04-15,icecek,TRY
Pınar Meyve Suyu Akdeniz Kokteyli 1 Lt,80.5,2026-04-15,icecek,TRY
Pınar Organik Süt 200 Ml,39.5,2026-04-15,icecek,TRY
Pınar Portakal Meyve Suyu 1 Lt,80.5,2026-04-15,icecek,TRY
Pınar Protein Çilekli Süt 500 Ml,113.0,2026-04-15,icecek,TRY
Pınar Protein Kakaolu Süt 500 Ml,113.0,2026-04-15,icecek,TRY
Pınar Protein Muzlu Ve Yer Fıstıklı Süt 500 Ml,113.0,2026-04-15,icecek,TRY
Pınar Protein Vanilyalı Süt 500 Ml,113.0,2026-04-15,icecek,TRY
Pınar Şeftali Meyve Suyu 1 Lt,80.5,2026-04-15,icecek,TRY
Pınar Süt %1 Yağlı 1 Lt,90.0,2026-04-15,icecek,TRY
Pınar Vişne Meyve Suyu 1 Lt,80.5,2026-04-15,icecek,TRY
Poli Toz İçecek Elmalı 300 Gr,54.0,2026-04-15,icecek,TRY
Poli Toz İçecek Karadut 300 Gr,54.5,2026-04-15,icecek,TRY
Poli Toz İçecek Kekik 300 Gr,54.5,2026-04-15,icecek,TRY
Poli Toz İçecek Kivi 300 Gr,54.0,2026-04-15,icecek,TRY
Poli Toz İçecek Kuşburnu 300 Gr,54.0,2026-04-15,icecek,TRY
Poli Toz İçecek Limon 300 Gr,54.0,2026-04-15,icecek,TRY
Poli Toz İçecek Nane Limon 250 Gr,50.5,2026-04-15,icecek,TRY
Poli Toz İçecek Portakal 300 Gr,54.0,2026-04-15,icecek,TRY
Poli Toz İçecek Soğuk Limon 450 Gr,112.0,2026-04-15,icecek,TRY
Poli Toz İçecek Soğuk Portakal 450 Gr,112.0,2026-04-15,icecek,TRY
Poli Toz İçecek Sütlü Muz 250 Gr,50.5,2026-04-15,icecek,TRY
Poli Toz İçecek Sütlü Salep 250 Gr,50.5,2026-04-15,icecek,TRY
Poli Toz İçecek Tarçın 300 Gr,54.0,2026-04-15,icecek,TRY
Powerade Ice Blast Enerji İçeceği Pet 500 Ml,61.0,2026-04-15,icecek,TRY
Red Bull Blue Enerji İçeceği 250 Ml,76.0,2026-04-15,icecek,TRY
Red Bull Enerji İçeceği 355 Ml,119.5,2026-04-15,icecek,TRY
Red Bull Enerji İçeceği 473 Ml,152.0,2026-04-15,icecek,TRY
Red Bull Klasik Enerji İçeceği 250 Ml,76.0,2026-04-15,icecek,TRY
Red Bull Şekersiz Enerji İçeceği 250 Ml,76.0,2026-04-15,icecek,TRY
Red Bull White Enerji İçeceği 250 Ml,76.0,2026-04-15,icecek,TRY
Schweppes Mandalina Şişe 250 Ml,73.0,2026-04-15,icecek,TRY
Sprite Teneke 250 Ml,49.5,2026-04-15,icecek,TRY
Sütaş Çilekli Süt 6 X 180 Ml,125.5,2026-04-15,icecek,TRY
Sütaş Kakaolu 6 X 180 Ml,126.5,2026-04-15,icecek,TRY
Sütaş Laktozsuz Süt 1 Lt,92.0,2026-04-15,icecek,TRY
Sütaş Muzlu Süt 6 X 180 Ml,126.5,2026-04-15,icecek,TRY
Sütaş Tam Yağlı Süt 1 Lt,94.0,2026-04-15,icecek,TRY
Sütaş Tam Yağlı Süt 6 X 180 Ml,126.5,2026-04-15,icecek,TRY
Sütaş Yarım Yağlı Süt 1 Lt,82.5,2026-04-15,icecek,TRY
Tchibo Beyaz Kağıt Filtre 4 Numara 80 Adet,173.0,2026-04-15,icecek,TRY
Tchibo Cafissimo Caffe Crema Rich Aroma 10’lu Kapsül Kahve,348.0,2026-04-15,icecek,TRY
Tchibo Gold Selection Çözünebilir Kahve 100 Gr,432.0,2026-04-15,icecek,TRY
Tchibo Gold Selection Çözünebilir Kahve Ekonomik Paket 75 g,177.5,2026-04-15,icecek,TRY
Tchibo Gold Selection Öğütülmüş Filtre Kahve 250 Gr,434.0,2026-04-15,icecek,TRY
Tchibo Privat Kaffee African Blue Öğütülmüş Filtre Kahve 250 g,754.0,2026-04-15,icecek,TRY
Tchibo Privat Kaffee Brazil Mild Öğütülmüş Filtre Kahve 250 g,755.0,2026-04-15,icecek,TRY
Tchibo Privat Kaffee Latin Grande Öğütülmüş Filtre Kahve 250 g,754.0,2026-04-15,icecek,TRY
Tchibo Türk Kahvesi 100Gr,89.5,2026-04-15,icecek,TRY
Teksüt Yarım Yağlı Süt 1 Lt,69.5,2026-04-15,icecek,TRY
Torku Kakaolu Süt 6X180 Ml,146.5,2026-04-15,icecek,TRY
Torku Muzlu Süt 6 X 180 Ml,140.0,2026-04-15,icecek,TRY
Torku Süt Yarım Yağlı 1 Lt,83.5,2026-04-15,icecek,TRY
Torku Tam Yağlı Süt 1 Lt,103.0,2026-04-15,icecek,TRY
Ülker Cafe Crown 2 Si 1 Arada Fındık,13.0,2026-04-15,icecek,TRY
Ülker Cafe Crown 2 Si 1 Arada Sade,13.0,2026-04-15,icecek,TRY
Aptamil Devam Sütü Maması No2 6-9 Ay 350 Gr,744.0,2026-04-15,anne-bebek,TRY
Dalin 3 Lü Bebek Sabunu 300 Gr,120.0,2026-04-15,anne-bebek,TRY
Dalin Bebe Yağı 300 Ml,232.0,2026-04-15,anne-bebek,TRY
Dalin Islak Havlu 3 X 56,148.0,2026-04-15,anne-bebek,TRY
Dalin Kolay Tarama Spreyi 200 Ml,200.0,2026-04-15,anne-bebek,TRY
Dalin Şampuan 500 Ml,197.5,2026-04-15,anne-bebek,TRY
Dalin Vazelin 100 Ml,172.5,2026-04-15,anne-bebek,TRY
Eyüp Sabri Tuncer Zeytinyağlı Bebe Şampuanı 600 Ml,322.5,2026-04-15,anne-bebek,TRY
Hero Baby Karışık Meyveli Yulaflı Kavanoz Maması 120 Gr,61.0,2026-04-15,anne-bebek,TRY
Hero Baby Mandalinalı Armutlu Kavanoz Maması 120 Gr,61.0,2026-04-15,anne-bebek,TRY
Hero Baby Sütlü Meyveli 8 Tahıllı Kaşık Maması 400 Gr,293.5,2026-04-15,anne-bebek,TRY
Hipp 1 Organik Combiotic Bebek Sütü 350 Gr,904.5,2026-04-15,anne-bebek,TRY
Hipp 2 Organik Combiotic Devam Sütü 350 Gr,904.5,2026-04-15,anne-bebek,TRY
Hipp 3 Organik Combiotic Devam Sütü 350 Gr,904.5,2026-04-15,anne-bebek,TRY
Hipp Organik 5 Tahıllı Tahıl Bazlı Ek Gıda 200 Gr,232.5,2026-04-15,anne-bebek,TRY
Hipp Organik Armut Püresi 125 Gr,123.5,2026-04-15,anne-bebek,TRY
Hipp Organik Bebek Bisküvisi 180 Gr,205.5,2026-04-15,anne-bebek,TRY
Hipp Organik Elma Püresi 125 Gr,117.5,2026-04-15,anne-bebek,TRY
Hipp Organik Erik Püresi 125 Gr,123.5,2026-04-15,anne-bebek,TRY
Hipp Organik İyi Geceler Sütlü Elmalı Tahıllı Kaşık Maması 250 Gr,260.5,2026-04-15,anne-bebek,TRY
Hipp Organik Kayısı Püresi 125 Gr,117.5,2026-04-15,anne-bebek,TRY
Hipp Organik Pirinçli Tahıl Bazlı Ek Gıda 200 Gr,232.5,2026-04-15,anne-bebek,TRY
Hipp Organik Şeftali Püresi 125 Gr,123.5,2026-04-15,anne-bebek,TRY
Hipp Organik Yulaflı Tahıl Bazlı Ek Gıda 200 Gr,232.5,2026-04-15,anne-bebek,TRY
Johnson’s Baby Bebek Losyonu 300 Ml,304.0,2026-04-15,anne-bebek,TRY
Johnson’s Baby Bedtime Bebek Sabunu 90 Gr,59.5,2026-04-15,anne-bebek,TRY
Johnson’s Baby Bedtime Yağı 200 Ml,189.5,2026-04-15,anne-bebek,TRY
Johnson’s Baby Işıldayan Parlaklık Saç Şampuanı 750 Ml,371.5,2026-04-15,anne-bebek,TRY
Johnson’s Baby Işıldayan Parlaklık Şampuanı 500 Ml,277.0,2026-04-15,anne-bebek,TRY
Johnson’s Baby Normal Bebe Yağı 300 Ml,263.5,2026-04-15,anne-bebek,TRY
Johnson’s Baby Şampuan 200 Ml,89.5,2026-04-15,anne-bebek,TRY
Johnson’s Baby Şampuan 750 Ml,183.0,2026-04-15,anne-bebek,TRY
Johnson’s Baby Söz Dinleyen Kolay Tarama Saç Spreyi 500 Ml,277.0,2026-04-15,anne-bebek,TRY
Johnson’s Baby Süt Sabunu 100 Gr,59.5,2026-04-15,anne-bebek,TRY
Johnson’s Bebek Nemlendirici Jel Yağ 200 Ml,362.5,2026-04-15,anne-bebek,TRY
Molfix Bebek Bezi 3 Beden Midi 68 Adet,395.5,2026-04-15,anne-bebek,TRY
Molfix Bebek Bezi 4 Beden Maxi Fırsat Paketi 60 Adet,395.5,2026-04-15,anne-bebek,TRY
Molfix Bebek Bezi 5 Beden Junior Fırsat Paketi 48 Adet,395.5,2026-04-15,anne-bebek,TRY
Molfix Bebek Bezi Junior Plus 5+ Beden 44 Adet,395.5,2026-04-15,anne-bebek,TRY
Molfix Fırsat Paket 6 Beden 38 Adet Ekstra Large,395.5,2026-04-15,anne-bebek,TRY
Molfix Junior 5 Beden Bebek Bezi 78 Adet,521.0,2026-04-15,anne-bebek,TRY
Prima Bebek Bezi Aktif Bebek 3 Beden Midi Fırsat Paketi 62 Adet,816.0,2026-04-15,anne-bebek,TRY
Prima Bebek Bezi Aktif Bebek 4 Beden Maxi Fırsat Paketi 54 Adet,816.0,2026-04-15,anne-bebek,TRY
Prima Bebek Bezi Aktif Bebek 5 Beden Junior Fırsat Paketi 46 Adet,816.0,2026-04-15,anne-bebek,TRY
