item_name,price,tarih,kategori,para_birimi
Bağdat Izgara Baharatı 65 Gr,78.0,2026-04-15,temel-gida,TRY
Bağdat Kabuk Tarçın 45 Gr,89.0,2026-04-15,temel-gida,TRY
Bağdat Karabiber 40 Gr,97.0,2026-04-15,temel-gida,TRY
Bağdat KaraBiber Tuzluklu 55 Gr,166.5,2026-04-15,temel-gida,TRY
Bağdat Karanfil 15 Gr,64.0,2026-04-15,temel-gida,TRY
Bağdat Karbonat 1 Kg,146.5,2026-04-15,temel-gida,TRY
Bağdat Karbonat 150 Gr,50.0,2026-04-15,temel-gida,TRY
Bağdat Kekik 25 Gr,97.5,2026-04-15,temel-gida,TRY
Bağdat Kekik Eko 60 Gr,215.0,2026-04-15,temel-gida,TRY
Bağdat Kimyon 75 Gr,97.5,2026-04-15,temel-gida,TRY
Bağdat Kişniş 40 Gr,36.5,2026-04-15,temel-gida,TRY
Bağdat Köfte Baharı 65 Gr,74.0,2026-04-15,temel-gida,TRY
Bağdat Köfte Harcı 90 Gr,62.0,2026-04-15,temel-gida,TRY
Bağdat Köri 70 Gr,82.5,2026-04-15,temel-gida,TRY
Bağdat Kuş Üzümü 40 Gr,100.0,2026-04-15,temel-gida,TRY
Bağdat Limon Tuzu 60 Gr,60.5,2026-04-15,temel-gida,TRY
Bağdat Limon Tuzu Eko 275 Gr,158.5,2026-04-15,temel-gida,TRY
Bağdat Mahlep 30 Gr,203.0,2026-04-15,temel-gida,TRY
Bağdat Mavi Haşhaş 80 Gr,88.0,2026-04-15,temel-gida,TRY
Bağdat Nane 30 Gr,50.0,2026-04-15,temel-gida,TRY
Bağdat Nane 70 Gr,96.5,2026-04-15,temel-gida,TRY
Bağdat Pul Biber 210 Gr,212.5,2026-04-15,temel-gida,TRY
Bağdat Pul Biber 80 Gr,93.5,2026-04-15,temel-gida,TRY
Bağdat Sarımsak Granül 40 Gr,62.5,2026-04-15,temel-gida,TRY
Bağdat Sebzeli Çeşni 250 Gr,83.5,2026-04-15,temel-gida,TRY
Bağdat Selection Et Çeşnisi 45 Gr,147.0,2026-04-15,temel-gida,TRY
Bağdat Sumak 80 Gr,119.0,2026-04-15,temel-gida,TRY
Bağdat Susam 75 Gr,64.0,2026-04-15,temel-gida,TRY
Bağdat Tane KaraBiber 40 Gr,97.0,2026-04-15,temel-gida,TRY
Bağdat Tarçın 45 Gr,69.5,2026-04-15,temel-gida,TRY
Bağdat Tatlı Toz Biber 1 Kg,641.0,2026-04-15,temel-gida,TRY
Bağdat Tatlı Toz Biber 75 Gr,97.5,2026-04-15,temel-gida,TRY
Bağdat Tavuk Harcı 65 Gr,72.5,2026-04-15,temel-gida,TRY
Bağdat Yenibahar 40 Gr,109.0,2026-04-15,temel-gida,TRY
Bağdat Zencefil 60 Gr,88.5,2026-04-15,temel-gida,TRY
Bağdat Zerdeçal 70 Gr,79.5,2026-04-15,temel-gida,TRY
Bağdat Zerdeçal Cam 55 Gr,111.0,2026-04-15,temel-gida,TRY
Balküpü Küp Şeker 1 Kg,85.0,2026-04-15,temel-gida,TRY
Barbunya 1 Kg,176.5,2026-04-15,temel-gida,TRY
Barbunya 25 Kg (Çuval),4075.0,2026-04-15,temel-gida,TRY
Barilla Burgu Makarna 500 Gr,68.0,2026-04-15,temel-gida,TRY
Barilla Fiyonk Makarna 500 Gr,68.0,2026-04-15,temel-gida,TRY
Barilla Kelebek Makarna 500 Gr,68.0,2026-04-15,temel-gida,TRY
Barilla Pesto Genovese Makarna Sosu 190 Gr,208.0,2026-04-15,temel-gida,TRY
Barilla Pipette Bukle Makarna 500 Gr,68.0,2026-04-15,temel-gida,TRY
Barilla Spagetti 500 Gr,68.0,2026-04-15,temel-gida,TRY
Barilla Tagliatelle Makarna 500 Gr,220.5,2026-04-15,temel-gida,TRY
Barilla Yassı Spagetti 500 Gr,68.0,2026-04-15,temel-gida,TRY
Beşler Glutensiz Kesme Makarna 400 Gr,165.5,2026-04-15,temel-gida,TRY
Bibercizade Acı Toz Biber 120 Gr,89.0,2026-04-15,temel-gida,TRY
Bibercizade Çiğ Köfte Seti 600 Gr,182.0,2026-04-15,temel-gida,TRY
Bibercizade Çiğköfte Seti 380 Gr,135.5,2026-04-15,temel-gida,TRY
Bibercizade Çörek Otu 150 Gr,89.0,2026-04-15,temel-gida,TRY
Bibercizade Dolmalık Fıstık 25 Gr,204.5,2026-04-15,temel-gida,TRY
Bibercizade Hindistan Cevizi 100 Gr,81.5,2026-04-15,temel-gida,TRY
Bibercizade Hindistan Cevizi 250 Gr,129.5,2026-04-15,temel-gida,TRY
Bibercizade İsot 120 Gr,88.5,2026-04-15,temel-gida,TRY
Bibercizade İsot 500 Gr,207.5,2026-04-15,temel-gida,TRY
Bibercizade Kabuk Tarçın 50 Gr,76.5,2026-04-15,temel-gida,TRY
Bibercizade KaraBiber 120 Gr,155.0,2026-04-15,temel-gida,TRY
Bibercizade Karanfil 20 Gr,52.5,2026-04-15,temel-gida,TRY
Bibercizade Karbonat 200 Gr,59.5,2026-04-15,temel-gida,TRY
Bibercizade Kekik 250 Gr,310.5,2026-04-15,temel-gida,TRY
Bibercizade Kimyon 1 Kg,453.0,2026-04-15,temel-gida,TRY
Bibercizade Kimyon 120 Gr,89.0,2026-04-15,temel-gida,TRY
Bibercizade Kimyon 250 Gr,144.5,2026-04-15,temel-gida,TRY
Bibercizade Köfte Harcı 90 Gr,72.5,2026-04-15,temel-gida,TRY
Bibercizade Köri 120 Gr,59.5,2026-04-15,temel-gida,TRY
Bibercizade Kuş Üzümü 120 Gr,147.0,2026-04-15,temel-gida,TRY
Bibercizade Limon Tuzu 1 Kg,253.0,2026-04-15,temel-gida,TRY
Bibercizade Limon Tuzu 200 Gr,83.5,2026-04-15,temel-gida,TRY
Bibercizade Mahlep 100 Gr,229.0,2026-04-15,temel-gida,TRY
Bibercizade Mavi Haşhaş 120 Gr,82.0,2026-04-15,temel-gida,TRY
Bibercizade Nane 40 Gr,44.0,2026-04-15,temel-gida,TRY
Bibercizade Pasta Süsü 100 Gr,53.0,2026-04-15,temel-gida,TRY
Bibercizade Pul Biber 120 Gr,88.5,2026-04-15,temel-gida,TRY
Bibercizade Sumak 120 Gr,105.5,2026-04-15,temel-gida,TRY
Bibercizade Susam 150 Gr,77.0,2026-04-15,temel-gida,TRY
Bibercizade Tane Kara Biber 60 Gr,88.5,2026-04-15,temel-gida,TRY
Bibercizade Tane Zencefil 120 Gr,106.0,2026-04-15,temel-gida,TRY
Bibercizade Tarçın 120 Gr,88.5,2026-04-15,temel-gida,TRY
Bibercizade Tatlı Biber 250 Gr,160.5,2026-04-15,temel-gida,TRY
Bibercizade Tatlı Toz Biber 120 Gr,89.0,2026-04-15,temel-gida,TRY
Bibercizade Tatlı Toz Biber 250 Gr,129.0,2026-04-15,temel-gida,TRY
Bibercizade Toz Tatlı Biber 1 Kg,369.5,2026-04-15,temel-gida,TRY
Bibercizade Yenibahar 100 Gr,126.0,2026-04-15,temel-gida,TRY
Bibercizade Zencefil 100 Gr,88.5,2026-04-15,temel-gida,TRY
Bibercizade Zerdeçal 100 Gr,68.0,2026-04-15,temel-gida,TRY
Billur Demir Mineralli İyotlu Sofra Tuzu 500 Gr,76.5,2026-04-15,temel-gida,TRY
Billur İyotlu Tuz 750 Gr,42.0,2026-04-15,temel-gida,TRY
Billur Karton Tuz 250 Gr,41.0,2026-04-15,temel-gida,TRY
Billur Tuz İyotlu 3 Kg,215.0,2026-04-15,temel-gida,TRY
Billur Tuz İyotlu Tuzluklu 125 Gr,27.5,2026-04-15,temel-gida,TRY
"Billur Tuz Rafine İyotlu Sofra Tuzu 1,5 Kg",87.0,2026-04-15,temel-gida,TRY
Billur Tuz Sodyumu Azaltılmış İyotsuz Sofra Tuzu 500 Gr,129.5,2026-04-15,temel-gida,TRY
Billur Tuz Sofrada Öğütme Deniz Tuzu 500 Gr,72.0,2026-04-15,temel-gida,TRY
Billur Tuz Sofrada Öğütme Yemeklik Himalaya Kristal Granül Doğal Kaya Tuzu 200 Gr Değirmenli,103.0,2026-04-15,temel-gida,TRY
Billur Tuzluklu Tuz 500 Gr,55.5,2026-04-15,temel-gida,TRY
Biryağ Ayçiçek Yağı 1 Lt,173.5,2026-04-15,temel-gida,TRY
Biryağ Ayçiçek Yağı 2 Lt,323.5,2026-04-15,temel-gida,TRY
Bizim Mutfak Çikolata Sosu 98 Gr,60.5,2026-04-15,temel-gida,TRY
Bizim Mutfak Çilekli Puding 120 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Domates Çorbası 65 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Ezogelin Çorbası 80 Gr,44.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Kakaolu Puding 132 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Krem Şanti 150 Gr,74.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Krem Şanti 75 Gr,44.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Kremalı Mantar Çorbası 65 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Kremalı Tavuk Çorbası 62 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Mercimek Çorbası 72 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Şehriyeli Tavuk Suyu Çorbası 80 Gr,44.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Tarhana Çorbası 65 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Vanilyalı Puding 125 Gr,45.0,2026-04-15,temel-gida,TRY
Bizim Mutfak Yayla Çorbası 80 Gr,44.0,2026-04-15,temel-gida,TRY
Burcu Acı Biber Salçası 1500 Gr,302.5,2026-04-15,temel-gida,TRY
Burcu Acı Sos 100 Ml,61.0,2026-04-15,temel-gida,TRY
Burcu Acı Tatlı Karışık Salça 1500 Gr,294.5,2026-04-15,temel-gida,TRY
Burcu Ajvar Acı 310 Gr,79.0,2026-04-15,temel-gida,TRY
Burcu Ajvar Tatlı 310 Gr,79.0,2026-04-15,temel-gida,TRY
Burcu Bamya Konservesi Okra 550 Gr,186.0,2026-04-15,temel-gida,TRY
Burcu Barbekü Sos 330 Gr,62.0,2026-04-15,temel-gida,TRY
Burcu Barbunya Pilaki Hazır Yemek 400 Gr,62.0,2026-04-15,temel-gida,TRY
Burcu Bezelye Konservesi 4250 Gr,353.0,2026-04-15,temel-gida,TRY
Burcu Bezelye Konservesi 570 Gr Cam Kavanoz,70.0,2026-04-15,temel-gida,TRY
Burcu Bezelye Konservesi 830 Gr,83.0,2026-04-15,temel-gida,TRY
Burcu Dilimli Mantar Cam Kavanoz 560 Gr,192.0,2026-04-15,temel-gida,TRY
Burcu Domates Rendesi 700 Gr,67.0,2026-04-15,temel-gida,TRY
Burcu Domates Salçası 1500 Gr,209.0,2026-04-15,temel-gida,TRY
Burcu Domates Salçası 4300 Gr,495.0,2026-04-15,temel-gida,TRY
Burcu Domates Salçası 830 Gr,82.0,2026-04-15,temel-gida,TRY
Burcu Enginar Konservesi 540 Gr Cam Kavanoz,238.0,2026-04-15,temel-gida,TRY
Burcu Fasulye Pilaki Hazır Yemek 400 Gr,62.0,2026-04-15,temel-gida,TRY
Burcu Garnitür 4 Kg,366.5,2026-04-15,temel-gida,TRY
Burcu Garnitür Cam Kavanoz 570 Gr,70.0,2026-04-15,temel-gida,TRY
Burcu Haşlanmış Barbunya 800 Gr,95.5,2026-04-15,temel-gida,TRY
Burcu Haşlanmış Fasülye 800 Gr,75.0,2026-04-15,temel-gida,TRY
Burcu Haşlanmış Nohut 800 Gr,83.5,2026-04-15,temel-gida,TRY
Burcu Ketçap Acılı 650 Gr,71.5,2026-04-15,temel-gida,TRY
Burcu Ketçap Tatlı 650 Gr,71.5,2026-04-15,temel-gida,TRY
Burcu Közlenmiş Biber 560 Gr,131.0,2026-04-15,temel-gida,TRY
Burcu Közlenmiş Patlıcan Cam Kavanoz 540 Gr,74.0,2026-04-15,temel-gida,TRY
Burcu Kurutulmuş Domates 550 Gr Cam Kavanoz,188.0,2026-04-15,temel-gida,TRY
Burcu Mayonez 550 Gr,73.0,2026-04-15,temel-gida,TRY
Burcu Meksika Fasülyesi 400 Gr,69.0,2026-04-15,temel-gida,TRY
Burcu Mısır Konservesi 3 X 200 Gr,107.0,2026-04-15,temel-gida,TRY
Burcu Paprika Sos 330 Gr,62.0,2026-04-15,temel-gida,TRY
Burcu Ranch Sos 290 Gr,62.0,2026-04-15,temel-gida,TRY
Burcu Sarımsaklı Mayonez 290 Gr,62.0,2026-04-15,temel-gida,TRY
Burcu Tane Süt Mısır 2600 Gr,441.5,2026-04-15,temel-gida,TRY
Burcu Tatlı Biber Salçası 1500 Gr,302.0,2026-04-15,temel-gida,TRY
Burcu Taze Fasülye Hazır Yemek 550 Gr Cam Kavanoz,91.5,2026-04-15,temel-gida,TRY
Burcu Zeytinyağlı Yaprak Sarma 200 gr,135.5,2026-04-15,temel-gida,TRY
Calve Acı Set Ketçap 600 Gr + Mayonez 540 Gr,197.5,2026-04-15,temel-gida,TRY
Calve Acı Sos 265 Gr,123.5,2026-04-15,temel-gida,TRY
Calve Ballı Hardal Sos 260 Gr,167.0,2026-04-15,temel-gida,TRY
Calve Barbekü Sos 290 Gr,121.5,2026-04-15,temel-gida,TRY
Calve Chedar Sos 240 Gr,123.0,2026-04-15,temel-gida,TRY
Calve Hardal Sos 250 Gr,152.5,2026-04-15,temel-gida,TRY
Calve Ketçap Acılı 400 Gr,114.5,2026-04-15,temel-gida,TRY
Calve Ketçap Acılı 600 Gr,133.5,2026-04-15,temel-gida,TRY
Calve Ketçap Tatlı 400 Gr,114.5,2026-04-15,temel-gida,TRY
Calve Ketçap Tatlı 600 Gr,133.5,2026-04-15,temel-gida,TRY
Calve Köri Sos 260 Gr,123.0,2026-04-15,temel-gida,TRY
Calve Mayonez 350 Gr,149.0,2026-04-15,temel-gida,TRY
Calve Mayonez 540 Gr,182.5,2026-04-15,temel-gida,TRY
Calve Ranch Sos 245 Gr,123.0,2026-04-15,temel-gida,TRY
Calve Tatlı Set Ketçap 600 Gr Mayonez 540 Gr,197.5,2026-04-15,temel-gida,TRY
Cemkar Esmer Küp Şeker 500 Gr,101.5,2026-04-15,temel-gida,TRY
Cemkar Stick Tuz 800 Gr,57.0,2026-04-15,temel-gida,TRY
Cin Mısır Açık 1 Kg,82.0,2026-04-15,temel-gida,TRY
Cin Mısır Popcorn 25 Kg (Çuval),1620.0,2026-04-15,temel-gida,TRY
Damla Aşurelik Buğday 1 Kg,70.5,2026-04-15,temel-gida,TRY
Damla Barbunya 500 Gr,134.0,2026-04-15,temel-gida,TRY
Damla Börülce 500 Gr,103.5,2026-04-15,temel-gida,TRY
Damla Çiğ Köftelik Bulgur 1 Kg,78.5,2026-04-15,temel-gida,TRY
Damla Dermason Fasulye 1 Kg,158.0,2026-04-15,temel-gida,TRY
Damla Dermason Fasulye 2 Kg,321.0,2026-04-15,temel-gida,TRY
Damla Dermason Fasulye 5 Kg,786.0,2026-04-15,temel-gida,TRY
Damla Gönen Baldo Pirinç 1 Kg,187.0,2026-04-15,temel-gida,TRY
Damla Gönen Baldo Pirinç 2 Kg,401.5,2026-04-15,temel-gida,TRY
Damla Gönen Baldo Pirinç 5 Kg,955.5,2026-04-15,temel-gida,TRY
Damla İspanyol Nohut 1 Kg,234.5,2026-04-15,temel-gida,TRY
Damla Kırmızı Mercimek 1 Kg,122.0,2026-04-15,temel-gida,TRY
Damla Kırmızı Mercimek 2 Kg,258.0,2026-04-15,temel-gida,TRY
Damla Kırmızı Mercimek 5 Kg,646.0,2026-04-15,temel-gida,TRY
Damla Koçbaşı Nohut 1 Kg,176.5,2026-04-15,temel-gida,TRY
Damla Koçbaşı Nohut 2 Kg,352.5,2026-04-15,temel-gida,TRY
Damla Koçbaşı Nohut 9 Mm 5 Kg,825.0,2026-04-15,temel-gida,TRY
Damla Köftelik Bulgur 1 Kg,80.5,2026-04-15,temel-gida,TRY
Damla Köftelik Bulgur 2 Kg,181.5,2026-04-15,temel-gida,TRY
Damla Maş Fasulyesi 500 Gr,81.0,2026-04-15,temel-gida,TRY
Damla Mısır (Popcorn) 1 Kg,68.5,2026-04-15,temel-gida,TRY
Damla Osmancık Pirinç 1 Kg,160.0,2026-04-15,temel-gida,TRY
Damla Osmancık Pirinç 2 Kg,348.0,2026-04-15,temel-gida,TRY
Damla Osmancık Pirinç 5 Kg,818.5,2026-04-15,temel-gida,TRY
Damla Pilavlık Bulgur 1 Kg,80.5,2026-04-15,temel-gida,TRY
Damla Pilavlık Bulgur 2 Kg,168.0,2026-04-15,temel-gida,TRY
Damla Pilavlık Bulgur 5 Kg,443.0,2026-04-15,temel-gida,TRY
Damla Sarı Mercimek 1 Kg,205.5,2026-04-15,temel-gida,TRY
Damla Trakya Baldo Pirinç 2 Kg,382.0,2026-04-15,temel-gida,TRY
Damla Trakya Baldo Pirinç 5 Kg,896.5,2026-04-15,temel-gida,TRY
Damla Trakya Pirinç 1 Kg,187.5,2026-04-15,temel-gida,TRY
Damla Yeşil Mercimek 1 Kg,163.0,2026-04-15,temel-gida,TRY
Damla Yeşil Mercimek 2 Kg,330.5,2026-04-15,temel-gida,TRY
Damla Yeşil Mercimek 5 Kg,797.0,2026-04-15,temel-gida,TRY
Dardanel Ekonomik Ton Balığı 4×75 Gr,233.0,2026-04-15,temel-gida,TRY
Doğalsan Organik Tam Buğday Unu 1 Kg,147.5,2026-04-15,temel-gida,TRY
Doğalsan Yulaf Kepeği 400 Gr,85.0,2026-04-15,temel-gida,TRY
Doğalsan Yulaf Unu 1 Kg,138.5,2026-04-15,temel-gida,TRY
Dola Glutensiz Fıstık Ezmesi Şekersiz 320 Gr,266.0,2026-04-15,temel-gida,TRY
Dola Glutensiz Fıstık Parçacıklı 350 Gr,266.0,2026-04-15,temel-gida,TRY
Dola Glutensiz Karabuğday Unu 750 Gr,246.0,2026-04-15,temel-gida,TRY
Dola Glutensiz Mısır İrmiği 400 Gr,116.5,2026-04-15,temel-gida,TRY
Dola Glutensiz Natural Beyaz Kinoa 400 Gr,260.5,2026-04-15,temel-gida,TRY
Dola Glutensiz Natural Chia Tohumu 400 Gr,270.5,2026-04-15,temel-gida,TRY
Dola Glutensiz Natural Keten Tohumu 400 Gr,146.5,2026-04-15,temel-gida,TRY
Dolco Yumurtalı Erişte Noodle 354 Gr,106.5,2026-04-15,temel-gida,TRY
Dr.Oetker 15 Li Şekerli Vanilin,45.5,2026-04-15,temel-gida,TRY
Dr.Oetker 150 Gr Bugday Nısasta,53.5,2026-04-15,temel-gida,TRY
Dr.Oetker 315Gr Trılece (Karamel),143.5,2026-04-15,temel-gida,TRY
Dr.Oetker 70 Gr Sut.Bıt.Byz.Parcaları,198.5,2026-04-15,temel-gida,TRY
Dr.Oetker Bardakta Puding Çikolata Parçalı Vanilyalı 34 Gr,37.0,2026-04-15,temel-gida,TRY
Dr.Oetker Bitter Çikolata Sosu 125 Gr,82.0,2026-04-15,temel-gida,TRY
Dr.Oetker Bitter Çikolatalı Puding 111 Gr,60.5,2026-04-15,temel-gida,TRY
Dr.Oetker Çikolata Parçacıklı Puding 115 Gr,60.5,2026-04-15,temel-gida,TRY
Dr.Oetker Çikolatalı Antep Fıstıklı Puding 100 Gr,60.5,2026-04-15,temel-gida,TRY
Dr.Oetker Çikolatalı Bademli Puding 104 Gr,60.5,2026-04-15,temel-gida,TRY
Dr.Oetker Çikolatalı Fındıklı Puding 102 Gr,60.5,2026-04-15,temel-gida,TRY
Dr.Oetker Çikolatalı Sos 123 Gr,82.0,2026-04-15,temel-gida,TRY
Dr.Oetker Çilek Aromalı Bitkisel Jel 100 Gr,58.0,2026-04-15,temel-gida,TRY
Dr.Oetker Çilekli Puding 120 Gr,49.5,2026-04-15,temel-gida,TRY
Dr.Oetker Creme Ole Çikolata 114 gr,74.0,2026-04-15,temel-gida,TRY
Dr.Oetker Dekor Süsü Gümüş 10 Gr,41.0,2026-04-15,temel-gida,TRY
Dr.Oetker Dekor Süsü Kakaolu 10 Gr,41.0,2026-04-15,temel-gida,TRY
Dr.Oetker Dekor Süsü Konfeti 10 Gr,41.0,2026-04-15,temel-gida,TRY
Dr.Oetker Dekor Süsü Şekerli 10 Gr,41.0,2026-04-15,temel-gida,TRY
Dr.Oetker Ekonomik Krem Şanti 288 Gr,193.5,2026-04-15,temel-gida,TRY
Dr.Oetker Glutensiz Çikolata Sosu 128 Gr,100.0,2026-04-15,temel-gida,TRY
Dr.Oetker Glutensiz Kakao 70 Gr,147.5,2026-04-15,temel-gida,TRY
Dr.Oetker Glutensiz Kakaolu Puding 147 Gr,79.0,2026-04-15,temel-gida,TRY
Dr.Oetker Glutensiz Krem Şanti 72 Gr,67.0,2026-04-15,temel-gida,TRY
Dr.Oetker Glutensiz Pirinç Unu 175 Gr,74.5,2026-04-15,temel-gida,TRY
Dr.Oetker Hamur Kabartma Tozu 10 Lu 100 Gr,42.5,2026-04-15,temel-gida,TRY
Dr.Oetker Hamur Kabartma Tozu 15 Li 150 Gr,60.0,2026-04-15,temel-gida,TRY
Dr.Oetker Hamur Kabartma Tozu 5 Li 50 Gr,22.5,2026-04-15,temel-gida,TRY
Dr.Oetker İrmik Helvası 360 Gr,111.0,2026-04-15,temel-gida,TRY
Dr.Oetker Kakao 100 Gr,171.0,2026-04-15,temel-gida,TRY
Dr.Oetker Kakao 50 Gr,88.5,2026-04-15,temel-gida,TRY
Dr.Oetker Kakaolu Kek Karışımı 350 Gr,121.5,2026-04-15,temel-gida,TRY
Dr.Oetker Kakaolu Puding 147 Gr,59.5,2026-04-15,temel-gida,TRY
Dr.Oetker Karbonat 5 Li 25 Gr,13.5,2026-04-15,temel-gida,TRY
Dr.Oetker Keşkül 140 Gr,42.5,2026-04-15,temel-gida,TRY
Dr.Oetker Krem Şanti 72 Gr,59.5,2026-04-15,temel-gida,TRY
Dr.Oetker Krem Şanti Çikolatalı 77 g,59.5,2026-04-15,temel-gida,TRY
Dr.Oetker Limonlu Kek Karışımı 440 Gr,133.5,2026-04-15,temel-gida,TRY
Dr.Oetker Meyveli Sos 80 Gr,44.5,2026-04-15,temel-gida,TRY
Dr.Oetker Mısır Nişastası 150 Gr,38.5,2026-04-15,temel-gida,TRY
Dr.Oetker Muhallebi 210 Gr,54.0,2026-04-15,temel-gida,TRY
Dr.Oetker Muzlu Puding 120 Gr,49.5,2026-04-15,temel-gida,TRY
Dr.Oetker Orman Meyveli Krem Şanti 72 Gr,59.5,2026-04-15,temel-gida,TRY
Dr.Oetker Pastacı Kreması 55 Gr,29.5,2026-04-15,temel-gida,TRY
Dr.Oetker Pirinç Unu 5 Li 175 Gr,64.5,2026-04-15,temel-gida,TRY
Dr.Oetker Profiterol 305 Gr,188.0,2026-04-15,temel-gida,TRY
Dr.Oetker Pudra Şekeri 250 Gr,74.0,2026-04-15,temel-gida,TRY
Dr.Oetker Revani 500 Gr,108.0,2026-04-15,temel-gida,TRY
Dr.Oetker Sade Kek Karışımı 450 Gr,85.5,2026-04-15,temel-gida,TRY
Dr.Oetker Sade Krem Şanti 144 Gr,102.0,2026-04-15,temel-gida,TRY
Dr.Oetker Şekerli Vanilin 10 Lu 50 Gr,38.5,2026-04-15,temel-gida,TRY
Dr.Oetker Supangle 135 Gr,61.0,2026-04-15,temel-gida,TRY
Dr.Oetker Sütlaç 141 Gr,58.0,2026-04-15,temel-gida,TRY
Dr.Oetker Tavuk Göğsü 121 Gr,42.5,2026-04-15,temel-gida,TRY
