product_name,price,id,sku,brand,category,regular_price,discount_rate,unit,status
Super-Bag TK-5047 Plastik Takım Çantalı Tabure,629.2,12991,12991,Super-Bag,Plastik Ürünler,629.2,0.0,PIECE,IN_SALE
FULL POWER ŞEFFAF ORGANİZER KUTU 13,121.0,4863,4863,Full,Takım Çantaları,121.0,0.0,PIECE,IN_SALE
Full Takım Çantası Plastik 13'',286.0,4693,4693,Full,Takım Çantaları,286.0,0.0,PIECE,IN_SALE
Askı Elemanı Beyaz,11.0,15328,15328,Diğer,Flanşlar,11.0,0.0,PIECE,IN_SALE
ASKI FLANŞI  AÇIK YUVARLAK,30.8,4636,4636,Diğer,Flanşlar,30.8,0.0,PIECE,IN_SALE
Askı Borusu Flanşı Ayaklı Açık,38.5,3981,3981,Diğer,Flanşlar,38.5,0.0,PIECE,IN_SALE
Askı Elemanı Beyaz,9.45,3964,3964,Diğer,Flanşlar,9.45,0.0,PIECE,IN_SALE
Askı Flanşı Kapalı Yuvarlak,30.8,3958,3958,Diğer,Flanşlar,30.8,0.0,PIECE,IN_SALE
Askı Flanşı Metal (2 Delikli),4.4,3957,3957,Diğer,Flanşlar,4.4,0.0,PIECE,IN_SALE
Nobel Askı Borusu Flanşı Oval 33006,7.7,3953,3953,Diğer,Flanşlar,7.7,0.0,PIECE,IN_SALE
Askı Borusu Flanşı Ayaklı Kapalı,19.8,153008435,153008435,Diğer,Flanşlar,19.8,0.0,PIECE,IN_SALE
KALE KD002/50-550 KAPI HİDROLİĞİ 5 NUMARA,2200.0,15938,15938,KALE,Kapı Hidrolikleri,2200.0,0.0,PIECE,IN_SALE
Mepa SKM-80 Ayarlı Kapak Mekanizması 1 Takım,902.0,13182,13182,MEPA,Kapı Hidrolikleri,902.0,0.0,PIECE,IN_SALE
Mepa SKS 99 C Sürme Kapı Mekanizması K24 Tk.,935.0,12276,12276,MEPA,Kapı Hidrolikleri,935.0,0.0,PIECE,IN_SALE
Kale Kapı Hidroliği 50-440 No:4,2090.0,3539,3539,KALE,Kapı Hidrolikleri,2090.0,0.0,PIECE,IN_SALE
Kale Kapı Hidroliği 50-330 No:3,1870.0,3531,3531,KALE,Kapı Hidrolikleri,1870.0,0.0,PIECE,IN_SALE
Gazlı Piston 80 lik,82.5,11743,11743,Diğer,Pistonlar,82.5,0.0,PIECE,IN_SALE
BİNGO AYAK  BÜYÜK  BEYAZ,11.0,13412,13412,BİNGO,Mobilya & Masa Ayakları,11.0,0.0,PIECE,IN_SALE
BİNGO AYAK  BÜYÜK  SİYAH,11.0,4092,4092,BİNGO,Mobilya & Masa Ayakları,11.0,0.0,PIECE,IN_SALE
BİNGO AYAK KÜÇÜK SİYAH,8.8,3949,3949,BİNGO,Mobilya & Masa Ayakları,8.8,0.0,PIECE,IN_SALE
Jumbo Plastik Ayak 15 cm,72.6,3939,3939,Jumbo,Mobilya & Masa Ayakları,72.6,0.0,PIECE,IN_SALE
JUMBO PLASTİK AYAK 10 CM,38.5,3909,3909,Jumbo,Mobilya & Masa Ayakları,38.5,0.0,PIECE,IN_SALE
JUMBO PLASTİK AYAK 8 CM,27.5,3908,3908,Jumbo,Mobilya & Masa Ayakları,27.5,0.0,PIECE,IN_SALE
JUMBO PLASTİK AYAK 12 CM,44.0,3905,3905,Jumbo,Mobilya & Masa Ayakları,44.0,0.0,PIECE,IN_SALE
BİNGO AYAK KÜÇÜK BEYAZ,8.8,153003757,153003757,BİNGO,Mobilya & Masa Ayakları,8.8,0.0,PIECE,IN_SALE
Metal Ayak Krom 6 cm,46.2,153004042,153004042,Diğer,Mobilya & Masa Ayakları,46.2,0.0,PIECE,IN_SALE
MASA  AYAK  KROM 60X71,266.2,153009058,153009058,Diğer,Mobilya & Masa Ayakları,266.2,0.0,PIECE,IN_SALE
JUMBO PLASTİK AYAK 5 CM,22.0,153007900,153007900,Jumbo,Mobilya & Masa Ayakları,22.0,0.0,PIECE,IN_SALE
OSENA 13110-01 MODÜLER RAF AYAK 42*15 CM KROM,67.1,153008024,153008024,Osena,Mobilya & Masa Ayakları,67.1,0.0,PIECE,IN_SALE
Jumbo Plastik U Geçme Ayak 10 cm,38.5,153008080,153008080,Jumbo,Mobilya & Masa Ayakları,38.5,0.0,PIECE,IN_SALE
Sineklik Kulp D Kol,34.1,12063,12063,Diğer,PVC Kapı & Pencere Aksesuarları,34.1,0.0,PIECE,IN_SALE
Çıtçıt Sineklik Plastik,12.1,plastik,plastik,Diğer,PVC Kapı & Pencere Aksesuarları,12.1,0.0,PIECE,IN_SALE
Doğuş Kapı Altı Fırça Model H 90 cm,119.9,153009244,153009244,DOĞUŞ,PVC Kapı & Pencere Aksesuarları,119.9,0.0,PIECE,IN_SALE
Sürgü Kelebek Küçük,16.5,kucuk,kucuk,Diğer,Sürgüler,16.5,0.0,PIECE,IN_SALE
SAMET STAR  DÜZ MENTEŞE,33.0,14991,14991,Samet,Menteşeler,33.0,0.0,PIECE,IN_SALE
Samet Star Menteşe Kör Köşe Kırma Kapak,253.0,13429,13429,Samet,Menteşeler,253.0,0.0,PIECE,IN_SALE
Samet Star Menteşe 30 Derece,67.1,13428,13428,Samet,Menteşeler,67.1,0.0,PIECE,IN_SALE
İZELTAŞ 14000 004137 Bel Takım Çantası,1320.0,13427,13427,İzeltaş,Takım Çantaları,1320.0,0.0,PIECE,IN_SALE
Samet Star Deve Boynu Menteşe,33.0,13406,13406,Samet,Menteşeler,33.0,0.0,PIECE,IN_SALE
Yönsüz Menteşe Çelik,38.5,11731,11731,Diğer,Menteşeler,38.5,0.0,PIECE,IN_SALE
DEMİR KAPI DENGE MAKARASI METAL,104.5,4811,4811,Diğer,Menteşeler,104.5,0.0,PIECE,IN_SALE
MENTEŞE YAPRAK 1840 NO: 1.5,7.7,4661,4661,Diğer,Menteşeler,7.7,0.0,PIECE,IN_SALE
MENTEŞE MİL 10 MM,16.5,4660,4660,Diğer,Menteşeler,16.5,0.0,PIECE,IN_SALE
Kelebek Menteşe Büyük 68 mm,44.0,4658,4658,Diğer,Menteşeler,44.0,0.0,PIECE,IN_SALE
"MENTEŞE YAPRAK ARİEL 1840-3,5",22.0,4657,4657,Diğer,Menteşeler,22.0,0.0,PIECE,IN_SALE
Pvc Pencere Menteşesi,67.1,4653,4653,Diğer,Menteşeler,67.1,0.0,PIECE,IN_SALE
MENTEŞE KELEBEK YÖNSÜZ SATEN 10 CM,44.0,4649,4649,Diğer,Menteşeler,44.0,0.0,PIECE,IN_SALE
MENTEŞE MİL 18 MM,41.8,4647,4647,Diğer,Menteşeler,41.8,0.0,PIECE,IN_SALE
MENTEŞE YAPRAK ARİEL 1840-4,33.0,4633,4633,Diğer,Menteşeler,33.0,0.0,PIECE,IN_SALE
Fiskars 1000740 Hafif Araç Küreği 255x715 mm,995.5,4627,4627,Fiskars,Kürekler,995.5,0.0,PIECE,IN_SALE
MENTEŞE YAPRAK 1840 NO: 2.5,13.2,4121,4121,Diğer,Menteşeler,13.2,0.0,PIECE,IN_SALE
MENTEŞE BANT SACLI R 141 85mm,99.0,4117,4117,Diğer,Menteşeler,99.0,0.0,PIECE,IN_SALE
MENTEŞE MÜZİK SETİ MENTEŞESİ SİYAH ( CAM MENTŞ ),121.0,4116,4116,Diğer,Menteşeler,121.0,0.0,PIECE,IN_SALE
PVC KAPI MENTEŞESİ,71.5,4111,4111,Diğer,Menteşeler,71.5,0.0,PIECE,IN_SALE
SAMET MASTER DÜZ MENTEŞE FRENLİ PİSTONLU,99.0,3837,3837,Samet,Menteşeler,99.0,0.0,PIECE,IN_SALE
SAMET STAR 165 DERECE MENTEŞE,203.5,3835,3835,Samet,Menteşeler,203.5,0.0,PIECE,IN_SALE
Samet Star Menteşe 45 derece,61.6,1311,1311,Samet,Menteşeler,61.6,0.0,PIECE,IN_SALE
MENTEŞE YAPRAK 1840 NO: 3,16.5,1530030470003,1530030470003,Diğer,Menteşeler,16.5,0.0,PIECE,IN_SALE
MENTEŞE OKKA SATEN SOL 10 CM GÜVEN İŞ,7.02,153002818,153002818,,Menteşeler,7.02,0.0,PIECE,IN_SALE
Menteşe Cerman Saten Yönsüz 12 cm,57.2,153002178,153002178,Diğer,Menteşeler,57.2,0.0,PIECE,IN_SALE
MENTEŞE KUYRUKLU MENTEŞE 904*4 MARUF,4.1,153002676,153002676,Diğer,Menteşeler,4.1,0.0,PIECE,IN_SALE
MENTEŞE MASA ALM UZUN SATEN 4 CM,106.7,8699116096261,8699116096261,Diğer,Menteşeler,106.7,0.0,PIECE,IN_SALE
MENTEŞE YAYLI BAR TİPİ NO:29,708.4,153002110,153002110,Diğer,Menteşeler,708.4,0.0,PIECE,IN_SALE
Kroks TBR08 Gerdirme Kanca ve Halka Uçlu 8 mm,24.2,4788,4788,KROKS,Bağlantı Elemanları,24.2,0.0,PIECE,IN_SALE
Kroks TBR06 Gerdirme Kanca ve Halka Uçlu 6 mm,14.3,153006175,153006175,KROKS,Bağlantı Elemanları,14.3,0.0,PIECE,IN_SALE
SH12 KARABİNA 12 MM,73.7,4809,4809,Diğer,Bağlantı Elemanları,73.7,0.0,PIECE,IN_SALE
Karabina SH0 10mm,55.0,4797,4797,Diğer,Bağlantı Elemanları,55.0,0.0,PIECE,IN_SALE
Karabina SH05 5 mm,11.0,4725,4725,Diğer,Bağlantı Elemanları,11.0,0.0,PIECE,IN_SALE
Karabina Kilitli SHS06 6 mm,17.6,153006197,153006197,Diğer,Bağlantı Elemanları,17.6,0.0,PIECE,IN_SALE
SH06 KARABİNA 6 MM,12.1,8694461162821,8694461162821,Diğer,Bağlantı Elemanları,12.1,0.0,PIECE,IN_SALE
SH08 KARABİNA 8 MM,18.7,8694461162845,8694461162845,Diğer,Bağlantı Elemanları,18.7,0.0,PIECE,IN_SALE
HASSAN DEKOR MASTAR KELEPÇESİ 25MM,759.0,2644,2644,Hassan Dekor,Bağlantı Elemanları,759.0,0.0,PIECE,IN_SALE
"PLASTİK CIRT KELEPÇE BEYAZ 3,6x250 MM (100 AD)",84.7,15744,15744,Diğer,Kelepçeler,84.7,0.0,PIECE,IN_SALE
Çiroz Kilidi 4 mm,64.9,14905,14905,Diğer,Kelepçeler,64.9,0.0,PIECE,IN_SALE
KLEMENS METAL  6  MM,11.0,4794,4794,Diğer,Klemensler,11.0,0.0,PIECE,IN_SALE
KLEMENS METAL  8  MM,12.1,4793,4793,Diğer,Klemensler,12.1,0.0,PIECE,IN_SALE
KLEMENS METAL  10 MM,15.4,4792,4792,Diğer,Klemensler,15.4,0.0,PIECE,IN_SALE
KLEMENS METAL  12  MM,27.5,4791,4791,Diğer,Klemensler,27.5,0.0,PIECE,IN_SALE
ZİNCİR KİLİDİ MAPA 12MM,38.5,10564,10564,Diğer,Mapa Kilitler,38.5,0.0,PIECE,IN_SALE
Zincir Kilidi Mapa 10mm,33.0,4764,4764,Diğer,Mapa Kilitler,33.0,0.0,PIECE,IN_SALE
Mapa Zincir Kilidi 16 mm,77.0,4763,4763,Diğer,Mapa Kilitler,77.0,0.0,PIECE,IN_SALE
"PLASTİK CIRT KELEPÇE BEYAZ 3,6x250 MM (100 AD)",80.85,1811,1811,Diğer,Kelepçeler,80.85,0.0,PIECE,IN_SALE
"PLASTİK CIRT KELEPÇE BEYAZ 3,6x300 MM (100 AD)",102.3,3115,3115,Diğer,Kelepçeler,102.3,0.0,PIECE,IN_SALE
"PLASTİK CIRT KELEPÇE BEYAZ 3,6x300 MM (100 AD)",59.85,8681184021276,8681184021276,Diğer,Kelepçeler,59.85,0.0,PIECE,IN_SALE
KLEMENS METAL 16 MM,31.9,153006469,153006469,Diğer,Klemensler,31.9,0.0,PIECE,IN_SALE
BETON ÇİVİ 3x30 ÇELİK,44.0,13431,13431,Diğer,Çiviler,44.0,0.0,PIECE,IN_SALE
BETON ÇİVİ 5x100 ÇELİK,159.5,10316,10316,Diğer,Çiviler,159.5,0.0,PIECE,IN_SALE
BETON ÇİVİ 4x40 ÇELİK,57.2,4619,4619,Diğer,Çiviler,57.2,0.0,PIECE,IN_SALE
BETON ÇİVİ 4x60 ÇELİK,82.5,3927,3927,Diğer,Çiviler,82.5,0.0,PIECE,IN_SALE
BETON ÇİVİ 5x80 ÇELİK,121.0,3925,3925,Diğer,Çiviler,121.0,0.0,PIECE,IN_SALE
"ÇELİK ÇİVİ PULLU 3,7*22 MM 100ADET",133.1,4808,4808,Diğer,Çiviler,133.1,0.0,PIECE,IN_SALE
BETON ÇİVİ 4x50 ÇELİK,67.1,153001215,153001215,Diğer,Çiviler,67.1,0.0,PIECE,IN_SALE
Dübel Plastik 10 mm (500'lü Paket),166.1,12946,12946,Diğer,Dübeller,166.1,0.0,PIECE,IN_SALE
Dübel Roket Plastik 8 mm (500'lü Paket),297.0,12877,12877,Diğer,Dübeller,297.0,0.0,PIECE,IN_SALE
Dübel Mantolama (Strafor) 10 mm,3.3,5111,5111,Diğer,Dübeller,3.3,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 5x60 mm 200 adet,242.0,14796,14796,AKDENİZ,Vidalar,242.0,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 4x35 mm (500 Adet),253.0,13641,13641,AKDENİZ,Vidalar,253.0,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 3,5x30 mm (1000 adet)",396.0,13640,13640,AKDENİZ,Vidalar,396.0,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 4x45 mm (500 Adet),315.7,13376,13376,AKDENİZ,Vidalar,315.7,0.0,PIECE,IN_SALE
AKDENİZ SUNTA VİDASI 6*100 100 ADET,330.0,13142,13142,AKDENİZ,Vidalar,330.0,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 3,5x45 mm (500 Adet)",242.0,13140,13140,AKDENİZ,Vidalar,242.0,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 3,5x35 mm (1000 Adet)",412.5,13139,13139,AKDENİZ,Vidalar,412.5,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 3,5x18 mm (1000 Adet)",297.0,13138,13138,AKDENİZ,Vidalar,297.0,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 4x30 mm (500 Adet),236.5,13137,13137,AKDENİZ,Vidalar,236.5,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 4x40 mm (500 Adet),286.0,13136,13136,AKDENİZ,Vidalar,286.0,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 3,5x40 mm (500 Adet)",242.0,13135,13135,AKDENİZ,Vidalar,242.0,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 3,5x50 (500 Adet)",302.5,13134,13134,AKDENİZ,Vidalar,302.5,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 4x60mm 200 adet,176.0,12743,12743,AKDENİZ,Vidalar,176.0,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 4x50mm 500 adet,374.0,12742,12742,AKDENİZ,Vidalar,374.0,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 5x70mm 200 Adet,275.0,12737,12737,AKDENİZ,Vidalar,275.0,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 6x60mm 200 Adet,372.9,12736,12736,AKDENİZ,Vidalar,372.9,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 5x80mm 200 Adet,330.0,12735,12735,AKDENİZ,Vidalar,330.0,0.0,PIECE,IN_SALE
Sista Universal Şeffaf Silikon 50 gr,80.3,11610,11610,Sista,Silikonlar,80.3,0.0,PIECE,IN_SALE
Akdeniz Sunta Vidası 6x70 mm (100 Adet),220.0,11562,11562,AKDENİZ,Vidalar,220.0,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 6,0x50 mm (200 Adet)",266.2,11560,11560,AKDENİZ,Vidalar,266.2,0.0,PIECE,IN_SALE
"Akdeniz Matkap Uçlu Vida 3,9x32 mm 1000 Adet",693.0,13639,13639,AKDENİZ,Vidalar,693.0,0.0,PIECE,IN_SALE
"Akdeniz Matkap Uçlu Vida 3,9x22 mm (1500 Adet)",616.0,11566,11566,AKDENİZ,Vidalar,616.0,0.0,PIECE,IN_SALE
"Meridyen YHB Matkap Uçlu Vida 4,2x19mm 1000 Adet",387.2,3751,3751,Meridyen,Vidalar,387.2,0.0,PIECE,IN_SALE
"Buldeks Vida 7,5x120 mm",4.4,10641,10641,Diğer,Vidalar,4.4,0.0,PIECE,IN_SALE
"Akdeniz Trapez Vida 5,5x38 mm (350 Adet)",786.5,13642,13642,AKDENİZ,Vidalar,786.5,0.0,PIECE,IN_SALE
"Akdeniz Trapez Vida 5,5x60 mm (200 Adet)",627.0,13145,13145,AKDENİZ,Vidalar,627.0,0.0,PIECE,IN_SALE
"Akdeniz Trapez Vida 5,5x50 mm (250 Adet)",748.0,11565,11565,AKDENİZ,Vidalar,748.0,0.0,PIECE,IN_SALE
Master Boyalı Çırpı İpi,154.0,13450,13450,Master,Alçıpan Malzemeleri,154.0,0.0,PIECE,IN_SALE
Alçıpan Askı Ekleme Parçası,5.5,153003053,153003053,Diğer,Alçıpan Malzemeleri,5.5,0.0,PIECE,IN_SALE
Alçıpan Askı Çubuğu 1 mt,7.7,153004141,153004141,Diğer,Alçıpan Malzemeleri,7.7,0.0,PIECE,IN_SALE
Sarı Alçıpan Vidası 5x45 mm,1.1,153004327,153004327,Diğer,Alçıpan Malzemeleri,1.1,0.0,PIECE,IN_SALE
Kelebek Alçıpan Maşası,4.4,153005176,153005176,Diğer,Alçıpan Malzemeleri,4.4,0.0,PIECE,IN_SALE
Güven 1013 Gonca Kapak Takımı 1/2 (Musluk Başı),220.0,10613,10613,Güven,Banyo & Tesisat Malzemeleri,220.0,0.0,PIECE,IN_SALE
ÇAMAŞIR MAKİNA ÇATALI,165.0,5164,5164,Diğer,Banyo & Tesisat Malzemeleri,165.0,0.0,PIECE,IN_SALE
Lider 1096 Askılık Krom 3'lü Bornozluk,495.0,4931,4931,Lider,Banyo & Tesisat Malzemeleri,495.0,0.0,PIECE,IN_SALE
LİDER 1097 ASKILIK KROM 2 Lİ BORNOZLUK,286.0,4930,4930,Lider,Banyo & Tesisat Malzemeleri,286.0,0.0,PIECE,IN_SALE
DUŞ BAŞLIĞI  KARE-YUVARLAK SİYAH,121.0,2180,2180,Diğer,Banyo & Tesisat Malzemeleri,121.0,0.0,PIECE,IN_SALE
TAHARET MUSLUĞU AK 119 KUMLAMALI,22.37,153009279,153009279,Diğer,Banyo & Tesisat Malzemeleri,22.37,0.0,PIECE,IN_SALE
BATARYA BAĞLANTISI 3/8 50 CM,84.7,153005614,153005614,Diğer,Banyo & Tesisat Malzemeleri,84.7,0.0,PIECE,IN_SALE
BAY-TEC MK0812 ÇİFT TARAFLI AKRİLİK BANT,38.5,16134,16134,BAY-TEC,Bantlar,38.5,0.0,PIECE,IN_SALE
MERCURE MC-519 YÜKSEK VOLTAJ ERİYEN KAUÇUK BANT,108.9,15982,15982,Mercure,Bantlar,108.9,0.0,PIECE,IN_SALE
FOCUS DERZ BAND 5/90 MT,151.8,15812,15812,,Bantlar,151.8,0.0,PIECE,IN_SALE
MERCURE ÇİFT TARAFLI KÖPÜK BANT 48MM*25MT,440.0,14324,14324,Mercure,Bantlar,440.0,0.0,PIECE,IN_SALE
"3M Elektrikçi Bant Siyah 19 mm x 9 m x 0,13 mm",30.8,13115,13115,3m,Bantlar,30.8,0.0,PIECE,IN_SALE
3M Temflex İzole Bant Sarı 18 mm,30.8,13053,13053,3m,Bantlar,30.8,0.0,PIECE,IN_SALE
3M Temflex İzole Bant Kırmızı 18mm,30.8,13051,13051,3m,Bantlar,30.8,0.0,PIECE,IN_SALE
Boss Tape Yama Ultra Güçlü Bant 10cmx15cm,242.0,12537,12537,Diğer,Bantlar,242.0,0.0,PIECE,IN_SALE
POLİSAN ELEKTRİK BANDI 0.12mm*19mm*10yrd,27.5,8112,8112,Polisan,Bantlar,27.5,0.0,PIECE,IN_SALE
Folyo Bant 8 Metre,33.0,4978,4978,Diğer,Bantlar,33.0,0.0,PIECE,IN_SALE
Globus Çift Taraflı Filmik Bant 14007 48mm x 25 mt,110.0,mt,mt,Globus,Bantlar,110.0,0.0,PIECE,IN_SALE
3M Temflex İzole Bant 18mm,19.0,8690734382491,8690734382491,3m,Bantlar,19.0,0.0,PIECE,IN_SALE
ÇİFT TARAFLI BANT 2 M GLOBUS,42.9,8698216140010,8698216140010,Diğer,Bantlar,42.9,0.0,PIECE,IN_SALE
Yıldız 1118 Emniyet Valf,825.0,13991,13991,Yıldız,Gaz Armatürleri,825.0,0.0,PIECE,IN_SALE
Geka Elox R 308 L Paslanmaz Çelik Elektrot 2.50 x 250,1091.2,13985,13985,Geka,Gaz Armatürleri,1091.2,0.0,PIECE,IN_SALE
"GEKA Gaz Altı Kaynak Teli SG2 0,8 MM 15 KG",1936.0,13971,13971,Geka,Gaz Armatürleri,1936.0,0.0,PIECE,IN_SALE
YILDIZ 5120 Aygaz Saati,2640.0,13969,13969,Yıldız,Gaz Armatürleri,2640.0,0.0,PIECE,IN_SALE
"GEKA  BS 300 PLW Gazaltı Kaynak Teli 1,2 MM 15 KG",1650.0,13918,13918,Geka,Gaz Armatürleri,1650.0,0.0,PIECE,IN_SALE
Yıldız 4416P Kesme Hamlaç Takımı Propan+Oksijen,8030.0,12958,12958,Yıldız,Gaz Armatürleri,8030.0,0.0,PIECE,IN_SALE
MAGMAWELD Gazaltı Kaynak Teli SG2 1 MM 15 KG,1754.5,6575,6575,MAGMAWELD,Gaz Armatürleri,1754.5,0.0,PIECE,IN_SALE
GEKA Gazaltı Kaynak Teli 1.0 MM,1705.0,7606,7606,Geka,Gaz Armatürleri,1705.0,0.0,PIECE,IN_SALE
Leto 35526 Seramik Kesme Makinası 600 mm,5060.0,4733,4733,Leto,Seramik Kesme Makineleri,5060.0,0.0,PIECE,IN_SALE
SERAMİK KESME ELMASI YEDEK UÇ 52595,272.8,4706,4706,Diğer,Seramik Kesme Makineleri,272.8,0.0,PIECE,IN_SALE
RUBİ SERAMİK KESME ELMASI YEDEK 01958 NO:8 MM,911.9,8413797019582,8413797019582,Rubi,Seramik Kesme Makineleri,911.9,0.0,PIECE,IN_SALE
SERAMİK KESME MAKİNESİ RUBİ STAR 61 CM,457.63,8413797129687,8413797129687,Rubi,Seramik Kesme Makineleri,457.63,0.0,PIECE,IN_SALE
Leto 35527 Seramik Kesme Makinası 850 mm,5940.0,8691710355270,8691710355270,Leto,Seramik Kesme Makineleri,5940.0,0.0,PIECE,IN_SALE
İzeltaş 8440 33 1022 Plastik Takım Çantası 22'',1633.5,11975,11975,İzeltaş,Takım Çantaları,1633.5,0.0,PIECE,IN_SALE
İZELTAŞ 8440 33 1019 PLASTİK TAKIM ÇANTASI 19'',992.2,11974,11974,İzeltaş,Takım Çantaları,992.2,0.0,PIECE,IN_SALE
İZELTAŞ 8440 33 1016 PLASTİK TAKIM ÇANTASI 16'',708.4,11973,11973,İzeltaş,Takım Çantaları,708.4,0.0,PIECE,IN_SALE
Made TK16 Craft Metal Kilitli Takım Çantası 16'',585.2,11889,11889,Diğer,Takım Çantaları,585.2,0.0,PIECE,IN_SALE
İZELTAŞ 14000 004135 BEZ ÇANTA,1694.0,11349,11349,İzeltaş,Takım Çantaları,1694.0,0.0,PIECE,IN_SALE
İZELTAŞ 8420 33 6205 TAKIM ÇANTASI 5 GÖZLÜ,3085.5,11748,11748,İzeltaş,Takım Çantaları,3085.5,0.0,PIECE,IN_SALE
MADE TK19 CRAFT METAL KİLİTLİ TAKIM ÇANTASI 19,805.2,11638,11638,MANO,Takım Çantaları,805.2,0.0,PIECE,IN_SALE
MANO BL.0-16 Raflı Takım Çantası,512.6,11571,11571,MANO,Takım Çantaları,512.6,0.0,PIECE,IN_SALE
Bosch L-BOXX 238 Taşıma Çantası,2783.0,7718,7718,Bosch,Takım Çantaları,2783.0,0.0,PIECE,IN_SALE
Abox TK-2230 Plastik Takım Çantası 22'',1133.0,5061,5061,Abox,Takım Çantaları,1133.0,0.0,PIECE,IN_SALE
Abox Plastik Dx-2030 G Avadanlık Duvar Seti 30 Pcs,660.0,5060,5060,Abox,Plastik Ürünler,660.0,0.0,PIECE,IN_SALE
Abox Plast TK-6007 Plastik Monoblok 12 Çekmeceli Set,514.8,5059,5059,Abox,Plastik Ürünler,514.8,0.0,PIECE,IN_SALE
Abox Plast TK-6004 Plastik Monoblok 26 Çekmeceli Set,792.0,5058,5058,Abox,Plastik Ürünler,792.0,0.0,PIECE,IN_SALE
SOUDAL MONTAGE 125 AKRİLİK YAPIŞTIRICI 310 ml,12.71,5411183046696,5411183046696,Soudal,Akrilik Yapıştırıcılar,12.71,0.0,PIECE,IN_SALE
SOMAFİX S500 D3 PARKE VE İSKELET TUTKALI 500 GR,132.0,15656,15656,SomaFix,Genel Yapıştırıcılar,132.0,0.0,PIECE,IN_SALE
"Polisan 725 Natura Beyaz Tutkal 0,3 kg",297.0,15368,15368,Polisan,Genel Yapıştırıcılar,297.0,0.0,PIECE,IN_SALE
POLİSAN 725 NATURA BEYAZ TUTKAL 3 KG,1375.0,11746,11746,Polisan,Genel Yapıştırıcılar,1375.0,0.0,PIECE,IN_SALE
"POLİSAN 725 NATURA BEYAZ TUTKAL 0,7 KG",495.0,3626,3626,Polisan,Genel Yapıştırıcılar,495.0,0.0,PIECE,IN_SALE
Somafix S604 Deniz Tutkalı Şeffaf 520 gr,213.4,12096,12096,SomaFix,Yapıştırıcılar,213.4,0.0,PIECE,IN_SALE
Selsil Pak Genel Amaçlı 500 gr,80.3,gr,gr,Selsil,Temizlik Ürünleri,80.3,0.0,PIECE,IN_SALE
PATTEX SÜPER JAPON 3 GR,66.0,16049,16049,Pattex,Genel Yapıştırıcılar,66.0,0.0,PIECE,IN_SALE
SELSİL ULTRA GÜÇLÜ YAPIŞTIRICI 290 ML,242.0,15315,15315,Selsil,Genel Yapıştırıcılar,242.0,0.0,PIECE,IN_SALE
Somafix Professional S663 Genel Amaçlı Hızlı Yapıştırıcı 200 ml,110.0,13311,13311,SomaFix,Yapıştırıcılar,110.0,0.0,PIECE,IN_SALE
Pattex Kontakt Yapıştırıcı 50 ml,165.0,13164,13164,Pattex,Yapıştırıcılar,165.0,0.0,PIECE,IN_SALE
Akfix WA550 Duvar Kağıdı Yapıştırıcısı 500 gr,302.5,11418,11418,Akfix,Yapıştırıcılar,302.5,0.0,PIECE,IN_SALE
BALLY YAPIŞTIRICI BALCO TÜP 50gr,66.0,10508,10508,Bally,Yapıştırıcılar,66.0,0.0,PIECE,IN_SALE
ÇİFT KARIŞIM İRAN YAPIŞTIRICI 18 GR,60.5,4741,4741,Diğer,Yapıştırıcılar,60.5,0.0,PIECE,IN_SALE
ALTECO EPOPUTTY QUICK 2IN 1  KAYNAK MACUNU 50GR,154.0,12884,12884,Alteco,Genel Yapıştırıcılar,154.0,0.0,PIECE,IN_SALE
FALCON FC-43 ORTA MUKAVEMETLİ CİVATA SABİTLEYİCİ 50 ML,275.0,10867,10867,Diğer,Yapıştırıcılar,275.0,0.0,PIECE,IN_SALE
FALCON FC-38 YÜKSEK MUKAVEMETLİ KENETLEYİCİ 50ML,275.0,12901,12901,Diğer,Yapıştırıcılar,275.0,0.0,PIECE,IN_SALE
Selsil Hızlı Yapıştırıcı Sprey 200 ml,79.2,6933,6933,Selsil,Yapıştırıcılar,79.2,0.0,PIECE,IN_SALE
WINKEL PRO 2W43 CİVATA SABİTLEYİCİ ORTA 50ML,798.6,12250,12250,Winkel,Yapıştırıcılar,798.6,0.0,PIECE,IN_SALE
WINKEL PRO 2W70 CİVATA SABİTLEYİCİSİ YÜKSEK 50 ML,822.8,12249,12249,Winkel,Yapıştırıcılar,822.8,0.0,PIECE,IN_SALE
