District,Rooms,Price,PriceInt
Çeşme / Alaçatı,4+1,9.000 TL,9000
Buca,Stüdyo (1+0),8.000 TL,8000
Çeşme,3+1,6.000 TL,6000
Buca,Stüdyo (1+0),9.000 TL,9000
Çeşme,1+1,3.000 TL,3000
Bornova / Atatürk,2+1,9.000 TL,9000
Karabağlar / Yeşilyurt,3+1,14.000 TL,14000
Karabağlar,1+1,12.000 TL,12000
Menemen / Seyrek,1+1,14.000 TL,14000
Buca,2+1,14.000 TL,14000
Ödemiş,3+1,12.750 TL,12750
Menemen / Seyrek,1+1,13.000 TL,13000
Gaziemir,2+1,13.000 TL,13000
Karşıyaka / Cumhuriyet,1+1,13.000 TL,13000
Kiraz,2.5+1,14.000 TL,14000
Ödemiş,1+1,12.000 TL,12000
Buca / İşçievleri,2+1,14.000 TL,14000
Ödemiş,2+1,13.000 TL,13000
Çiğli / Merkez,2+1,14.500 TL,14500
Menemen / Seyrek,1+1,14.500 TL,14500
Bayraklı / Gümüşpala,2+1,14.000 TL,14000
Karabağlar / Yeşilyurt,1+1,13.000 TL,13000
Menemen / Seyrek,1+1,13.500 TL,13500
Karabağlar / Günaltay,2+1,12.000 TL,12000
Menemen / Seyrek,1+1,13.000 TL,13000
Bayraklı / Alpaslan,2+1,11.000 TL,11000
Dikili / Köyler,5+2,10.000 TL,10000
Menemen / Seyrek,1+1,13.000 TL,13000
Dikili / Köyler,5+1,10.000 TL,10000
Çeşme / Köyler,Stüdyo (1+0),12.500 TL,12500
Bornova / Çamdibi,1+1,10.000 TL,10000
Karabağlar / Yeşilyurt,Stüdyo (1+0),13.500 TL,13500
Bornova / Atatürk,1+1,13.000 TL,13000
Menemen / Seyrek,1+1,13.000 TL,13000
Karabağlar,2+1,14.000 TL,14000
Bornova / Naldöken,2+1,14.000 TL,14000
Buca,1+1,14.000 TL,14000
Ödemiş,2+1,12.500 TL,12500
Buca / Şirinyer,2+1,14.000 TL,14000
Konak / Küçükyalı,2+1,11.000 TL,11000
Menemen / Seyrek,1+1,14.000 TL,14000
Bayraklı / Alpaslan,2+1,13.000 TL,13000
Buca / Şirinyer,Stüdyo (1+0),10.000 TL,10000
Bornova / Altındağ,2+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.000 TL,14000
Karabağlar / Yeşilyurt,2+1,12.500 TL,12500
Gaziemir,3+1,14.000 TL,14000
Konak / Gültepe,Stüdyo (1+0),11.500 TL,11500
Bornova / Atatürk,1+1,14.000 TL,14000
Konak / Gürçeşme,1+1,10.000 TL,10000
Bayraklı,2+1,13.000 TL,13000
Bornova / Naldöken,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,13.000 TL,13000
Buca / Şirinyer,2+1,14.000 TL,14000
Ödemiş,2+1,14.000 TL,14000
Menemen,2+1,13.500 TL,13500
Bornova / Işıkkent,2+1,14.000 TL,14000
Buca,1+1,14.000 TL,14000
Bornova / Çamdibi,2+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Bayraklı / Alpaslan,1+1,10.000 TL,10000
Karabağlar / Kibar,1+1,13.000 TL,13000
Menemen,1+1,14.500 TL,14500
Bayraklı / Gümüşpala,2+1,11.000 TL,11000
Buca,1+1,14.500 TL,14500
Çiğli / Büyükçiğli,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Torbalı / Ayrancılar,1+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.250 TL,14250
Buca / Şirinyer,2+1,13.000 TL,13000
Buca,1+1,10.000 TL,10000
Karabağlar,2+1,13.000 TL,13000
Buca,Stüdyo (1+0),14.000 TL,14000
Menemen / Seyrek,1+1,13.000 TL,13000
Torbalı / Yazıbaşı,1+1,14.000 TL,14000
Karabağlar / Günaltay,2+1,10.000 TL,10000
Buca,1+1,12.000 TL,12000
Buca / Şirinyer,1+1,13.500 TL,13500
Karabağlar,3+1,12.000 TL,12000
Torbalı / Ayrancılar,2+1,14.000 TL,14000
Buca,1+1,14.000 TL,14000
Buca,2+1,13.000 TL,13000
Menemen / Koyundere,1+1,12.500 TL,12500
Karabağlar / Günaltay,2+1,14.000 TL,14000
Karabağlar / Yeşilyurt,2+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.000 TL,14000
Narlıdere,2+1,10.000 TL,10000
Bornova / Atatürk,Stüdyo (1+0),12.500 TL,12500
Menemen / Seyrek,1+1,14.500 TL,14500
Torbalı,2+1,14.500 TL,14500
Balçova,3+1,10.000 TL,10000
Menemen / Ulukent,1+1,12.500 TL,12500
Menemen / Seyrek,1+1,14.000 TL,14000
Bayraklı / Alpaslan,1+1,10.000 TL,10000
Bayraklı / Alpaslan,2+1,13.500 TL,13500
Menemen / Asarlık,2+1,10.500 TL,10500
Konak / Küçükyalı,3+1,12.000 TL,12000
Buca / Şirinyer,3+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,12.500 TL,12500
Bergama,1+1,12.000 TL,12000
Buca,1+1,14.000 TL,14000
Buca,1+1,13.500 TL,13500
Menemen / Seyrek,1+1,12.000 TL,12000
Gaziemir / Sarnıç,1+1,10.000 TL,10000
Tire,2+1,13.000 TL,13000
Konak / Eşrefpaşa,1+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.000 TL,14000
Karabağlar,2+1,10.000 TL,10000
Kemalpaşa,1+1,11.000 TL,11000
Buca / Şirinyer,2+1,13.000 TL,13000
Bornova / Altındağ,1+1,11.000 TL,11000
Menemen / Seyrek,1+1,14.500 TL,14500
Karabağlar / Kibar,2+1,14.000 TL,14000
Ödemiş / Kaymakçı,2+0,11.000 TL,11000
Konak,2+1,12.000 TL,12000
Buca,1+1,13.500 TL,13500
Menemen / Seyrek,1+1,14.000 TL,14000
Buca / Şirinyer,2+1,14.000 TL,14000
Karabağlar / Günaltay,2+1,14.000 TL,14000
Buca,Stüdyo (1+0),13.500 TL,13500
Menemen / Seyrek,1+1,14.000 TL,14000
Buca,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.000 TL,14000
Tire,2+0,12.000 TL,12000
Buca / Şirinyer,2+1,14.000 TL,14000
Bayraklı / Alpaslan,1+1,10.500 TL,10500
Bayraklı / Alpaslan,2+1,11.000 TL,11000
Ödemiş,2+1,14.000 TL,14000
Buca,1+1,13.000 TL,13000
Bayraklı / Alpaslan,3+1,14.000 TL,14000
Karabağlar / Günaltay,3+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Bergama,1+1,13.500 TL,13500
Menemen / Seyrek,2+1,14.000 TL,14000
Buca / Şirinyer,1+1,11.000 TL,11000
Menemen / Seyrek,1+1,14.000 TL,14000
Konak / Gürçeşme,1+1,11.000 TL,11000
Menemen / Seyrek,1+1,14.000 TL,14000
Konak / Gürçeşme,2+0,10.000 TL,10000
Karabağlar / Kibar,1+1,14.000 TL,14000
Kiraz,2+0,12.000 TL,12000
Buca / İşçievleri,1+1,14.250 TL,14250
Bornova / Atatürk,2+1,12.000 TL,12000
Buca,1+1,14.000 TL,14000
Karabağlar / Kibar,3+1,14.000 TL,14000
Torbalı,1+1,14.500 TL,14500
Bayraklı / Alpaslan,1+1,13.000 TL,13000
Buca,1+1,14.500 TL,14500
Buca / Şirinyer,2+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.500 TL,14500
Bornova / Kazımdirik,3+1,13.000 TL,13000
Bergama,Stüdyo (1+0),12.500 TL,12500
Karabağlar,2+1,12.000 TL,12000
Menemen / Seyrek,1+1,14.500 TL,14500
Bornova / Çamdibi,2+1,13.499 TL,13499
Menemen / Seyrek,1+1,14.000 TL,14000
Karabağlar / Günaltay,3+1,14.000 TL,14000
Ödemiş,2+1,10.000 TL,10000
Bornova / Atatürk,1+1,14.500 TL,14500
Buca,1+1,14.000 TL,14000
Karabağlar / Günaltay,2+1,12.000 TL,12000
Menemen / Seyrek,1+1,14.000 TL,14000
Bayraklı / Gümüşpala,2+1,14.000 TL,14000
Menemen,3+1,13.000 TL,13000
Ödemiş,1+1,12.000 TL,12000
Buca,1+1,13.000 TL,13000
Çeşme / Alaçatı,Stüdyo (1+0),14.000 TL,14000
Buca / Şirinyer,2+0,13.000 TL,13000
Menemen / Seyrek,2+1,14.500 TL,14500
Konak / Gürçeşme,3+0,13.000 TL,13000
Menemen / Seyrek,1+1,14.500 TL,14500
Buca,1+1,13.000 TL,13000
Buca,1+1,13.000 TL,13000
Bornova / Naldöken,Stüdyo (1+0),14.000 TL,14000
Torbalı / Ayrancılar,2+1,10.000 TL,10000
Buca,Stüdyo (1+0),14.000 TL,14000
Konak / Basmane,2+1,12.500 TL,12500
Karşıyaka / Cumhuriyet,2+1,14.000 TL,14000
Menemen / Asarlık,2+1,13.000 TL,13000
Menemen / Seyrek,1+1,13.500 TL,13500
Karabağlar / Yeşilyurt,2+0,13.000 TL,13000
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,13.000 TL,13000
Seferihisar,2+1,12.000 TL,12000
Karabağlar / Yeşilyurt,1+1,10.000 TL,10000
Bayraklı / Alpaslan,2+1,14.000 TL,14000
Menemen,3+1,11.500 TL,11500
Buca / Şirinyer,2+0,13.000 TL,13000
Bergama,3+1,14.000 TL,14000
Tire,1+1,12.000 TL,12000
Ödemiş,3+1,13.000 TL,13000
Buca / İşçievleri,1+1,14.500 TL,14500
Bornova / Naldöken,1+1,14.500 TL,14500
Narlıdere,1+1,14.000 TL,14000
Buca,1+1,14.500 TL,14500
Ödemiş,1+1,12.000 TL,12000
Menemen / Seyrek,1+1,12.000 TL,12000
Menemen / Seyrek,1+1,14.000 TL,14000
Ödemiş,2+1,14.000 TL,14000
Kınık,2+1,12.000 TL,12000
Buca,2+1,12.500 TL,12500
Menemen / Seyrek,1+1,14.500 TL,14500
Karabağlar,3+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.000 TL,14000
Buca,1+1,14.000 TL,14000
Konak / Eşrefpaşa,2+1,13.000 TL,13000
Bayraklı,2+1,12.000 TL,12000
Karabağlar / Günaltay,3+1,13.000 TL,13000
Torbalı / Ayrancılar,2+1,14.000 TL,14000
Konak / Kahramanlar,Stüdyo (1+0),14.000 TL,14000
Bayraklı / Alpaslan,2+1,13.000 TL,13000
Bayraklı / Alpaslan,3+1,12.000 TL,12000
Karabağlar / Kibar,2+1,11.000 TL,11000
Bayraklı / Gümüşpala,2+1,11.000 TL,11000
Menderes / Görece,2+1,11.000 TL,11000
Menemen / Seyrek,1+1,12.500 TL,12500
Menemen,1+1,12.500 TL,12500
Bayındır,2+1,14.000 TL,14000
Bornova / Köyler,2+1,14.500 TL,14500
Menemen / Seyrek,1+1,14.000 TL,14000
Karabağlar,2+1,13.000 TL,13000
Buca,1+1,13.000 TL,13000
Tire,3+1,13.500 TL,13500
Menemen / Seyrek,1+1,12.000 TL,12000
Bayraklı / Gümüşpala,1+1,13.500 TL,13500
Torbalı / Ayrancılar,1+1,14.000 TL,14000
Karabağlar,2+1,13.000 TL,13000
Bornova / Atatürk,2+1,13.000 TL,13000
Buca,1+1,12.000 TL,12000
Buca,1+1,14.000 TL,14000
Bayraklı / Alpaslan,2+1,14.000 TL,14000
Buca,Stüdyo (1+0),14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Konak / Eşrefpaşa,2+1,13.000 TL,13000
Menemen / Seyrek,1+1,13.000 TL,13000
Konak / Eşrefpaşa,1+1,12.000 TL,12000
Buca,2+1,14.000 TL,14000
Ödemiş,1+1,12.000 TL,12000
Torbalı,1+1,14.000 TL,14000
Buca,Stüdyo (1+0),13.000 TL,13000
Gaziemir / Sarnıç,1.5+1,13.500 TL,13500
Buca,1+1,13.000 TL,13000
Buca,1+1,12.000 TL,12000
Torbalı,3+1,14.000 TL,14000
Menemen / Seyrek,1+1,13.000 TL,13000
Bayraklı,2+1,14.000 TL,14000
Bayraklı / Gümüşpala,2+1,11.000 TL,11000
Bergama,2+1,12.000 TL,12000
Bergama,1+1,10.000 TL,10000
Menemen / Seyrek,1+1,13.250 TL,13250
Menemen / Seyrek,1+1,13.500 TL,13500
Konak / Basmane,3+1,11.000 TL,11000
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Ödemiş,3+1,13.000 TL,13000
Buca,Stüdyo (1+0),10.000 TL,10000
Menemen / Seyrek,Stüdyo (1+0),13.500 TL,13500
Bornova / Naldöken,1+1,14.000 TL,14000
Bayraklı / Gümüşpala,3+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.500 TL,14500
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.750 TL,14750
Karabağlar / Yeşilyurt,3+1,13.500 TL,13500
Buca,1+1,14.750 TL,14750
Konak / Kahramanlar,4+0,14.000 TL,14000
Bayraklı / Gümüşpala,2+1,13.000 TL,13000
Bornova / Naldöken,2+1,11.000 TL,11000
Menemen / Seyrek,1+1,13.250 TL,13250
Buca,1+1,14.000 TL,14000
Bayraklı / Alpaslan,2+1,12.000 TL,12000
Torbalı,3+1,14.250 TL,14250
Buca,1+1,12.500 TL,12500
Menemen / Seyrek,1+1,14.000 TL,14000
Bornova / Atatürk,3+1,12.000 TL,12000
Konak / Gürçeşme,1+1,10.000 TL,10000
Menemen / Seyrek,1+1,14.950 TL,14950
Bornova / Naldöken,1+1,14.000 TL,14000
Buca,1+1,12.000 TL,12000
Menemen / Seyrek,1+1,13.500 TL,13500
Karabağlar,1+1,12.500 TL,12500
Buca,1+1,12.000 TL,12000
Karabağlar / Yeşilyurt,2+1,14.000 TL,14000
Karabağlar / Günaltay,2+1,13.500 TL,13500
Bayraklı / Soğukkuyu,2+1,14.500 TL,14500
Buca / Şirinyer,1+1,13.000 TL,13000
Karabağlar / Hatay,Stüdyo (1+0),10.000 TL,10000
Menemen / Seyrek,1+1,14.000 TL,14000
Buca,1+1,11.000 TL,11000
Buca,Stüdyo (1+0),12.000 TL,12000
Karabağlar,2+1,13.000 TL,13000
Bornova / Atatürk,2+1,11.000 TL,11000
Selçuk,1+1,12.000 TL,12000
Bornova / Köyler,1+1,12.500 TL,12500
Karabağlar,3+1,13.000 TL,13000
Torbalı / Çaybaşı,2+1,13.000 TL,13000
Urla,3+1,10.000 TL,10000
Menemen / Seyrek,1+1,13.000 TL,13000
Torbalı,3+1,14.500 TL,14500
Buca,1+1,13.000 TL,13000
Buca / Şirinyer,2+0,11.000 TL,11000
Menemen / Seyrek,1+1,12.500 TL,12500
Bayraklı / Alpaslan,3+1,14.000 TL,14000
Menemen / Seyrek,1+1,12.000 TL,12000
Buca,1+1,14.500 TL,14500
Buca,1+1,14.000 TL,14000
Konak / Basmane,1+1,10.000 TL,10000
Bergama,2+1,13.000 TL,13000
Bornova,Stüdyo (1+0),14.000 TL,14000
Urla / Köyler,1+1,12.000 TL,12000
Bayraklı,2+1,12.000 TL,12000
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Ulukent,,12.000 TL,12000
Menemen / Seyrek,1+1,13.500 TL,13500
Bornova / Naldöken,2+1,13.500 TL,13500
Karabağlar / Kibar,2+1,14.500 TL,14500
Bayraklı / Alpaslan,3+1,14.000 TL,14000
Ödemiş,1+1,13.000 TL,13000
Ödemiş,2+1,12.500 TL,12500
Menemen / Seyrek,1+1,13.500 TL,13500
Buca,Stüdyo (1+0),13.000 TL,13000
Bergama,3+1,13.000 TL,13000
Torbalı / Ayrancılar,1+1,10.000 TL,10000
Buca,1+1,14.500 TL,14500
Bayraklı / Alpaslan,2+1,14.000 TL,14000
Torbalı,2+0,14.000 TL,14000
Dikili / Köyler,4+1,10.000 TL,10000
Buca,1+1,14.500 TL,14500
Menemen / Seyrek,1+1,14.500 TL,14500
Bornova / Naldöken,2+1,12.000 TL,12000
Menemen / Koyundere,1+1,14.000 TL,14000
Buca,2+0,14.000 TL,14000
Buca / Şirinyer,2+1,12.000 TL,12000
Buca,1+1,14.999 TL,14999
Karabağlar / Günaltay,2+1,14.000 TL,14000
Buca,1+1,14.500 TL,14500
Buca / Şirinyer,3+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.000 TL,14000
Karabağlar / Fahrettinaltay,2+1,10.000 TL,10000
Menemen / Seyrek,1+1,12.500 TL,12500
Karabağlar / Günaltay,2+1,12.000 TL,12000
Karabağlar,2+1,13.000 TL,13000
Menemen / Seyrek,1+1,14.000 TL,14000
Bayraklı,3+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Karabağlar / Günaltay,2+1,13.000 TL,13000
Çiğli / Balatçık,Stüdyo (1+0),14.000 TL,14000
Buca,2+1,13.000 TL,13000
Konak / Kahramanlar,Stüdyo (1+0),14.000 TL,14000
Buca,1+1,14.500 TL,14500
Bornova / Kazımdirik,3+1,13.000 TL,13000
Menemen / Seyrek,1+1,13.000 TL,13000
Urla / Köyler,1+1,14.000 TL,14000
Bornova,Stüdyo (1+0),12.000 TL,12000
Buca,3+1,10.000 TL,10000
Bornova / Naldöken,2+1,10.000 TL,10000
Tire,2+1,14.000 TL,14000
Menemen / Seyrek,1+1,13.500 TL,13500
Çiğli / Büyükçiğli,2+1,14.000 TL,14000
Bayraklı / Alpaslan,2+1,13.000 TL,13000
Bayraklı / Alpaslan,3+1,12.500 TL,12500
Buca / Şirinyer,2+1,14.000 TL,14000
Bayraklı / Alpaslan,2+1,12.000 TL,12000
Selçuk / Köyler,,10.000 TL,10000
Karşıyaka / Alaybey,3+1,14.500 TL,14500
Menemen / Seyrek,1+1,13.000 TL,13000
Konak / Gürçeşme,2+1,13.000 TL,13000
Konak / Yenişehir,1+1,14.000 TL,14000
Karabağlar / Kibar,1+1,10.000 TL,10000
Karabağlar / Kibar,2+1,10.000 TL,10000
Buca,Stüdyo (1+0),12.500 TL,12500
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,13.750 TL,13750
Buca,2+1,14.500 TL,14500
Buca,1+1,14.500 TL,14500
Ödemiş,2+1,13.000 TL,13000
Bornova / Naldöken,3+1,14.000 TL,14000
Ödemiş,2+1,13.500 TL,13500
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Bornova / Naldöken,3+1,10.000 TL,10000
Bayraklı / Gümüşpala,3+1,13.000 TL,13000
Buca,1+1,14.000 TL,14000
Buca,1+1,14.500 TL,14500
Bayraklı / Gümüşpala,2+1,12.000 TL,12000
Buca,Stüdyo (1+0),13.500 TL,13500
Konak / Gültepe,2+1,11.000 TL,11000
Karabağlar,2.5+1,13.000 TL,13000
Bornova / Köyler,1+1,12.500 TL,12500
Menemen / Seyrek,1+1,14.000 TL,14000
Ödemiş,2+1,12.000 TL,12000
Buca,Stüdyo (1+0),11.500 TL,11500
Menemen / Seyrek,1+1,14.000 TL,14000
Ödemiş,2+1,14.000 TL,14000
Buca,2+1,14.500 TL,14500
Buca,2+1,10.000 TL,10000
Konak / Gültepe,2+1,11.000 TL,11000
Bayraklı / Alpaslan,2+1,12.000 TL,12000
Gaziemir,2+0,14.000 TL,14000
Tire,2+1,10.000 TL,10000
Buca / Şirinyer,1+1,14.000 TL,14000
Buca / Şirinyer,2+1,13.000 TL,13000
Menemen / Seyrek,1+1,12.500 TL,12500
Bayraklı / Alpaslan,2+1,10.000 TL,10000
Konak / Gürçeşme,2+1,11.500 TL,11500
Menemen / Seyrek,1+1,14.500 TL,14500
Menemen / Seyrek,1+1,12.750 TL,12750
Bayraklı / Alpaslan,2+1,14.000 TL,14000
Buca / Şirinyer,2+1,13.000 TL,13000
Torbalı,2+1,14.000 TL,14000
Karabağlar / Günaltay,3+1,12.000 TL,12000
Menemen / Koyundere,1+1,14.000 TL,14000
Bayraklı / Alpaslan,2+1,14.000 TL,14000
Kiraz,2+1,13.000 TL,13000
Torbalı / Ayrancılar,1+1,14.500 TL,14500
Ödemiş,3+1,13.000 TL,13000
Bornova / Naldöken,2+0,12.000 TL,12000
Karabağlar,2+1,12.500 TL,12500
Menemen / Seyrek,1+1,14.000 TL,14000
Kiraz,3+1,12.500 TL,12500
Buca,1+1,14.500 TL,14500
Çeşme / Alaçatı,4+1,10.000 TL,10000
Menemen / Asarlık,2+1,13.000 TL,13000
Bayraklı,2+1,12.500 TL,12500
Karabağlar / Günaltay,2+1,11.000 TL,11000
Bornova / Altındağ,2+1,14.000 TL,14000
Karabağlar / Günaltay,1+1,10.000 TL,10000
Ödemiş,2+1,11.500 TL,11500
Bornova / Kazımdirik,3+1,11.000 TL,11000
Bornova / Çamdibi,2+1,10.000 TL,10000
Selçuk,1+1,12.000 TL,12000
Buca,Stüdyo (1+0),13.000 TL,13000
Konak / Eşrefpaşa,1+1,10.000 TL,10000
Menemen / Seyrek,1+1,14.000 TL,14000
Bornova / Çamdibi,1+1,12.000 TL,12000
Karabağlar,2+1,10.000 TL,10000
Bornova / Çamdibi,1+1,12.000 TL,12000
Buca,2+1,14.000 TL,14000
Bayraklı / Gümüşpala,3+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.500 TL,14500
Aliağa,2+1,10.000 TL,10000
Menemen / Seyrek,1+1,14.000 TL,14000
Konak / Gürçeşme,1+1,12.000 TL,12000
Buca,1+1,10.000 TL,10000
Menemen / Seyrek,1+1,14.000 TL,14000
Karabağlar,1+1,13.000 TL,13000
Menemen / Seyrek,1+1,13.000 TL,13000
Buca,1+1,13.000 TL,13000
Bornova / Kazımdirik,1+1,13.000 TL,13000
Buca,2+1,13.000 TL,13000
Bayraklı / Gümüşpala,2+1,10.000 TL,10000
Menemen / Seyrek,1+1,13.000 TL,13000
Gaziemir,1+1,12.000 TL,12000
Bayraklı / Gümüşpala,2+1,12.500 TL,12500
Buca,1+1,14.500 TL,14500
Bayraklı / Alpaslan,4+1,12.500 TL,12500
Buca,1+1,13.000 TL,13000
Buca,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,13.000 TL,13000
Buca,Stüdyo (1+0),13.000 TL,13000
Menemen / Seyrek,1+1,13.500 TL,13500
Menemen / Seyrek,1+1,14.000 TL,14000
Buca,1+1,14.000 TL,14000
Konak / Eşrefpaşa,2+0,10.000 TL,10000
Bornova / Kazımdirik,4+1,12.000 TL,12000
Buca / Şirinyer,Stüdyo (1+0),11.000 TL,11000
Bayraklı / Alpaslan,2+0,14.000 TL,14000
Bayraklı,3+0,13.500 TL,13500
Buca,1+1,14.000 TL,14000
Menemen / Seyrek,1+1,16.000 TL,16000
Dikili / Köyler,4+1,15.000 TL,15000
Buca,1+1,15.500 TL,15500
Buca,1+1,15.500 TL,15500
Buca,1+1,16.000 TL,16000
Buca,1+1,15.000 TL,15000
Aliağa,2+1,15.000 TL,15000
Menemen / Seyrek,1+1,16.000 TL,16000
Buca,1+1,15.000 TL,15000
Torbalı,3+1,15.000 TL,15000
Torbalı,1+1,15.000 TL,15000
Bayraklı / Manavkuyu,2+1,16.000 TL,16000
Buca / İşçievleri,2+1,15.500 TL,15500
Buca / Şirinyer,3+1,15.000 TL,15000
Buca,1+1,15.000 TL,15000
Menemen / Koyundere,1+1,15.500 TL,15500
Menemen / Seyrek,1+1,15.000 TL,15000
Buca,1+1,16.000 TL,16000
Konak / Gürçeşme,2+1,16.000 TL,16000
Menemen / Seyrek,1+1,16.000 TL,16000
Buca,2+1,15.000 TL,15000
Buca,1+1,15.000 TL,15000
Tire,2+1,16.000 TL,16000
Buca,1+1,15.000 TL,15000
Buca,Stüdyo (1+0),15.000 TL,15000
Ödemiş,1+1,15.000 TL,15000
Buca,1+1,16.000 TL,16000
Seferihisar,1+1,15.500 TL,15500
Ödemiş,2+1,15.000 TL,15000
Ödemiş,3+1,15.000 TL,15000
Buca,2+1,16.000 TL,16000
Selçuk,2+1,15.000 TL,15000
Karabağlar / Fahrettinaltay,3+1,15.000 TL,15000
Bayraklı / Alpaslan,1+1,15.000 TL,15000
Menemen / Asarlık,2+1,15.000 TL,15000
Bayraklı / Alpaslan,2+1,15.750 TL,15750
Menemen / Seyrek,1+1,16.000 TL,16000
Buca,1+1,15.000 TL,15000
Bornova / Çamdibi,2+1,16.000 TL,16000
Buca,1+1,15.000 TL,15000
Kemalpaşa,3+1,15.000 TL,15000
Bornova / Çamdibi,2+1,16.000 TL,16000
Menemen / Seyrek,1+1,16.000 TL,16000
Buca,1+1,15.000 TL,15000
Menemen / Seyrek,2+1,15.000 TL,15000
Karabağlar,2+1,15.000 TL,15000
Bornova / Naldöken,2+1,15.000 TL,15000
Torbalı / Ayrancılar,2+1,16.000 TL,16000
Torbalı,2+1,15.000 TL,15000
Karabağlar / Yeşilyurt,1+1,15.000 TL,15000
Buca,1+1,16.000 TL,16000
Buca,1+1,16.000 TL,16000
Gaziemir / Sarnıç,2+1,15.000 TL,15000
Buca,1+1,16.000 TL,16000
Buca,1+1,16.000 TL,16000
Tire,2+1,15.000 TL,15000
Bayraklı,2+1,15.000 TL,15000
Menemen / Seyrek,1+1,15.000 TL,15000
Buca / İşçievleri,2+1,15.000 TL,15000
Menemen / Seyrek,1+1,15.000 TL,15000
Buca,Stüdyo (1+0),16.000 TL,16000
Karabağlar / Yeşilyurt,3+1,16.000 TL,16000
Balçova,Stüdyo (1+0),15.000 TL,15000
Dikili,4+1,15.000 TL,15000
Buca,1+1,15.500 TL,15500
Konak / Eşrefpaşa,2+1,15.000 TL,15000
Buca / İşçievleri,2+1,15.000 TL,15000
