Unnamed: 0,District,Rooms,Price,PriceInt
8264,Bornova,1+1,27.000 TL,27000
8265,Buca,3+1,27.000 TL,27000
8266,Balçova,3+1,27.500 TL,27500
8267,Buca,3+1,27.000 TL,27000
8268,Tire,3+1,27.000 TL,27000
8269,Buca,3+1,27.500 TL,27500
8270,Konak,2+1,27.500 TL,27500
8271,Bornova,3+1,27.000 TL,27000
8272,Buca,1+1,27.500 TL,27500
8273,Torbalı,2+1,27.000 TL,27000
8274,Selçuk,3+1,27.500 TL,27500
8275,Konak,3+1,27.000 TL,27000
8276,Çiğli,2+1,27.000 TL,27000
8277,Karşıyaka,2+1,27.000 TL,27000
8278,Karşıyaka,1+1,27.000 TL,27000
8279,Bornova,1+1,27.500 TL,27500
8280,Aliağa,3+1,27.000 TL,27000
8281,Urla,2+1,27.000 TL,27000
8282,Dikili,2+1,27.000 TL,27000
8283,Torbalı,3+1,27.000 TL,27000
8284,Balçova,3+1,27.000 TL,27000
8285,Aliağa,1+1,27.000 TL,27000
8286,Dikili,2+1,27.000 TL,27000
8287,Tire,3+1,27.000 TL,27000
8288,Çiğli,3+1,27.500 TL,27500
8289,Bornova,2+1,27.500 TL,27500
8290,Bayraklı,2+1,27.000 TL,27000
8291,Karabağlar,4+1,27.000 TL,27000
8292,Konak,1+1,27.000 TL,27000
8293,Çiğli,2+1,27.000 TL,27000
8294,Gaziemir,2+1,27.000 TL,27000
8295,Gaziemir,2+1,27.000 TL,27000
8296,Karabağlar,3+1,27.000 TL,27000
8297,Karabağlar,3+1,27.500 TL,27500
8298,Seferihisar,3+1,27.000 TL,27000
8299,Buca,1+1,27.000 TL,27000
8300,Karşıyaka,3+1,27.500 TL,27500
8301,Aliağa,3+1,27.000 TL,27000
8302,Bornova,2+1,27.000 TL,27000
8303,Buca,2+1,27.000 TL,27000
8304,Menderes,1+1,27.500 TL,27500
8305,Foça,2+1,27.000 TL,27000
8306,Balçova,2+1,27.000 TL,27000
8307,Kemalpaşa,3+1,27.000 TL,27000
8308,Çiğli,1+1,27.000 TL,27000
8309,Bornova,1+1,27.000 TL,27000
8310,Bayraklı,3+1,27.000 TL,27000
8311,Karaburun,2+1,27.000 TL,27000
8312,Karşıyaka,3+1,27.500 TL,27500
8313,Çiğli,1+1,27.500 TL,27500
8314,Karabağlar,2+1,27.000 TL,27000
8315,Bergama,1+1,27.000 TL,27000
8316,Bayraklı,2+1,27.500 TL,27500
8317,Foça,1+1,27.000 TL,27000
8318,Karşıyaka,2+1,27.000 TL,27000
8319,Buca,3+1,27.000 TL,27000
8320,Seferihisar,2+1,27.500 TL,27500
8321,Konak,1+1,27.500 TL,27500
8322,Buca,2+1,27.500 TL,27500
8323,Dikili,2+1,27.000 TL,27000
8324,Karşıyaka,2+1,27.000 TL,27000
8325,Buca,2+1,27.500 TL,27500
8326,Konak,1+1,27.000 TL,27000
8327,Karabağlar,3+1,27.000 TL,27000
8328,Bayraklı,2+1,27.000 TL,27000
8329,Buca,2+1,27.000 TL,27000
8330,Dikili,2+1,27.500 TL,27500
8331,Karşıyaka,3+1,27.000 TL,27000
8332,Foça,2+1,27.000 TL,27000
8333,Buca,2+1,27.000 TL,27000
8334,Menemen,3+1,27.000 TL,27000
8335,Seferihisar,2+1,27.000 TL,27000
8336,Menemen,3+1,27.500 TL,27500
8337,Karabağlar,2+1,27.000 TL,27000
8338,Karabağlar,3+1,27.000 TL,27000
8339,Bornova,3+1,27.000 TL,27000
8340,Çiğli,1+1,27.500 TL,27500
8341,Bayraklı,3+1,27.000 TL,27000
8342,Balçova,2+1,27.000 TL,27000
8343,Urla,2+2,27.500 TL,27500
8344,Aliağa,1+1,27.000 TL,27000
8345,Buca,1+1,27.000 TL,27000
8346,Aliağa,2+1,27.500 TL,27500
8347,Dikili,2+1,27.000 TL,27000
8348,Balçova,2+1,27.500 TL,27500
8349,Çiğli,2+1,27.000 TL,27000
8350,Bornova,1+1,27.000 TL,27000
8351,Gaziemir,2+1,27.000 TL,27000
8352,Bayraklı,2+1,27.000 TL,27000
8353,Buca,2+1,27.500 TL,27500
8354,Seferihisar,2+1,27.500 TL,27500
8355,Menemen,3+1,27.500 TL,27500
8356,Karşıyaka,2+1,27.000 TL,27000
8357,Bornova,2+1,27.500 TL,27500
8358,Torbalı,3+1,27.000 TL,27000
8359,Çiğli,3+1,27.500 TL,27500
8360,Torbalı,3+1,27.500 TL,27500
8361,Bornova,2+1,27.000 TL,27000
8362,Menemen,3+1,27.000 TL,27000
8363,Buca,2+1,27.000 TL,27000
8364,Bornova,3+1,27.000 TL,27000
8365,Karşıyaka,1+1,27.500 TL,27500
8366,Buca,2+1,27.000 TL,27000
8367,Gaziemir,1+1,27.000 TL,27000
8368,Menemen,3+1,27.500 TL,27500
8369,Karabağlar,1+1,27.000 TL,27000
8370,Buca,2+1,27.000 TL,27000
8371,Torbalı,3+1,27.000 TL,27000
8372,Çiğli,3+1,27.000 TL,27000
8373,Bayraklı,2+0,27.000 TL,27000
8374,Konak,2+1,27.000 TL,27000
8375,Aliağa,2+1,27.000 TL,27000
8376,Tire,2+1,27.500 TL,27500
8377,Buca,2+1,27.000 TL,27000
8378,Konak,3+1,27.000 TL,27000
8379,Karabağlar,3+1,27.500 TL,27500
8380,Buca,3+1,27.500 TL,27500
8381,Torbalı,2+1,27.000 TL,27000
8382,Karabağlar,2+1,27.000 TL,27000
8383,Torbalı,2+1,27.000 TL,27000
8384,Selçuk,2+1,27.000 TL,27000
8385,Bergama,2+1,27.500 TL,27500
8386,Karabağlar,2+1,27.000 TL,27000
8387,Karşıyaka,3+1,27.500 TL,27500
8388,Karşıyaka,2+1,27.000 TL,27000
8389,Karabağlar,1+1,27.000 TL,27000
8390,Buca,2+1,27.000 TL,27000
8391,Dikili,2+1,27.000 TL,27000
8392,Buca,3+1,27.000 TL,27000
8393,Karşıyaka,1+1,27.000 TL,27000
8394,Bayraklı,2+1,27.500 TL,27500
8395,Buca,3+1,27.250 TL,27250
8396,Seferihisar,3+1,27.000 TL,27000
8397,Konak,2+1,27.000 TL,27000
8398,Bornova,1+1,27.000 TL,27000
8399,Buca,3+1,27.000 TL,27000
8400,Buca,2+1,27.500 TL,27500
8401,Karşıyaka,3+1,27.250 TL,27250
8402,Karabağlar,3+1,27.500 TL,27500
8403,Aliağa,2+1,27.000 TL,27000
8404,Buca,3+1,27.500 TL,27500
8405,Karşıyaka,2+1,27.000 TL,27000
8406,Çiğli,1+1,27.000 TL,27000
8407,Seferihisar,1+1,27.000 TL,27000
8408,Buca,2+0,27.500 TL,27500
8409,Karşıyaka,3+1,27.000 TL,27000
8410,Selçuk,3+1,27.000 TL,27000
8411,Buca,1+1,27.000 TL,27000
8412,Dikili,3+1,27.000 TL,27000
8413,Karşıyaka,1+1,27.000 TL,27000
8414,Konak,2+1,27.500 TL,27500
8415,Konak,2+1,27.500 TL,27500
8416,Bornova,1+1,27.000 TL,27000
8417,Karşıyaka,3+1,27.000 TL,27000
8418,Çiğli,1+1,27.000 TL,27000
8419,Buca,2+1,27.000 TL,27000
8420,Karabağlar,2+1,27.000 TL,27000
8421,Karşıyaka,1+1,27.000 TL,27000
8422,Menemen,3+1,27.500 TL,27500
8423,Bornova,Stüdyo (1+0),27.000 TL,27000
8424,Karabağlar,2+1,27.000 TL,27000
8425,Karşıyaka,2+1,27.750 TL,27750
8426,Torbalı,3+1,27.000 TL,27000
8427,Kemalpaşa,2+1,27.000 TL,27000
8428,Gaziemir,1+1,27.000 TL,27000
8429,Buca,3+1,27.000 TL,27000
8430,Karşıyaka,1+1,27.000 TL,27000
8431,Buca,3+1,27.000 TL,27000
8432,Karabağlar,3+1,27.000 TL,27000
8433,Urla,1+1,27.000 TL,27000
8434,Bayraklı,3+1,27.000 TL,27000
8435,Buca,3+1,27.000 TL,27000
8436,Buca,3+1,27.000 TL,27000
8437,Torbalı,2+1,27.000 TL,27000
8438,Bergama,2+1,27.500 TL,27500
8439,Buca,3+1,27.000 TL,27000
8440,Karabağlar,2+1,27.000 TL,27000
8441,Balçova,1+1,27.000 TL,27000
8442,Bayraklı,1+1,27.000 TL,27000
8443,Karşıyaka,2+1,27.500 TL,27500
8444,Buca,2+1,27.500 TL,27500
8445,Urla,2+1,27.500 TL,27500
8446,Bornova,1+1,27.000 TL,27000
8447,Menemen,3+1,27.000 TL,27000
8448,Karabağlar,1.5+1,27.000 TL,27000
8449,Foça,2+1,27.000 TL,27000
8450,Çiğli,3+1,27.500 TL,27500
8451,Çiğli,3+1,27.500 TL,27500
8452,Buca,1+1,27.000 TL,27000
8453,Buca,3+1,27.000 TL,27000
8454,Aliağa,3+1,27.000 TL,27000
8455,Çiğli,1+1,27.000 TL,27000
8456,Ödemiş,4+2,27.000 TL,27000
8457,Buca,1+1,27.000 TL,27000
8458,Torbalı,3+1,27.000 TL,27000
8459,Seferihisar,1+1,27.500 TL,27500
8460,Menderes,2+1,27.000 TL,27000
8461,Karabağlar,3+1,27.500 TL,27500
8462,Bornova,1+1,27.500 TL,27500
8463,Karşıyaka,2+1,27.000 TL,27000
8464,Torbalı,2+1,27.000 TL,27000
8465,Karşıyaka,2+1,27.000 TL,27000
8466,Bayraklı,3+1,27.000 TL,27000
8467,Menemen,2+1,27.000 TL,27000
8468,Buca,3+1,27.500 TL,27500
8469,Kemalpaşa,1+1,27.000 TL,27000
8470,Bornova,1+1,27.500 TL,27500
8471,Torbalı,2+1,27.500 TL,27500
8472,Karşıyaka,1+1,27.500 TL,27500
8473,Torbalı,2+1,27.500 TL,27500
8474,Karşıyaka,1+1,27.500 TL,27500
8475,Karabağlar,3+1,27.000 TL,27000
8476,Çiğli,2+1,27.250 TL,27250
8477,Menemen,2+1,27.000 TL,27000
8478,Karşıyaka,3+1,27.500 TL,27500
8479,Bornova,3+1,27.000 TL,27000
8480,Seferihisar,2+1,27.000 TL,27000
8481,Bornova,3+1,27.500 TL,27500
8482,Karşıyaka,1+1,27.000 TL,27000
8483,Bayraklı,2+1,27.000 TL,27000
8484,Çiğli,2+1,27.500 TL,27500
8485,Bayındır,3+1,27.000 TL,27000
8486,Buca,1+1,27.000 TL,27000
8487,Bornova,1+1,27.500 TL,27500
8488,Karşıyaka,2+1,27.500 TL,27500
8489,Bornova,1+1,27.000 TL,27000
8490,Buca,3+1,27.000 TL,27000
8491,Bornova,2+1,27.000 TL,27000
8492,Balçova,Stüdyo (1+0),27.000 TL,27000
8493,Bornova,3+1,27.000 TL,27000
8494,Karabağlar,2+1,27.000 TL,27000
8495,Buca,3+1,27.000 TL,27000
8496,Karşıyaka,3+1,27.500 TL,27500
8497,Urla,1+1,27.000 TL,27000
8498,Torbalı,3+1,27.000 TL,27000
8499,Karşıyaka,2+1,27.000 TL,27000
8500,Karabağlar,1+1,27.000 TL,27000
8501,Karabağlar,3+1,27.000 TL,27000
8502,Karabağlar,2+1,27.000 TL,27000
8503,Buca,1+1,27.000 TL,27000
8504,Buca,2+0,27.000 TL,27000
8505,Bornova,3+1,27.500 TL,27500
8506,Konak,2+1,27.000 TL,27000
8507,Buca,3+1,27.000 TL,27000
8508,Çiğli,2+1,27.500 TL,27500
8509,Karşıyaka,1+1,27.000 TL,27000
8510,Menderes,2+1,27.500 TL,27500
8511,Bayraklı,2+1,27.000 TL,27000
8512,Buca,2+1,27.500 TL,27500
8513,Karabağlar,3+1,27.500 TL,27500
8514,Karabağlar,2+1,27.000 TL,27000
8515,Karşıyaka,2+1,27.500 TL,27500
8516,Torbalı,2+1,27.000 TL,27000
8517,Menemen,2+1,27.000 TL,27000
8518,Menderes,2+1,27.000 TL,27000
8519,Bornova,3+1,27.500 TL,27500
8520,Karabağlar,2+1,27.000 TL,27000
8521,Karşıyaka,2+1,27.000 TL,27000
8522,Tire,1+1,27.500 TL,27500
8523,Buca,1+1,27.000 TL,27000
8524,Bornova,3+1,27.000 TL,27000
8525,Bergama,3+1,27.000 TL,27000
8526,Karşıyaka,2+1,27.000 TL,27000
8527,Konak,1+1,27.000 TL,27000
8528,Karabağlar,3+1,27.000 TL,27000
8529,Torbalı,3+1,27.500 TL,27500
8530,Balçova,2+1,27.000 TL,27000
8531,Karşıyaka,3+1,27.000 TL,27000
8532,Karabağlar,2+1,27.000 TL,27000
8533,Çiğli,3+1,27.000 TL,27000
8534,Buca,1+1,27.000 TL,27000
8535,Konak,2+1,27.500 TL,27500
8536,Menderes,3+1,27.000 TL,27000
8537,Çiğli,1+1,27.000 TL,27000
8538,Torbalı,1+1,27.000 TL,27000
8539,Karşıyaka,1+1,27.000 TL,27000
8540,Buca,2+1,27.000 TL,27000
8541,Buca,5+1,27.500 TL,27500
8542,Güzelbahçe,1+1,27.000 TL,27000
8543,Karşıyaka,2+1,27.000 TL,27000
8544,Buca,1+1,27.000 TL,27000
8545,Seferihisar,2+1,27.500 TL,27500
8546,Bayraklı,2+1,27.000 TL,27000
8547,Çiğli,3+1,27.000 TL,27000
8548,Bornova,1+1,27.000 TL,27000
8549,Karşıyaka,1+1,27.000 TL,27000
8550,Menemen,2+1,27.000 TL,27000
8551,Karşıyaka,2+1,27.500 TL,27500
8552,Menderes,3+1,27.000 TL,27000
8553,Bornova,Stüdyo (1+0),27.000 TL,27000
8554,Kemalpaşa,3+1,27.000 TL,27000
8555,Karabağlar,2+1,27.000 TL,27000
8556,Karşıyaka,3+1,27.000 TL,27000
8557,Torbalı,3+1,27.000 TL,27000
8558,Karşıyaka,2+1,27.000 TL,27000
8559,Dikili,2+1,27.000 TL,27000
8560,Bornova,3+1,27.000 TL,27000
8561,Bornova,3+1,27.000 TL,27000
8562,Buca,1+1,27.000 TL,27000
8563,Karabağlar,2+1,27.000 TL,27000
8564,Selçuk,2+1,27.000 TL,27000
8565,Torbalı,2+1,27.500 TL,27500
8566,Buca,1+1,27.000 TL,27000
8567,Karşıyaka,1+1,27.500 TL,27500
8568,Karşıyaka,1+1,27.500 TL,27500
8569,Karabağlar,5+1,27.000 TL,27000
8570,Karşıyaka,2+1,27.000 TL,27000
8571,Bayraklı,3+1,27.500 TL,27500
8572,Çiğli,2+1,27.000 TL,27000
8573,Buca,3+1,27.000 TL,27000
8574,Menderes,2+1,27.000 TL,27000
8575,Buca,3+1,27.000 TL,27000
8576,Bornova,3+1,27.000 TL,27000
8577,Konak,2+1,27.000 TL,27000
8578,Karşıyaka,3+1,27.000 TL,27000
8579,Menemen,2+1,27.500 TL,27500
8580,Karşıyaka,2+1,27.000 TL,27000
8581,Menderes,3+1,27.000 TL,27000
8582,Karşıyaka,2+1,27.000 TL,27000
8583,Ödemiş,4+2,27.000 TL,27000
8584,Karabağlar,3+1,27.000 TL,27000
8585,Çiğli,2+1,27.500 TL,27500
8586,Gaziemir,1+1,27.000 TL,27000
8587,Konak,2+1,27.000 TL,27000
8588,Buca,2+1,27.500 TL,27500
8589,Karşıyaka,3+1,27.000 TL,27000
8590,Bornova,1+1,27.000 TL,27000
8591,Karşıyaka,1+1,27.000 TL,27000
8592,Gaziemir,3+1,27.500 TL,27500
8593,Narlıdere,2+1,27.000 TL,27000
8594,Karşıyaka,2+1,27.000 TL,27000
8595,Bornova,1+1,27.500 TL,27500
8596,Bornova,3+1,27.000 TL,27000
8597,Buca,1+1,27.000 TL,27000
8598,Seferihisar,3+1,27.500 TL,27500
8599,Buca,1+1,27.000 TL,27000
8600,Konak,2+1,27.000 TL,27000
8601,Güzelbahçe,1+1,27.250 TL,27250
8602,Karabağlar,3+1,27.000 TL,27000
8603,Menemen,3+1,27.000 TL,27000
8604,Konak,1+1,27.000 TL,27000
8605,Menemen,3+1,27.000 TL,27000
8606,Bornova,1+1,27.000 TL,27000
8607,Aliağa,3+1,27.000 TL,27000
8608,Bornova,2+1,27.000 TL,27000
8609,Çiğli,2+1,27.000 TL,27000
8610,Karşıyaka,1+1,27.000 TL,27000
8611,Torbalı,3+1,27.000 TL,27000
8612,Menderes,3+1,27.000 TL,27000
8613,Bornova,3+1,27.500 TL,27500
8614,Bayraklı,3+1,27.500 TL,27500
8615,Konak,2+1,27.000 TL,27000
8616,Ödemiş,1+1,27.000 TL,27000
8617,Karşıyaka,2+1,27.000 TL,27000
8618,Karşıyaka,3+1,27.000 TL,27000
8619,Karabağlar,2+1,27.500 TL,27500
8620,Bayraklı,2+1,27.000 TL,27000
8621,Buca,2+1,27.000 TL,27000
8622,Menemen,2+1,27.000 TL,27000
8623,Buca,1+1,27.000 TL,27000
8624,Bayraklı,3.5+1,27.000 TL,27000
8625,Karşıyaka,1+1,27.000 TL,27000
8626,Tire,2+1,27.000 TL,27000
8627,Karşıyaka,2+1,27.000 TL,27000
8628,Çiğli,1+1,27.000 TL,27000
8629,Menemen,3+1,27.500 TL,27500
8630,Gaziemir,2+1,27.500 TL,27500
8631,Bornova,3+1,27.000 TL,27000
8632,Çiğli,2+1,27.500 TL,27500
8633,Bornova,2+1,27.000 TL,27000
8634,Bayraklı,3+1,27.000 TL,27000
8635,Buca,1+1,27.500 TL,27500
8636,Konak,2+1,27.000 TL,27000
8637,Karşıyaka,2+1,27.500 TL,27500
8638,Menemen,2+1,27.000 TL,27000
8639,Karşıyaka,2+1,27.000 TL,27000
8640,Karşıyaka,2+1,27.000 TL,27000
8641,Karşıyaka,2+1,27.000 TL,27000
8642,Bornova,2+1,27.000 TL,27000
8643,Çiğli,3+1,27.000 TL,27000
8644,Bornova,3+1,27.000 TL,27000
8645,Buca,3+1,27.000 TL,27000
8646,Foça,3+1,27.000 TL,27000
8647,Menemen,3+1,27.000 TL,27000
8648,Bornova,3+1,27.000 TL,27000
8649,Karşıyaka,3+1,27.000 TL,27000
8650,Buca,3+1,27.000 TL,27000
8651,Urla,1+1,27.000 TL,27000
8652,Çiğli,3+1,27.000 TL,27000
8653,Torbalı,3+1,27.000 TL,27000
8654,Buca,1+1,27.000 TL,27000
8655,Çiğli,1+1,27.000 TL,27000
8656,Menemen,3+1,27.000 TL,27000
8657,Menemen,3+1,27.500 TL,27500
8658,Karşıyaka,3+1,27.500 TL,27500
8659,Buca,2+1,27.000 TL,27000
8660,Buca,3+1,27.000 TL,27000
8661,Torbalı,3+1,27.000 TL,27000
8662,Tire,3+1,27.500 TL,27500
8663,Karabağlar,3+1,27.000 TL,27000
8664,Çiğli,1+1,27.500 TL,27500
8665,Çiğli,2+1,27.000 TL,27000
8666,Konak,3+1,27.000 TL,27000
8667,Karşıyaka,1+1,27.000 TL,27000
8668,Karabağlar,3+1,27.000 TL,27000
8669,Kemalpaşa,2+1,27.000 TL,27000
8670,Menemen,3+1,27.000 TL,27000
8671,Karşıyaka,1+1,27.500 TL,27500
8672,Bornova,1+1,27.500 TL,27500
8673,Menderes,2+1,27.000 TL,27000
8674,Buca,1+1,27.000 TL,27000
8675,Karabağlar,3+1,27.000 TL,27000
8676,Bornova,1+1,27.500 TL,27500
8677,Çiğli,3+1,27.000 TL,27000
8678,Seferihisar,3+1,27.500 TL,27500
8679,Bornova,1+1,27.000 TL,27000
8680,Çiğli,3+1,27.000 TL,27000
8681,Çiğli,1+1,27.500 TL,27500
8682,Konak,3+1,27.000 TL,27000
8683,Torbalı,2+1,27.000 TL,27000
8684,Karşıyaka,1+1,27.500 TL,27500
8685,Gaziemir,2+1,27.500 TL,27500
8686,Karabağlar,2+1,27.000 TL,27000
8687,Bayraklı,3+1,27.000 TL,27000
8688,Buca,3+1,27.000 TL,27000
8689,Karşıyaka,2+1,27.000 TL,27000
8690,Çiğli,3+1,27.500 TL,27500
8691,Karşıyaka,3+1,27.500 TL,27500
8692,Konak,2+1,27.000 TL,27000
8693,Menderes,2+1,27.000 TL,27000
8694,Çiğli,2+1,27.000 TL,27000
8695,Karşıyaka,1+1,27.000 TL,27000
8696,Karşıyaka,2+1,27.000 TL,27000
8697,Buca,2+1,27.850 TL,27850
8698,Bornova,3+1,27.000 TL,27000
8699,Buca,2+1,27.000 TL,27000
8700,Menemen,2+1,27.500 TL,27500
8701,Balçova,3+1,27.000 TL,27000
8702,Menemen,2+1,27.000 TL,27000
8703,Menemen,3+1,27.500 TL,27500
8704,Bayraklı,3+1,27.000 TL,27000
8705,Karabağlar,3+1,27.500 TL,27500
8706,Çiğli,2+1,27.000 TL,27000
8707,Karşıyaka,2+1,27.000 TL,27000
8708,Çiğli,3+1,27.000 TL,27000
8709,Konak,3+1,27.000 TL,27000
8710,Buca,1+1,27.000 TL,27000
8711,Konak,2+1,27.500 TL,27500
8712,Çiğli,3+1,27.500 TL,27500
8713,Bornova,1+1,27.500 TL,27500
8714,Buca,2+1,27.500 TL,27500
8715,Bornova,2+1,27.000 TL,27000
8716,Menemen,2+1,27.000 TL,27000
8717,Tire,2+1,27.500 TL,27500
8718,Buca,1+1,27.000 TL,27000
8719,Çiğli,2+1,27.500 TL,27500
8720,Buca,3+1,27.000 TL,27000
8721,Bornova,3+1,27.000 TL,27000
8722,Çiğli,2+1,27.000 TL,27000
8723,Karabağlar,3+1,27.000 TL,27000
8724,Bornova,3+1,27.500 TL,27500
8725,Buca,2+1,27.000 TL,27000
8726,Torbalı,3+1,27.000 TL,27000
8727,Karşıyaka,3+1,27.000 TL,27000
8728,Karşıyaka,2+1,27.500 TL,27500
8729,Konak,2+1,27.500 TL,27500
8730,Buca,2+1,27.000 TL,27000
8731,Buca,3+1,27.500 TL,27500
8732,Bornova,Stüdyo (1+0),27.000 TL,27000
8733,Dikili,2+1,27.500 TL,27500
8734,Menemen,3+1,27.000 TL,27000
8735,Bergama,1+1,27.500 TL,27500
8736,Karşıyaka,2+1,27.000 TL,27000
8737,Bornova,2+1,27.500 TL,27500
8738,Buca,1+1,27.000 TL,27000
8739,Karabağlar,2+1,27.500 TL,27500
8740,Karşıyaka,1+1,27.000 TL,27000
8741,Balçova,2+1,27.000 TL,27000
8742,Konak,1+1,27.500 TL,27500
8743,Bornova,1+1,27.000 TL,27000
8744,Urla,1+1,27.000 TL,27000
8745,Balçova,2+1,27.000 TL,27000
8746,Buca,3+1,27.500 TL,27500
8747,Buca,2+1,27.000 TL,27000
8748,Çiğli,3+1,27.500 TL,27500
8749,Buca,3+1,28.000 TL,28000
8750,Bornova,1+1,29.000 TL,29000
8751,Karşıyaka,1+1,28.500 TL,28500
8752,Karşıyaka,3+1,28.000 TL,28000
8753,Çiğli,3+1,28.000 TL,28000
8754,Bornova,1+1,28.000 TL,28000
8755,Menemen,3+1,28.000 TL,28000
8756,Torbalı,3+1,28.500 TL,28500
8757,Bornova,2+1,28.000 TL,28000
8758,Karşıyaka,3+1,28.750 TL,28750
8759,Menderes,2+1,29.000 TL,29000
8760,Torbalı,1+1,28.500 TL,28500
8761,Dikili,2+2,28.000 TL,28000
8762,Çiğli,1+1,29.000 TL,29000
8763,Karşıyaka,2+1,29.000 TL,29000
8764,Gaziemir,2+1,28.000 TL,28000
8765,Bornova,2+1,28.000 TL,28000
8766,Tire,2+1,28.000 TL,28000
8767,Buca,3+1,28.000 TL,28000
8768,Karabağlar,2+1,29.000 TL,29000
8769,Karabağlar,2+1,28.000 TL,28000
8770,Çiğli,2+1,28.500 TL,28500
8771,Torbalı,3+1,29.000 TL,29000
8772,Karşıyaka,1+1,28.000 TL,28000
8773,Buca,2+1,28.000 TL,28000
8774,Menemen,3+1,28.500 TL,28500
8775,Bayraklı,3+1,29.000 TL,29000
8776,Bornova,1+1,29.000 TL,29000
8777,Karşıyaka,2+1,28.000 TL,28000
8778,Konak,3+1,28.000 TL,28000
8779,Buca,3+1,28.000 TL,28000
8780,Karabağlar,2+1,28.000 TL,28000
8781,Karabağlar,3+1,28.500 TL,28500
8782,Karabağlar,3+1,28.000 TL,28000
8783,Konak,2+1,29.000 TL,29000
8784,Seferihisar,3+1,28.000 TL,28000
8785,Foça,2+1,28.000 TL,28000
8786,Çiğli,1+1,29.000 TL,29000
8787,Karşıyaka,1+1,29.000 TL,29000
8788,Karşıyaka,1+1,29.000 TL,29000
8789,Buca,1+1,28.500 TL,28500
8790,Konak,2+1,29.000 TL,29000
8791,Bornova,3+1,28.000 TL,28000
8792,Bergama,3+1,28.000 TL,28000
8793,Kemalpaşa,3+1,28.000 TL,28000
8794,Karşıyaka,3+1,29.000 TL,29000
8795,Urla,1+1,29.000 TL,29000
8796,Menemen,3+1,29.000 TL,29000
8797,Menemen,3+1,28.500 TL,28500
8798,Karabağlar,2+1,28.000 TL,28000
8799,Karşıyaka,2+1,29.000 TL,29000
8800,Buca,2+1,28.500 TL,28500
8801,Buca,2+1,28.000 TL,28000
8802,Çiğli,1+1,28.000 TL,28000
8803,Karabağlar,2+1,28.500 TL,28500
8804,Buca,3+1,28.000 TL,28000
8805,Karabağlar,3+1,29.000 TL,29000
8806,Bayraklı,2+1,29.000 TL,29000
8807,Bornova,1+1,29.000 TL,29000
8808,Karşıyaka,1+1,28.500 TL,28500
8809,Karşıyaka,2+1,28.000 TL,28000
8810,Menemen,2+1,29.000 TL,29000
8811,Ödemiş,2+1,28.000 TL,28000
8812,Karşıyaka,1+1,28.000 TL,28000
8813,Bayraklı,3+1,29.000 TL,29000
8814,Karşıyaka,3+1,29.000 TL,29000
8815,Buca,2+1,28.000 TL,28000
8816,Buca,3+1,28.000 TL,28000
8817,Bornova,3+1,28.000 TL,28000
8818,Menemen,2+1,28.000 TL,28000
8819,Bornova,1+1,28.000 TL,28000
8820,Çiğli,2+1,29.000 TL,29000
8821,Karşıyaka,3+1,28.000 TL,28000
8822,Narlıdere,2+1,29.000 TL,29000
8823,Karşıyaka,2+1,28.000 TL,28000
8824,Menderes,3+1,28.000 TL,28000
8825,Bayraklı,3+1,28.000 TL,28000
8826,Konak,2+1,28.000 TL,28000
8827,Menemen,3+1,28.500 TL,28500
8828,Menderes,2+1,28.000 TL,28000
8829,Tire,3+1,28.000 TL,28000
8830,Buca,2+1,28.000 TL,28000
8831,Buca,2+1,28.000 TL,28000
8832,Menemen,3+1,29.000 TL,29000
8833,Güzelbahçe,3+1,28.000 TL,28000
8834,Konak,2+1,29.000 TL,29000
8835,Bornova,3+1,29.000 TL,29000
8836,Menemen,2+1,29.000 TL,29000
8837,Buca,3+1,28.000 TL,28000
8838,Urla,1+1,28.000 TL,28000
8839,Menemen,3+1,28.000 TL,28000
8840,Karabağlar,1+1,28.500 TL,28500
8841,Menemen,3+1,29.000 TL,29000
8842,Bornova,3+1,28.000 TL,28000
8843,Çiğli,1+1,29.000 TL,29000
8844,Konak,3+1,29.000 TL,29000
8845,Aliağa,2+1,28.000 TL,28000
8846,Torbalı,2+1,28.000 TL,28000
8847,Foça,2+1,29.000 TL,29000
8848,Konak,1+1,28.000 TL,28000
8849,Buca,3+1,28.000 TL,28000
8850,Bayraklı,1+1,28.000 TL,28000
8851,Karabağlar,3+1,29.000 TL,29000
8852,Konak,3+1,29.000 TL,29000
8853,Karabağlar,3+1,28.000 TL,28000
8854,Karşıyaka,3+1,28.000 TL,28000
8855,Karşıyaka,2+1,28.000 TL,28000
8856,Karabağlar,2+1,29.000 TL,29000
8857,Bayraklı,2+1,29.000 TL,29000
8858,Bayraklı,3+1,28.000 TL,28000
8859,Kemalpaşa,3+1,29.000 TL,29000
8860,Menemen,2+1,28.000 TL,28000
8861,Bornova,3+1,28.000 TL,28000
8862,Karşıyaka,2+1,28.000 TL,28000
8863,Karşıyaka,2+1,29.000 TL,29000
8864,Bornova,3+1,28.000 TL,28000
8865,Bayraklı,3+1,29.000 TL,29000
8866,Bornova,3+1,29.000 TL,29000
8867,Çiğli,2+1,28.000 TL,28000
8868,Karabağlar,2+1,29.000 TL,29000
8869,Konak,1+1,28.500 TL,28500
8870,Menemen,2+1,28.000 TL,28000
8871,Menemen,3+1,28.000 TL,28000
8872,Bornova,3+1,28.000 TL,28000
8873,Karşıyaka,3+1,28.000 TL,28000
8874,Karabağlar,3+1,28.500 TL,28500
